lot,title,author,volumes,date_published,format_section,buyer,price
46,"Antonio (Marc) Reflexiones Morales, par Dacier, 2 tom. en 1",Antonio,2,,"First Day - Octavo",Boone,[?]
47,"Antoninus' Meditations, by Graves",,,,[?],"First Day - Octavo",Priestley[?],[?]
48,"Apollodorus, by Fawkes",,,1760,"First Day - Octavo",[?],[?]
49,"Apophthegms of the Ancients, 3 vol.",,3,,"First Day - Octavo",Christie[?],[?]
50,"Apparato e Festo nelle Nozze della Signor Duca di Firenze",,,,"First Day - Octavo",Bindly[?],5-0
51,"Apulei Opera Omnia",,,1623[?],"First Day - Octavo",Guthrie[?],6-0
52,"Appier Metamorphoses ou l'Ane d'Or, 2 tom. planches",,2,1707,"First Day - Octavo",Powell,[?]
53,"Aratus, Gr.",,,1672,"First Day - Octavo",,5-0
54,"Aratus, Ital. et Latin",,,,1672[?],"First Day - Octavo",,
55,"Arbuthnot's (Dr.) Miscellaneous Works, 2 vol.",Arbuthnot,2,1751,"First Day - Octavo",White,[?]
56,"Arbuthnot, Essay on the Nature of Aliments",Arbuthnot,,1731,"First Day - Octavo",Boussey[?],[?]
57,"Argeus (Marquis d') Histoire de l'Esprit Humain, 3 tom.",d'Argeus,3,1765,"First Day - Octavo",,
58,"Argenteau (Comte de) Traitement Politique, 2 tom. en 1",d'Argenteau,2,1798[?],"First Day - Octavo",Orace[?],[?]
59,"Ariosto Cassaria, Comedia",Ariosto,,1546,"First Day - Octavo",Pearce,2-0
60,"Ariosto in London, Comedia",Ariosto,,1608[?],"First Day - Octavo",,
61,"Ariosto in Satiren, Comedia etc. et J. Sappone Comediae Curiose",Ariosto,,,"First Day - Octavo",White,1-6
62,"Ariosto, Orlando Furioso, il Negromante, etc.",Ariosto,,1719,"First Day - Octavo",Rosse[?],2-0
63,"Ariosto, Orlando Furioso, 4 tom.",,4,1730[?],"First Day - Octavo",White,7-6
64,"Ariosto, Rime",,,,1719[?],"First Day - Octavo",Challis[?],[?]
65,"Ariosto Roland Furieux en Francois",,,,[?],"First Day - Octavo",Priestley[?],[?]
66,"Ariosto Roland Furieux, a Heads, 8 vol. plates",,8,1777[?],"First Day - Octavo",Bristle[?],[?]
67,"Ariostoo (Cr. de M Poeti, 5 vol. 16.o star elited",,,1790[?],"First Day - Octavo",,
68,"Ariosto, Opere, Gr. et Lat.",,,,,"First Day - Octavo",,
69,"Ariosto, (The) Poems, translated by R. St. P.",,,,,"First Day - Octavo",Chalmers[?],6-0
70,"Aristophanes, le Plutus, translated by Twining, 2 tom.",,2,1812,"First Day - Octavo",,
71,"Aristotle's (John) Miscellanies, 2 vol. in 1",,2,,"First Day - Octavo",,3-0
72,"Atterbury's (Bp.) Private Life of the Romans, in Reeks",Atterbury,,1729[?],"First Day - Octavo",Chalke[?],[?]
73,"Arden's Historical Memorials of Westminster, by Reeks, 2v.",Arden,2,1729[?],"First Day - Octavo",,
74,"Archer Annual Register, 1799, 1800, 1, 2, 4",Archer,,1799-1800,"First Day - Octavo",Castler[?],[?]
75,"Archer (Arthur s') History of the Earth and Earths'",Archer,,1701,"First Day - Octavo",,
76,"Association Papers",,,,1792,"First Day - Octavo",,
77,"Association Papers",,,,,"First Day - Octavo",[?],[?]
78,"Asylum for Fugitive Pieces",,,,,"First Day - Octavo",Pearce,3-0
79,"Atti della Solenne Coronazione fatta in Campidoglio della",,,,,"First Day - Octavo",Wickham[?],[?]
80,"Insigne Poetessa Dna. Maria Maddolena Morelli Fernandez",,,,1779,"First Day - Octavo",Peachum[?],[?]
81,"Arrigoni (H. d') Memoires, 3 tom. en 1",d'Arrigoni,3,1672[?],"First Day - Octavo",,
82,"Augustini (S.) Confessions, par A. d'Andilly",Augustini,,1670[?],"First Day - Octavo",Guthrie[?],[?]
83,"Augustine's Confessions",Augustine,,1679[?],"First Day - Octavo",,
84,"Augustine's Meditations, by Stanhope",Augustine,,1672[?],"First Day - Octavo",,
85,"Aulus Gellius, translated by Beloe, 2 vol.",Aulus Gellius,2,1741[?],"First Day - Octavo",Broone[?],[?]
86,"Aulus Gellius' Grammar",Aulus Gellius,,,"First Day - Octavo",,
87,"Bielande and Jean's County Maps of England",,,,1791,"First Day - Octavo",,
88,"Baker's Friendly Administration to Parrots, engraved, revised",,,,1803[?],"First Day - Octavo",D'[?]oisy,3-0
89,"Baller's English, French, Latin, and German Dictionary",,,,1706[?],"First Day - Octavo",Pearce[?],[?]
90,"Baller des Enfans devons celebres par leurs Etudes",,,,1588[?],"First Day - Octavo",Pearce[?],[?]
91,"Baker Medialle Poetarum Reeumorum, Lat. and Engl.",,,,,"First Day - Octavo",Stuckley[?],[?]
92,"Baker's Mathematical Dictionary[?], 2 vol.",,2,,"First Day - Octavo",,
93,"Microscope made Easy",,,,,"First Day - Octavo",,3-0
94,"Ballet Ancien et Moderne, ou les Regles du Theatre",,,,1682,"First Day - Octavo",Stuckley[?],3-0
95,"Bannier's Mythology and Fables of the Ancients, 4 vol.",Bannier,4,1739[?],"First Day - Octavo",Hodgson[?],8-0
96,"Barcionum Onisio de Chevaleria",,,,,"First Day - Octavo",,
97,"Barclay[?] La Bat. opus Liber.",,,1729,"First Day - Octavo",Curtisie[?],[?]
98,"Baratier's Apology for the Quakers",,,,1708,"First Day - Octavo",White,[?]
99,"Baretti's Johnson, Speeches to J. Bowie, about his Edition of Don Quixote",Baretti,,1795[?],"First Day - Octavo",,6-2[?]
100,"Journey from London to Genoa, 4 vol. (vol. 3 wanting)",Baretti,4,1770,"First Day - Octavo",Brone[?],1-0
101,"Baretti's Italian Library",,,,,"First Day - Octavo",,
102,"Baretti, Scelti di Lettere Familiari, 2 tom.",,2,,[?],"First Day - Octavo",Byrd[?],[?]
103,"Baretti, Account of the Pygmies",Baretti,,,"First Day - Octavo",Poynton[?],[?]
104,"Baron's Pillars of Priestcraft Orthodoxy Shaken, 4v.",Baron,4,1709[?],"First Day - Octavo",,
105,"Barruel (Abbe) Histoire acrese[?] pendant la Revolution",Barruel,,,"First Day - Octavo",,
106,"Barruel's (Abbe) Memoirs of Jacobin, 4 vol.",Barruel,4,1798,"First Day - Octavo",Chapple[?],[?]
107,"Baroncssone Abranaments de Gli Antichi",,,,1668,"First Day - Octavo",,
108,"Bartoloque (Almanack) Memoires, 2 tom.",,2,,"First Day - Octavo",,
109,"Baviere (Max. Jos.) un nouveau Progres des Lettres Originales, 3",,3,1798[?],"First Day - Octavo",,
110,"Beccaria, 2 Gustatori Angustiarum Reeumorum et Britoniae[?]",,,,,"First Day - Octavo",,
111,"Boyle (Mr.) Lettres Choises, 3 tom.",Boyle,3,1714,"First Day - Octavo",,
112,"Miscellaneous Reflections, occasioned by the Comet which appeared in December 1680, 2 vol.",,2,,"First Day - Octavo",,
113,"Philosophical Commentary on Luke, Ch.",,,,,"First Day - Octavo",Bourmdey[?],[?]
114,"Bayle, 5 vol. 12mo",Bayle,5,,"First Day - Octavo",,
115,"Bayly's Introduction to Languages",Bayly,,1708,"First Day - Octavo",,
116,"Beattie's (Jas.) Poems",Beattie,,,"First Day - Octavo",Guthrie[?],[?]
117,"Essays on Poetry and Music, front.",Beattie,,,"First Day - Octavo",Mortlake[?],[?]
118,"Essay on Truth",Beattie,,,"First Day - Octavo",,
119,"Beaumarchais's Recherches sur les Theatres de France, 3 t.",Beaumarchais,3,1779[?],"First Day - Octavo",,
120,"Beaumont's Manual of Chemistry",Beaumont,,,"First Day - Octavo",,
121,"Beaumont and Fletcher's Works, 10 vol.",Beaumont and Fletcher,10,,"First Day - Octavo",,
122,"Beccaria on Crimes and Punishments",Beccaria,,,"First Day - Octavo",,
123,"Beckford's Account of the Island of Jamaica, 2 vol.",Beckford,2,1790,"First Day - Octavo",,
124,"Bembo (Petro) Prose",Bembo,,1793[?],"First Day - Octavo",,
125,"Bentobold's Essay to direct and extend the Inquiries of Patriotic Travellers, 2 vol.",,2,,"First Day - Octavo",,
126,"Bergier Elements Primitifs des Langues",,,,1764,"First Day - Octavo",,
127,"Berlin et de Potsdam, Description des Villes de",,,,"First Day - Octavo",,
128,"Berni Orlando Innamorato, 3 vol.",Berni,3,,"First Day - Octavo",Priestley[?],[?]
129,"Berrier Physique des Cometes",,,,"First Day - Octavo",,
130,"Berniel (Marechal de) Memoires, 2 tom.",,2,1778,"First Day - Octavo",Henderson[?],[?]
131,"Budel abrege des Causes celebres et interessantes, 3 tom.",,3,,"First Day - Octavo",,
132,"Bettinelli del Centuasismo delle Belle Arti",,,,1769,"First Day - Octavo",,
133,"Biblia Sacra Latina, black letter, 7[?]al, Kerves Paris",,,1534[?],"First Day - Octavo",Bocksom[?],[?]
134,"Bibliotheca, Palientena",,,1790[?],"First Day - Octavo",,
135,"Croftoniana",,,,"First Day - Octavo",,
136,"Universalis Selecta",,,1783,"First Day - Octavo",Taylor[?],[?]
137,"Mediana",,,,"First Day - Octavo",,
138,"Farisiana",,,1754,"First Day - Octavo",,
139,"Pinelliana",,,1780,"First Day - Octavo",,
140,"Birch's Life of Henry Prince of Wales",Birch,,1760,"First Day - Octavo",Taylor[?],[?]
141,"Blackborne's Considerations on the State of the Controversy between the Protestants and Papists",Blackborne,,1702,"First Day - Octavo",Howe[?],9-0
142,"Blackstone's Abridgement of the Laws of England, Mh. edition",,,,,"First Day - Octavo",Priestley[?],[?]
143,"Law Tracts, 2 vol.",,2,1762[?],"First Day - Octavo",Priestley[?],[?]
144,"Johnson's (Samuel) Works, portraits, 4 vol.",Johnson,4,1777,"First Day - Octavo",Davenport[?],12-6
145,"Aeschylus, translated by Potter",,,,1809[?],"First Day - Quarto",Guthrie[?],4-0
146,"Apparato per la Giustia[?] in la Piazza di San Pietro",,,,"First Day - Quarto",Pearce,4-0[?]
147,"Agostini (Leonardo) Gemme Antiche, ed illuminato di Tutti i Tuoni ed [?]",,,,,"First Day - Quarto",Guthrie[?],[?]
148,"Ainsworth's (Robt.) Latin and English Dictionary, by Pig[?]",Ainsworth,,,"First Day - Quarto",Guthrie,19-0
149,"4 vol. l. p.",,,,"First Day - Quarto",,13-0
150,"Alberti (L. B.) Descrittione di Tutta Italia, Fines",Alberti,,1577,"First Day - Quarto",White,[?]
151,"Almon's History of Warren[?], 2 vol.",Almon,2,1740[?],"First Day - Quarto",Otley[?],[?]
152,"Ainsti's (Jas.) English and American Dictionary, 2 vol.",Ainsti,2,1749[?],"First Day - Quarto",,
153,"Amel's[?] Typographical Antiquities",,,,,"First Day - Quarto",Pearce,3-6
154,"Amsterdam Description de tous les Principaux Edifices",,,,1749,"First Day - Quarto",,
155,"Anacarsis translated by Moore, French",,,,,"First Day - Quarto",Whittaker[?],4-0
156,"Anson's (Lord) Voyage round the World, by Walter, large paper",Anson,,,"First Day - Quarto",Priestley,14-0[?]
157,"Anson's, (ditto) in a separate volume",Anson,,1748,"First Day - Quarto",,
158,"Arbuthnot's (John) Tables of Ancient Coins, Weights, and Measures",Arbuthnot,,1727,"First Day - Quarto",Powell,9-6
159,"Arbuthnot",,,,,"First Day - Quarto",Priestley,9-0
160,"Argument of the Pastoral of Florimene, with the Description of the Scenes and Intermedia, presented in the Hall at Whitehall on St. Thomas's Day, the 21st December",,,1635,"First Day - Quarto",,4-0[?]
161,"Arianna, London",,,1643[?],"First Day - Quarto",Jolley[?],[?]
162,"Arianna, Opera — Apoll. Pergani Conici — Theobaldi Sphae[?], a Barroco",,,,"First Day - Quarto",M Davis[?],[?]
163,"Ariost (Lud.) Orlando Furioso, Italian and English, by Huggins",Ariosto,,,"First Day - Quarto",White,1-[?]
164,"Aristotele Poetica, trad. per Castelvetro",Aristotle,,1570,"First Day - Quarto",Priestley[?],[?]
165,"Aristotle's Treatise on Poetry, by Twining",Aristotle,,1789,"First Day - Quarto",Priestley[?],[?]
166,"Aschine, Ethics and Politics, by Gillies, 2 vol.",Aschine,2,1790[?],"First Day - Quarto",Brice[?],[?]
167,"Ascham's (Roger) English Works",Ascham,,,"First Day - Quarto",Haworth[?],[?]
168,"by Bennet (no date)",,,,,"First Day - Quarto",Hewett[?],[?]
169,"Ayscough's (Sam.) Catalogue of the Manuscripts presented in the British Museum, 2 vol.",Ayscough,2,1782,"First Day - Quarto",Dawson[?],4-6[?]
170,"Baglione Vite de Pittori, Scultori, Architetti, ed Intagliatori",Baglione,,1733,"First Day - Quarto",,
171,"Bailly (J. S.) Histoire de l'Astronomie Ancienne, planches",Bailly,,,"First Day - Quarto",,
172,"Moderne, 3 tom.",,3,,"First Day - Quarto",Guthrie[?],4-18[?]
173,"Barc Traite de l'Astronomie Indienne et Orientale",,,,1787,"First Day - Quarto",,
174,"Baraga (Robert) Trageuntissimi",,,,,"First Day - Quarto",Traforth[?],[?]
175,"Barberini Poesi Philosophicae and Hintissima Artificiale Notantia[?]",,,,,"First Day - Quarto",Davis[?],4-10[?]
176,"Bede's History of the Church of England, by Stapleton",Bede,,1565,"First Day - Quarto",,
177,"Bell's (John) Travels from St. Petersburg to Severe Parts of Asia",,,,,"First Day - Quarto",Priestley,[?]
178,"Beaumarchais's Barberies on les Theatres de France",,,,1773[?],"First Day - Quarto",Garathy[?],[?]
179,"Bibliotheca (Cant.) Raccolta di Lettere",,,,"First Day - Quarto",Challis[?],[?]
180,"Biblia Hebraea, 2 Volumili et Junt.",,2,,"First Day - Quarto",,
181,"Bibliotheca est Novum Testamentum Graecorum",,,,1585,"First Day - Quarto",,
182,"Bibliotheca Literaria, being a Collection of Inscriptions, Medals, Dissertations, &c.",,,,"First Day - Quarto",Guthrie[?],9-6
183,"Black, (The) Fortress",,,,"First Day - Octavo[?]",,
184,"Laing (Sir Wm.) Commentaries on the Laws of",,,,,"First Day - Octavo[?]",Smith[?],[?]
185,"Blackwall's (A.) Sacred Classics, 2 vol.",Blackwall,2,1727,"First Day - Octavo[?]",,
186,"Blackwell's Memoirs of the Court of Augustus, 3 vol. l. p.",,3,,"First Day - Octavo[?]",Brunet[?],5-0
187,"Bligh's (Capt.) Voyage to the South Sea, charge, &c.",Bligh,,,"First Day - Octavo[?]",Bristly[?],5-0
188,"Narrative of the Mutiny on Board his Majesty's Ship Bounty, charts",Bligh,,,"First Day - Octavo[?]",Priestley[?],9-0
189,"Mutiny on Board his Majesty's Ship Bounty",,,,,"First Day - Octavo[?]",,
190,"Blount (Sir Tho.) Remarks upon Poetry",Blount,,1694[?],"First Day - Octavo[?]",W H Miller,1-6
191,"Boccaccio (G.) Decamerone, portrait",,,,1772,"First Day - Octavo[?]",,
192,"della Genealogia",,,1702[?],"First Day - Octavo[?]",,
193,"Bochart Geographia Sacra, maps",,,,,"First Day - Octavo[?]",Priestley[?],[?]
194,"Bossuet Histoire de la Declaration de l'Assemblie du Clerge de France 1682, 3 tom.",Bossuet,3,1740[?],"First Day - Octavo[?]",,
195,"Boswell's (J.) Life of Dr. Samuel Johnson, 2 v. part.",Boswell,2,1791[?],"First Day - Octavo[?]",Boswell[?],19-0
196,"Bacon (Roger) Opus Majus",Bacon,,1733,"First Day - Folio",M Davis,4-6
197,"Bacon's (Nath.) Discourses on the Laws and Government of England",Bacon,,1739,"First Day - Folio",Boone,3-0
198,"England History of the Reign of K. Henry VII. por.",,,1622,"First Day - Folio",Keep[?],7-6[?]
199,"(Lord) Historic of the Reigne of K. Henry VII. por.",,,,1622,"First Day - Folio",Ellsworth[?],7-6[?]
200,"trott, MS. notes",,,1625,"First Day - Folio",,
201,"Sylva Sylvarum, by Rawley",,,1639,"First Day - Folio",Priestley,5-0
202,"Bailey's (Nat.) Etymological English Dictionary",,,1736,"First Day - Folio",Priestley[?],[?]
203,"Baker's (Sir Rich.) Chronicle of the Kings of England",Baker,,1730,"First Day - Folio",Bridge[?],[?]
204,"Bale's (Bp.) de Scriptoribus Anglicis",Bale,,,"First Day - Folio",Priestley[?],[?]
205,"Ballo's House of Equity",,,,"First Day - Folio",Rodd,1-0
206,"Barnes (Joshua) History of K. Edward III.",Barnes,,1688[?],"First Day - Folio",D Burney,[?]
207,"Baroni (Card.) Annales Ecclesiastici, 12 t. Antv. 1589-1609",,12,1589-1609,"First Day - Folio",Guthrie[?],[?]
208,"Baron's (Isaac) Works, 2 vol.",Baron,2,1722,"First Day - Folio",Charles,1-0
209,"Bartoli (Pietro Santi) Colonna Trajana eretta dal Sanato, e Popolo Romano all' Imperatore Trajano Augusto nel suo Foro in Roma",Bartoli,,,"First Day - Folio",Charles,3-0
210,"Pitture Antiche del Sepolcro de Nasonii",,,,"First Day - Folio",Laing,9-0
211,"Bartozzi, con fig.",,,,,"First Day - Folio",D Haworth[?],1-13
212,"Baseggio, Crusca Provenzale",,,1680[?],"First Day - Folio",D Haworth[?],[?]
213,"Aesop's Fables, by l'Estrange",,,1692,"First Day - Folio",,
214,"Ammianus Marcellinus Valesii",,,,1681[?],"First Day - Folio",Syphon[?],2-0
215,"Ammianus Marcellinus, translated by Holland",,,,1609,"First Day - Folio",,6-0
216,"Appian traduit en Francois, par Philippe",,,,1603[?],"First Day - Folio",Fields[?],[?]
217,"Athenaeus, Gr. et Lat. Casauboni",,,1598,"First Day - Folio",Guthrie,9-6
218,"Augustini's (St.) Cite of God",,,,1620,"First Day - Folio",W H Miller,3-0
219,"Second Day - Octavo et Infra",,,,"Second Day - Octavo",,
220,"Blackwall's Inquiry into the Life and Writings of Homer",Blackwall,,1735,"Second Day - Octavo",Boone,3-0
221,,,,,1736,"Second Day - Octavo",Boone,3-6
222,",l. p.",,,,"Second Day - Octavo",,
223,"MS. note — for Laing",,,1735,"Second Day - Octavo",Laing,6-6
224,"Letters concerning Mythology",,,,1748,"Second Day - Octavo",,1-6
225,"Blair's (Hugh) Sermons, 4 v. 3 v. bound, v. 4 bds.",Blair,4,"1791, 94","Second Day - Octavo",Smith B,7-0
226,"Blanc (Mr. l'Abbe le) Lettres, 3 tom.",,3,1749,"Second Day - Octavo",Delakenne[?],6-0
227,"Blanchere Histoire d'un Jeune Homme pour servir d'Essais aux Peres et Meres, 3 tom.",,3,1775,"Second Day - Octavo",Falcherena[?],[?]
228,"Bleterie (Abbe de la) Vie de l'Empereur Julien",,,,1746,"Second Day - Octavo",Ogilvy[?],[?]
229,"Bletterie (Abbe) Miscellaneous Works",,,,1698[?],"First Day - Octavo",,
230,"Boccaccio Ancient Painters of Italy[?]",,,,1677[?],"Second Day - Octavo",,
231,"A. Marco [?], traduit en Francois, par M.",,,,,"Second Day - Octavo",Guthrie[?],[?]
232,"Boyle, Histoire de, 2 tom.",Boyle,2,1697,"Second Day - Octavo",,
233,"Boerhaave's Elements of Chymistry",Boerhaave,,1749,"Second Day - Octavo",,
234,"Boethii Consolationis Philosophia, cum notis Variorum",Boethius,,,"Second Day - Octavo",,
235,"Boileau's Oeuvres, 4 tomes",Boileau,4,,"Second Day - Octavo",,
236,"Bolingbroke's (Lord) Works and Life, 11 vol.",Bolingbroke,11,"1751, &c.","Second Day - Octavo",,
237,"Letters on Patriotism",,,,1749,"Second Day - Octavo",,
238,"Bologna, Le Pitture",,,,,"Second Day - Octavo",,
239,"Bolletti dell Origini dell Instituto delle Scienze di Bologna",,,,,"Second Day - Octavo",,
240,"Bonnycastle's Introduction to Astronomy, plates",Bonnycastle,,1786,"Second Day - Octavo",,
241,"Borghesi (Cav.) Nugarum Libri octo",,,,,"Second Day - Octavo",Stephens[?],5-0
242,"Borghesi Villa, Descrittione dei, con le Figure delle Statue",Borghesi,,1700,"Second Day - Octavo",,
243,"Bos (du) Reflexions sur la Poesie et sur la Peinture, 3 t.",du Bos,3,1733,"Second Day - Octavo",Sheldon[?],10-6[?]
244,"Bossu Traite du Poeme Epique, 2 tom. en 1",Bossu,2,1714[?],"Second Day - Octavo",,
245,"Bossut Recueil d'Oraisons Funebres",,,,,"Second Day - Octavo",Anderson[?],[?]
246,"Boswell's (Jas.) Account of Corsica, maps",Boswell,,1769,"Second Day - Octavo",,
247,"Life of Dr. Johnson, 4 vol. portrait",Boswell,4,1804,"Second Day - Octavo",,
248,"Bougard's Philosophical Amusement upon the Language of Beasts and Birds",Bougard,,,"Second Day - Octavo",,
249,"Burrus Poematta, Lat. et Eng.",,,,1749,"Second Day - Octavo",Guthrie[?],[?]
250,"Bowles' (Wm. Lisle) Spirit of Discovery, plates",Bowles,,1804,"Second Day - Octavo",,
251,"Boyse's (Saml.) Pantheon",,,,1704,"Second Day - Octavo",,
252,"Brandenbourg, Memoires de",,,,1750[?],"Second Day - Octavo",,
253,"Brantone (Pierre de) Oeuvres, 15 tom. (vol. 1 wanting)",Brantone,15,1740[?],"Second Day - Octavo",Delahenne[?],[?]
254,"Brognati (Pierre lo) Raccolta di Poesie di Excellenti Autori Toscani",,,,"Second Day - Octavo",,
255,"British Critic, from the Commencement in 1793 to January 1808-09 v. half bound, rest in Nos. (wanting April 1808)",,,1793-1808,"Second Day - Octavo",Shelldrake[?],5-6
256,"British Museum, Contents of",,,,,"Second Day - Octavo",,18-0
257,"British Empire in America, 2 vol. maps",,2,1741,"Second Day - Octavo",M Davis[?],[?]
258,"Brochures (Mr.) Melange, 2 tom.",,2,"1751, &c.","Second Day - Octavo",,
259,"Brown's (Sir Thos.) Christian Morals",Brown,,1716,"Second Day - Octavo",Combridge[?],[?]
260,"Browne's (T. G.) Hermes Unmasked, or the Art of Speech",Browne,,1795[?],"Second Day - Octavo",S Henderson[?],[?]
261,"Browne's (John) Estimate of the Manners and Principles of the Times, 2 vol.",Browne,2,1757,"Second Day - Octavo",,
262,"Brucier, du la Ville de",,,,1750,"Second Day - Octavo",Davies[?],[?]
263,"Bruzen (David de) Characters, 2 tom.",,2,1751,"Second Day - Octavo",,
264,"Bruckeri de Pedobaptismo Dorida",,,,,"Second Day - Octavo",,
265,"Burgess (Bp.) Christian Researches in Asia",Burgess,,,"1773, &c.","Second Day - Octavo",,
266,"Bourlay (Ed.) Extracts, 3 vol.",Bourlay,3,,"Second Day - Octavo",,
267,"Burke's (Ed.) Political Pamphlets and Speeches",Burke,,,"Second Day - Octavo",Parnoo[?],[?]
268,"Essay on the Sublime and Beautiful, 2 v.",Burke,2,1757,"Second Day - Octavo",,
269,"Page's Justice of the Peace, 4 vol.",Page,4,,"Second Day - Octavo",Charles[?],[?]
270,"Phillips (Hy.) History of his Own Time, 4 vol.",Phillips,4,1753[?],"Second Day - Octavo",,
271,"(Thos.) State of the Dead",,,,,"Second Day - Octavo",,
272,"Sacred Theory of the Earth, 2 vol. plates",,2,,"Second Day - Octavo",Ogilvie[?],[?]
273,"Burtkrit Archaeologiae Philosophica; sive Doctrina Antiquae de",,,,1729,"Second Day - Octavo",,
274,"Rerum Originibus",,,,,"Second Day - Octavo",Sheldon[?],[?]
275,"Butler's (Chas.) Horae Biblicae",Butler,,,"1797, 1809","Second Day - Octavo",,
276,"(Rev. Alban) Life",Butler,,1759,"Second Day - Octavo",Hodgson,[?]
277,"Analogy of Religion",Butler,,1791,"Second Day - Octavo",,
278,"(Saml.) Hudibras, with Notes by Grey, 2 vol. plates",Butler,2,,"Second Day - Octavo",Hodgson,[?]
279,"Hudibras, or Hudibrass, the 4th part",Butler,,1664[?],"Second Day - Octavo",,
280,"Byshe's Art of English Poetry, 4th edn",Byshe,,1710[?],"Second Day - Octavo",Ellis[?],[?]
281,"Caesaris Commentarius, translated by Duncan, 2 vol.",Caesar,2,,"Second Day - Octavo",Abel[?],[?]
282,"Cahusac sur la Danse Ancienne et Moderne, Haye",Cahusac,,,"Second Day - Octavo",Griffiths[?],[?]
283,"Caille (de la) Lecons Elementaires d'Astronomie",,,,,"Second Day - Octavo",,
284,"Callieres Histoire du Duc de Joyeuse Capuchin",,,,1759[?],"Second Day - Octavo",,
285,"Calmet, Natural and Civil History",,,,,"Second Day - Octavo",,
