lot,title,author,volumes,date_published,format_section,buyer,price
1377,"Menage (Egid.) Dictionnaire Etymologique de la Langue Francoise, 2 tom.",,,Paris 1750,Sixth Day's Sale — Folio,Forsyth,2/2/0
1378,"Moresini Origini della Lingua Italiana",,,Genev. 1685,Sixth Day's Sale — Folio,[?],[?]
1379,"Menestrier Histoire du Roy Louis le Grand par les Medailles, Emblemes, Devises, &c. planches",,,Paris 1691,Sixth Day's Sale — Folio,ob. Romeo [?],8/8/0
1380,"Mersenii Questiones Celeberrimae in Genesim, cum accurata Textus Explicatione, cum Observationibus Venetii",,,Paris 1623,Sixth Day's Sale — Folio,Smith,2/0/0
1381,"Milton (Jno.) Paradiso Perduto, trad. di Rolli, portrait",,,Lond. 1736,Sixth Day's Sale — Folio,Pearce,2/0/0
1382,"Montfaucon's Antiquities of Italy, by Henley, cuts",,,1725,Sixth Day's Sale — Folio,Smith,2/0/0
1383,"Moreri (Louis) Grand Dictionnaire Historique, avec Supplement, 6 tom.",,,Amst. 1702,Sixth Day's Sale — Folio,Sheloe [?],1/1/0
1384,"Muccardo Note Overo Memorie del Museo, plates",,,1656,Sixth Day's Sale — Folio,Pearce,3/0/0
1385,"Newman's Concordance to the Holy Bible",,,1643,Seventh Day's Sale — Folio,Sheldon,5/0/0
1386,"Olaus Magnus's History of the Goths, Swedes and Vandals",,,1658,Seventh Day's Sale — Folio,Ames,5/0/0
1387,"Old Poems, first editions",,,,Seventh Day's Sale — Folio,Ames [?],1/0/0
1388,"Ovid's Metamorphoses, translated by Sandys, plts.","","","1681,1733 &c",Seventh Day's Sale — Folio,Sheldon,9/0/0
1389,"Parkinson's Paradisi in Sole Paradisus Terrestris, plts.",,,1656,Seventh Day's Sale — Folio,Nott-Miller [?],[?]
1390,"Pasquier Recherches de la France",,,1633,Seventh Day's Sale — Folio,DelaRiviere [?],[?]
1391,"Pausanias, Gr. et Lat. Kuhnii",,,Leipzig 1696,Seventh Day's Sale — Folio,Christie [?],[?]
1392,"Peltier Correspondance Francoise au Tableau de la France, 2d Novre. 1793, jusquen, 24 Aout 1794",,,Paris 1033[?],Seventh Day's Sale — Folio,DelaRiviere [?],[?]
1393,Pergamini Memoriale della Lingua Italiana,,,Venet. 1688,Seventh Day's Sale — Folio,Guthrie [?],2/0/0
1394,"Philostratus, translated by Blount",,,,Seventh Day's Sale — Folio,DelaRiviere [?],1/0/0
1395,"Placentinus de Vocis, Auditisque Organis, Historia Anatomica, plates",,,Venet. 1688,Seventh Day's Sale — Folio,Guthrie [?],2/0/0
1396,"Pliny's Natural History, by Holland, 2 vol. in 1",,,1601,Seventh Day's Sale — Folio,Priestley,3/6/0
1397,"Plutarchi Opera, Gr. et Lat. 2 vol.",,,Francf. 1620,Seventh Day's Sale — Folio,Boone,2/0/0
1398,"Pococke's (R.) Description of the East, 2 vol. plates, fine copy",,,1743,Seventh Day's Sale — Folio,Mortimer [?],2/12/6
1399,"Poetae Veteres Graeci, Gr. et Lat.",,,Aur. 1743,Seventh Day's Sale — Folio,Sheldon [?],[?]
1400,"Postlethwayt's Dictionary of Trade and Commerce, 2 vol.",,,1600[?],Seventh Day's Sale — Folio,Guthrie [?],0/5/0
1401,"Pownall's (T.) Topographical Description of North America, maps",,,1776,Seventh Day's Sale — Folio,Hillman [?],10/0/0
1402,"Preface and Index to the Harleian Collection of MSS.",,,1763,Seventh Day's Sale — Folio,W. H. Miller [?],1/0/0
1403,"Prideaux's (Humph.) Connection of the Old and New Testament, 2 vol. port. and maps",,,1718,Seventh Day's Sale — Folio,Ames,2/0/0
1404,Marmora Oxoniepsia,,,Oxon. 1676,Seventh Day's Sale — Folio,Ogle [?],13/0/0[?]
1405,"Prior's (Matthew) Poems, L.P.",,,1718,Seventh Day's Sale — Folio,Guthrie [?],1/0/0
1406,"Priscianus de partibus Orationis et Constructione — Boetius de Arithmetica, de Musica et de Geometria — Gaffori Practica Musicae, bl. letter",,,1495.99.1502,Seventh Day's Sale — Folio,Child,2/18/0
1407,"Quinctiliani de Oratoria Institutione, Capperonnerii",,,Paris 1725,Seventh Day's Sale — Folio,Christie,1/7/0
1408,"Rousseau du Contrat Social",,,Amst. 1762,Eighth Day's Sale — Octavo et Infra,Whalley [?],2/0/0
1409,"Rousseau, Lettres ecrites de la Montagne",,,1764,Eighth Day's Sale — Octavo et Infra,[?],[?]
1410,"Rousseau, Julie ou Nouveau Heloise, 6 tom. en 7",,,1761,Eighth Day's Sale — Octavo et Infra,Sheldon,6/0/0
1411,"Rousseau, vol 1 wanting, in Nouvelle Heloise, 5 tom.",,,1761,Eighth Day's Sale — Octavo et Infra,Sheldon [?],6/0/0
1412,"Rousseau, Oeuvres, 24 tom. (12 wanting)",,,Genev. 1782,Eighth Day's Sale — Octavo et Infra,Chisee [?],4/0/0
1413,"Rousseau, Emile, ou de l'Education, 4 tom.",,,,Eighth Day's Sale — Octavo et Infra,Moore [?],6/0/0
1414,"Rousseau, Discours sur l'Origine, et les fondemens de l'Inegalite Parmi les Hommes",,,1755,Eighth Day's Sale — Octavo et Infra,Boone,6/0/0
1415,"Rousseau, Discourse upon the Origin and Foundation of the Inequality among Mankind",,,1761,Eighth Day's Sale — Octavo et Infra,Boone [?],0/6/0
1416,"Rousseau, Emilius; or an Essay on Education, 2 vol.",,,1763,Eighth Day's Sale — Octavo et Infra,Gee [?],6/0/0
1417,"Rousseau, Eloisa, 4 vol. — Miscellaneous Works, 5 vol.",,,,"1764,7",Eighth Day's Sale — Octavo et Infra,Mason [?],10/0/0
1418,"Rousseau, 9 vol. melangee",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1419,"Rousseau, Letters to Chr. de Beaumont, Alesc. of [?], Treatise on Social Compact, in 1 vol.",,,1763/4,Eighth Day's Sale — Octavo et Infra,Whalley,5/0/0
1420,"Roux (Jos. le) Dictionnaire Comique, Satyrique, &c. 2 tom.",,,1735,Eighth Day's Sale — Octavo et Infra,Brodrick [?],1/0/0
1421,Ro-ley's (Thos.) Poems,,,1777,Eighth Day's Sale — Octavo et Infra,Sheldon,3/0/0
1422,"Rumford's (Count) Essays, Nos. 1 to 7",,,,Eighth Day's Sale — Octavo et Infra,Shuffley [?],1/6/0
1423,"Ruggle Ignoramus Comoedia",,,,Eighth Day's Sale — Octavo et Infra,Triphook,1/8/0
1424,"Ruscelli (Girola.) Commentarij della Lingua Italiana",,,Venet. 1581,Eighth Day's Sale — Octavo et Infra,[?],[?]
1425,"Ruscelli, Fiori delle Rime de Poeti Illustri",,,Vinet. 1558,Eighth Day's Sale — Octavo et Infra,Brodrick [?],5/0/0
1426,"Russell's Young Painter's Letters, 2 vol. l.p. plates",,,1750,Eighth Day's Sale — Octavo et Infra,Logan [?],4/0/0
1427,"Ruzante, Prose et Comedie",,,Ven. 1551/52,Eighth Day's Sale — Octavo et Infra,Triphook,6/0/0
1428,"Rymer's Essay concerning Critical and Curious Learning",,,1698,Eighth Day's Sale — Octavo et Infra,W. H. Orde [?],[?]
1429,"Sabatier Journal Politique National des Etats Generaux, 2 tom.",,,1790,Eighth Day's Sale — Octavo et Infra,Brodrick,1/0/0
1430,"Sacchini (Dr.) Musces [?], 2 parts in 1",,,1704,Eighth Day's Sale — Octavo et Infra,Ive [?],5/0/0
1431,"Sacy 12mo Variorum, Ausilius completus",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1432,"Sagittarii (Johannis de) Isphaer [?]",,,,Eighth Day's Sale — Octavo et Infra,Triphook,1/0/0
1433,"La Sage le meme, and des Pieces unies au Theater Francais, 3 tom.",,,,Eighth Day's Sale — Octavo et Infra,Brodrick [?],6/0/0
1434,Saint-Fond [?],,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1435,"Sautellis (De) Magicus des Experiences de la Machine Pneumatique",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1436,"Sauvelle (M.) ou Essais Historiques sur Paris, 3 tom.",,,1763,Eighth Day's Sale — Octavo et Infra,Boone,3/0/0
1437,"Saint-Pierre, Project pour perfectionner l'Education",,,,Eighth Day's Sale — Octavo et Infra,Battler [?],[?]
1438,"Salmon's Geographical Grammar, maps",,,1728,Eighth Day's Sale — Octavo et Infra,Boone,6/0/0
1439,"Sarmiento's Treatise concerning Revolutions in Kings",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1440,Sanchoniathon's Phoenician History [?] by Cumberland,,,1720,Eighth Day's Sale — Octavo et Infra,Malden [?],[?]
1441,Sandoval's History of Charles V,,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1442,Sanson's Geographie,,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1443,"Sansovinos (Joannis) Folicraticus, sive de nugis Curialium et vestigiis Philosophorum",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1444,"Saxe (Marechal) Reveries or Memoires sur l'Art de la Guerre, 2 tom. planches",,,,Eighth Day's Sale — Octavo et Infra,Boone,1/0/0
1445,"Memoires sur l'Infanterie",,,1750,Eighth Day's Sale — Octavo et Infra,[?],[?]
1446,"Sborzo del Commercio di Amsterdam",,,,Eighth Day's Sale — Octavo et Infra,Guthrie [?],2/0/0
1447,"Scaligeriana, Thuana, Perroniana, Pithoeana et Colomesiana",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1448,ditto,,,1740[?],Eighth Day's Sale — Octavo et Infra,[?],[?]
1449,"Scelta di Sonetti, con varii critiche Feni [?]",,,,Eighth Day's Sale — Octavo et Infra,Shuttledale [?],[?]
1450,"Schrevelli Lexicon, Graeco Latinum",,,Ven. 1731[?],Eighth Day's Sale — Octavo et Infra,Brodrick,2/0/0
1451,"Schiletck on History, Geography and Chronology",,,,Eighth Day's Sale — Octavo et Infra,[?],1/0/0
1452,"Scott's Epigrammata [?] of Martial, Motions from Horace, &c.",,,1773,Eighth Day's Sale — Octavo et Infra,Forster,1/0/0
1453,"Scott (Thos.) Book of Job, in English Verse",,,1773,Eighth Day's Sale — Octavo et Infra,[?],[?]
1454,"Sedley's (Walter) Minstrelsy of the Scottish Border, 3 vol.",,,1803,Eighth Day's Sale — Octavo et Infra,[?],[?]
1455,"Sedley (Sir Ch.) Poetical Works",,,,Eighth Day's Sale — Octavo et Infra,Holmes [?],3/0/0
1456,"Sejour (Dionis du) Essai sur les Cometes en General",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1457,"Seldenus (Joan.) de Dis Syris",,,,Eighth Day's Sale — Octavo et Infra,Puddell [?],[?]
1458,"Selden (John) Table Talk",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1459,"Seiden's Duello, or Single Comfort [?]",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1460,"Seneca's Morals, by L'Estrange, plates",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1461,"Seneca, Epistolae, ridotte nella Lingua toscana, per il Doni",,,1729,Eighth Day's Sale — Octavo et Infra,Guthrie [?],1/0/0
1462,"Senecae, Vie de",,,"Venet. 1649",Eighth Day's Sale — Octavo et Infra,Triphook,1/0/0
1463,"Sentimental Effusion, degli Amori, di Abisocomo e d'Anthia",,,,Eighth Day's Sale — Octavo et Infra,[?],2/0/0
1464,"Sevigne (Madame de) Lettres, 7 tom.",,,1763/38,Eighth Day's Sale — Octavo et Infra,[?],1/0/0
1465,"Seward, Biographiana, 2 vol.",,,Adntn[?],Eighth Day's Sale — Octavo et Infra,Powell,6/0/0
1466,"Seward, Anecdotes of Distinguished Persons, 5 vol.",,,1795,Eighth Day's Sale — Octavo et Infra,Maty [?],[?]
1467,"Shaftesbury's (Earl of) Characteristics, 3 vol.",,,1732,Eighth Day's Sale — Octavo et Infra,Guthrie [?],4/0/0
1468,"Shakespeare (Stockdale Edition) with Ayscough's Index, 2 vol.",,,1790,Eighth Day's Sale — Octavo et Infra,Raston [?],19/6/0
1469,"Shakespeare, by Stevens, 4 maps [?]",,,,Eighth Day's Sale — Octavo et Infra,Shuttledale [?],15/0/0
1470,"Shakespeare, by Hanwell [?], 7 vol. 8vo, latest edit.",,,1793[?],Eighth Day's Sale — Octavo et Infra,Pawley [?],7/0/0
1471,"Shakespeare, Plays, fine paper",,,,Eighth Day's Sale — Octavo et Infra,Brodrick [?],[?]
1472,"Johnson and Steevens, 15 vol.",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1473,"Plays, the genuine, 10 Minutes [?], of Daddy [?], 3 v.",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1474,"Sharp (Lord) on the Commerce of the America [?]",,,,Eighth Day's Sale — Octavo et Infra,Charles,6/0/0
1475,"Sheares' (Wm.) Works, 3 vol.",,,1726,Eighth Day's Sale — Octavo et Infra,[?],[?]
1476,"Shenstone (Wm. Senr.) Works, 2 vol.",,,Dick. 1769,Eighth Day's Sale — Octavo et Infra,Hodson [?],10/0/0
1477,"Shebbey, Account of the Ancient and Present State",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1478,"Shee's (Sir Martin) Rhymes",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1479,"Shobert Rudolphs, 2 vol in 1, plates Additions",,,,Eighth Day's Sale — Octavo et Infra,Grist [?],3/0/0
1480,"Sidney (Algernon) Discourses concerning Government",,,1750,Eighth Day's Sale — Octavo et Infra,[?],[?]
1481,"Siecle Literaire de Louis XV, ou Lettres sur les Hommes Celebres, 2 tom.",,,,Eighth Day's Sale — Octavo et Infra,ob. Matley [?],2/6/0
1482,"Sigaud le Fons Traité de l'Electricité",,,,Eighth Day's Sale — Octavo et Infra,Boone,6/0/0
1483,"Signorelli Vicende della Coltura nelle due Sicilie, 5 tom.",,,Nap. 1784,Eighth Day's Sale — Octavo et Infra,Triphook,[?]
1484,"Sophia's Letters upon the Trial of Warren Hastings",,,1796,Eighth Day's Sale — Octavo et Infra,[?],[?]
1485,"Skelton's (Mastery) Works",,,,Eighth Day's Sale — Octavo et Infra,Triphook [?] Malden [?],[?]
1486,"Smart's (Christopher) Poems, 2 vol.",,,1791,Eighth Day's Sale — Octavo et Infra,[?],[?]
1487,Smellie Presoria [?],,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1488,"Smith's Essay on the Causes of the Variety of Complexion, &c. in the Human Species",,,,Eighth Day's Sale — Octavo et Infra,Burne [?],[?]
1489,"Smith (Sir Thos.) Life, portrait",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1490,"Smith (Adam) Wealth of Nations, 3 vol.",,,1784,Eighth Day's Sale — Octavo et Infra,D'Henderse [?],[?]
1491,"Smith, Theory of Moral Sentiments, 2 vol.",,,1790[?],Eighth Day's Sale — Octavo et Infra,[?],[?]
1492,"Smith in the Great Defence of Ditto — Five Discourses [?], Author et Ditto, 3 vol.",,,,Eighth Day's Sale — Octavo et Infra,Clegram [?],2/0/0
1493,Sobrino's Spanish and French Grammar,,,1738,Eighth Day's Sale — Octavo et Infra,Phelps [?],6/0/0
1494,"Solis' History of the Conquest of Mexico, 2 vol. plts.",,,,Eighth Day's Sale — Octavo et Infra,Ames,2/0/0
1495,"Somner's Treatise of the Roman Ports and Forts in Kent",,,1693,Eighth Day's Sale — Octavo et Infra,[?],[?]
1496,"Songs, Collection of",,,,Eighth Day's Sale — Octavo et Infra,Forster,1/0/0
1497,"Sopia (Le) Conte Moral, 7 tom. en 1",,,1758,Eighth Day's Sale — Octavo et Infra,Boone,7/0/0
1498,Sorbiere's Voyage to England,,,1709,Eighth Day's Sale — Octavo et Infra,Sims [?],6/0/0
1499,"South's (Robt.) Sermons, 11 vol.",,,1727,Eighth Day's Sale — Octavo et Infra,Priestley,2/12/0
1500,"Spectateur du Nord, Journal Politique, Litteraire et Moral, 1797 to 1801, 19 vol. fasciculi 1 part",,,1800[?],Eighth Day's Sale — Octavo et Infra,Brodrick [?],10/0/0
1501,"Spectator, Tatler, and Guardian, 14 vol. calf extra, marble",,,,Eighth Day's Sale — Octavo et Infra,Leach,10/0/0
1502,"Spence's, uniform",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1503,"Spence's Essay on Pope's Odyssey",,,,Eighth Day's Sale — Octavo et Infra,Priestley,1/6/0
1504,"Spenser's (Edmd.) Works, 6 vol.",,,,Eighth Day's Sale — Octavo et Infra,Guthrie [?],10/0/0
1505,"Spenser, by Hughes, 6 vol. Tonson",,,1750,Eighth Day's Sale — Octavo et Infra,Keith [?],[?]
1506,Speroni Dialoghi,,,Ap. Aldum. Vianq. 1542,Eighth Day's Sale — Octavo et Infra,Payne,2/0/0
1507,"Spinoza (B. de) Vie, par Jean Colerus",,,,Eighth Day's Sale — Octavo et Infra,Guthrie [?],6/0/0
1508,"Spon (Jac.) Histoire de Geneve",,,,Eighth Day's Sale — Octavo et Infra,Browning [?],[?]
1509,"Sprat's History of the Royal Society [?]",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1510,"Stanyan's Grecian History, 2 vol.",,,1707[?],Eighth Day's Sale — Octavo et Infra,Miller [?],1/0/0
1511,"Statins, translated by Lewis, 3 vol.",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1512,"Steele's Amused [Ihrsel], Commerce",,,"1700—Sentiments",Eighth Day's Sale — Octavo et Infra,[?],[?]
1513,"Sterne's Journey, 4 vol. [?]",,,,Eighth Day's Sale — Octavo et Infra,Moore [?],[?]
1514,Letters,,,3 vol.,Eighth Day's Sale — Octavo et Infra,Boone,1/0/0
1515,"Sterne, Letters, 4 vol.",,,,Eighth Day's Sale — Octavo et Infra,Revide [?],[?]
1516,"Sterlington's (Wm.) Poems, 2 vol.",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1517,"Stillingfleet's (Benj.) Tracts relating to Natural History, &c. plates",,,,Eighth Day's Sale — Octavo et Infra,F. Burney [?],7/6/0
1518,Stonehouse's Interest Tables,,,1761,Eighth Day's Sale — Octavo et Infra,[?],[?]
1519,Strange's Catalogue of Pictures,,,,Eighth Day's Sale — Octavo et Infra,Boone [?],[?]
1520,"Strange's, of the Royal Academy of Arts, 1768 — Strange's Barry's, &c. of Pictures in the Adelphi, in 1 vol.",,,,Eighth Day's Sale — Octavo et Infra,Smith,1/0/0
1521,"Rise and Establishment of the Royal Academy of Arts",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1522,"Suckling's (Sir John) Works, 2 vol.",,,1770,Eighth Day's Sale — Octavo et Infra,Guthrie [?],4/6/0
1523,Suetonius,,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1524,"Sully, Lat. et Fr. trad. par de la Harpe, 2 tom.",,,1770,Eighth Day's Sale — Octavo et Infra,Williams,8/0/0
1525,"Sully (Duc de) Memoires, 8 tom.",,,,Eighth Day's Sale — Octavo et Infra,Orange [?],[?]
1526,"Suvarrow's (Count Alexr.) Campaigns, 2 vol. port.",,,,Eighth Day's Sale — Octavo et Infra,Guthrie [?],[?]
1527,"Swift's (Dean) Letters, by Hawkesworth, 6 vol.",,,1768,Eighth Day's Sale — Octavo et Infra,[?],[?]
1528,"Swift, Works, 8 vol.",,,Dublin 1735,Eighth Day's Sale — Octavo et Infra,[?],[?]
1529,"Swift, Life of Dr. John Swift [?]",,,,Eighth Day's Sale — Octavo et Infra,Gutter [?],[?]
1530,"Swinburne's Travels in Spain in 1775 and 1776, 2 v.",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1531,"Table Generale des Journaux Anciens et Modernes, 12tom. (tom. 11 wanting)",,,1787,Eighth Day's Sale — Octavo et Infra,Priestley,1/0/0
1532,"Tableau Historique des Gens de Lettres, 2 tom.",,,1776,Eighth Day's Sale — Octavo et Infra,Williams,4/0/0
1533,"Tablettes, Anecdotes, et Historiques des Rois de France",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1534,"Taciti Opera, Gronovii, 2 vol.",,,Glasg. 1743,Eighth Day's Sale — Octavo et Infra,Chalmers [?],3/6/0
1535,"Tamisier Anthologie; ou Recueil des plus beaux Epigrammes Grecs",,,1017[?],Eighth Day's Sale — Octavo et Infra,Shorvaler [?],[?]
1536,"Tasso's Jerusalem Delivered, by Fairfax",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1537,"Tasso, Aminta",,,Hoole 1707,Eighth Day's Sale — Octavo et Infra,[?],[?]
1538,"Taylor's Mystical Imitations or Hymns of Orpheus",,,1787,Eighth Day's Sale — Octavo et Infra,[?],[?]
1539,"Teatro Ebraico, scelta di Tragedie, tratte d'Argomenti Ebraici, 3 tom.",,,"Ven. 1791[?]",Eighth Day's Sale — Octavo et Infra,F. Malley [?],3/6/0
1540,"Teatro, Antico Tragico, Comico, Pastorale Drammatico",,,Ven. 1785,Eighth Day's Sale — Octavo et Infra,Heber,3/0/0
1541,"Tempio Italiano, 3 tom.",,,,Eighth Day's Sale — Octavo et Infra,F. Malley [?],5/0/0
1542,"Tencin, les Hommes Sermons [?], 3 tom.",,,,Eighth Day's Sale — Octavo et Infra,Hodson [?],[?]
1543,"Tom. petit, les Bons Hommes des sept Vertus, sept Ars Liberaux, sept Ars Mechaniques, sept Sacremens, sept Ars de Poesie, sept Ars de Rhetorique, sept quaere Ars Magiques, bl. Letter, petit",,,Cont. 1473[?],Eighth Day's Sale — Octavo et Infra,Sheldon,15/0/0
1544,"Tennyson [?], Lat. et Fr.",,,,Eighth Day's Sale — Octavo et Infra,Laile [?],3/0/0
1545,"Tennyson, Lat. et Fr. par Dacier, 3 tom.",,,1747,Eighth Day's Sale — Octavo et Infra,[?],[?]
1546,"Tennyson, Lat. et Eng. 3 vol.",,,,Eighth Day's Sale — Octavo et Infra,Shopper [?],5/0/0
1547,"Tennyson, translated by Oilmen [?], 3 vol. plates",,,,Eighth Day's Sale — Octavo et Infra,Calphort [?],[?]
1548,"Tennyson, Discours sopra i principij di tutti i",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1549,"d'Olimbia Fortuna [?]",,,,Eighth Day's Sale — Octavo et Infra,ob. Guthrie [?],6/0/0
1550,"Testamento (Giovanni) Bona [?]",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1551,"Trissino, (and) Psalms, in Prose and Verse",,,,Eighth Day's Sale — Octavo et Infra,Obrien [?],4/0/0
1552,"Traice (Mr. Le) Art de bien lire",,,,Eighth Day's Sale — Octavo et Infra,[?],[?]
1553,"Salisbury Cathedral, Description of, plates",,,1724,Eighth Day's Sale — Quarto,Guthrie [?],1/6/0
1554,"Salvini (Ant. Mar.) Discorsi Accademici, 3 t.",,,Firenz. 1733,Eighth Day's Sale — Quarto,ob. Guthrie [?],17/6/0
1555,"Sappho, Gr. et Lat. Wolfi",,,,Eighth Day's Sale — Quarto,[?],[?]
1556,Salmoni [?] Tresbaine [?],,,,Eighth Day's Sale — Quarto,[?],[?]
1557,"Salvatori, or the Vision of Alfred, a Poem, front.",,,1802,Eighth Day's Sale — Quarto,Boone,1/0/0
1558,Scheltini Bibliotheca Benedictina,,,,Eighth Day's Sale — Quarto,ob. Clayton [?],6/0/0
1559,"Sartini (Tomb) Introductione Armonica",,,,Eighth Day's Sale — Quarto,Crompton [?],[?]
1560,Sevilla Historica della Sacra Inquisitione,,,,Eighth Day's Sale — Quarto,[?],5/0/0
1561,"Sigea (Ray Angel) de la Invencion Liberal y Arte del Juego del Axedres",,,Alcala 1561,Eighth Day's Sale — Quarto,Priestley,[?]
1562,"Simon's (Thos.) Medals, Coins, and Great Seals, engraved plates",,,,Eighth Day's Sale — Quarto,[?],[?]
1563,"Smart's Poems, frontis.",,,1752,Eighth Day's Sale — Quarto,Martin [?],3/0/0
1564,"Horatian Canons of Friendship, in 1 vol.",,,,Eighth Day's Sale — Quarto,[?],[?]
1565,"Translation of the Psalms of David",,,1769,Eighth Day's Sale — Quarto,Bedot [?],[?]
1566,"Smith, with various Poetical Essays on the Supreme Being, &c. &c.",,,1765/50[?],Eighth Day's Sale — Quarto,ob. Smith,6/0/0
1567,"Smith's (Robt.) Compleat System of Opticks, 2 vol. plates",,,1738[?],Eighth Day's Sale — Quarto,Priestley,2/0/0
1568,"Somers' (Lord) First Collection of Scarce and Valuable Tracts, 4 tom.",,,1748,Eighth Day's Sale — Quarto,Smith,10/0/0
1569,"Somerville's (Thos.) Political Transactions from the Restoration of K. Charles II, to the Death of K. William",,,1792,Eighth Day's Sale — Quarto,Boone,2/0/0
1570,"Sophocles, translated by Potter",,,,Eighth Day's Sale — Quarto,[?],[?]
1571,"Sophocles, Francklin, 2 vol.",,,1789,Eighth Day's Sale — Quarto,Broone [?],5/0/0
1572,"Sophocles, 2 vol. in 1",,,1759,Eighth Day's Sale — Quarto,ob. Gattin [?],5/0/0
1573,"Sorrentino Istoria della Monte Vesuvio",,,Nap. 1734,Eighth Day's Sale — Quarto,Cherie [?],[?]
1574,"Sparrman's (And.) Voyage to the Cape of Good Hope, 2 vol.",,,1785[?],Eighth Day's Sale — Quarto,Davies,9/0/0
1575,"Sprat's (Bp.) History of the Royal Society of London",,,1702,Eighth Day's Sale — Quarto,Humble [?],1/0/0
1576,"Stanley's (Thos.) History of Philosophy, plates",,,1687[?],Eighth Day's Sale — Quarto,[?],[?]
1577,"Strange (G.) [?]  de Maria Maddal. et Theresa [?]",,,,Eighth Day's Sale — Quarto,[?],[?]
1578,"Stevens', Spanish and English",,,,Eighth Day's Sale — Quarto,Clarke [?],[?]
1579,"Storie (Brs. Ch. Ed.) Collection di Novell, [?]",,,,Eighth Day's Sale — Quarto,Haney [?],6/0/0
