lot,title,author,volumes,date_published,format_section,buyer,price
91,"Baker's Mathematical Dictionary[?], 2 vol.",,2,,"First Day - Octavo",,
92,"Microscope made Easy",,,,,"First Day - Octavo",,3-0
93,"Ballet Ancien et Moderne, ou les Regles du Theatre",,,,1682,"First Day - Octavo",Stuckley[?],3-0
94,"Bannier's Mythology and Fables of the Ancients, 4 vol.",Bannier,4,1739[?],"First Day - Octavo",Hodgson[?],8-0
95,"Barcionum Onisio de Chevaleria",,,,,"First Day - Octavo",,
96,"Barclay[?] La Bat. opus Liber.",,,1729,"First Day - Octavo",Curtisie[?],[?]
97,"Baratier's Apology for the Quakers",,,,1708,"First Day - Octavo",White,[?]
98,"Baretti's Johnson, Speeches to J. Bowie, about his Edition of Don Quixote",Baretti,,1795[?],"First Day - Octavo",,6-2[?]
99,"Journey from London to Genoa, 4 vol. (vol. 3 wanting)",Baretti,4,1770,"First Day - Octavo",Brone[?],1-0
100,"Baretti's Italian Library",,,,,"First Day - Octavo",,
101,"Baretti, Scelti di Lettere Familiari, 2 tom.",,2,,[?],"First Day - Octavo",Byrd[?],[?]
102,"Baretti, Account of the Pygmies",Baretti,,,"First Day - Octavo",Poynton[?],[?]
103,"Baron's Pillars of Priestcraft Orthodoxy Shaken, 4v.",Baron,4,1709[?],"First Day - Octavo",,
104,"Barruel (Abbe) Histoire acrese[?] pendant la Revolution",Barruel,,,"First Day - Octavo",,
105,"Barruel's (Abbe) Memoirs of Jacobin, 4 vol.",Barruel,4,1798,"First Day - Octavo",Chapple[?],[?]
106,"Baroncssone Abranaments de Gli Antichi",,,,1668,"First Day - Octavo",,
107,"Bartoloque (Almanack) Memoires, 2 tom.",,2,,"First Day - Octavo",,
108,"Baviere (Max. Jos.) un nouveau Progres des Lettres Originales, 3",,3,1798[?],"First Day - Octavo",,
109,"Beccaria, 2 Gustatori Angustiarum Reeumorum et Britoniae[?]",,,,,"First Day - Octavo",,
110,"Boyle (Mr.) Lettres Choises, 3 tom.",Boyle,3,1714,"First Day - Octavo",,
111,"Miscellaneous Reflections, occasioned by the Comet which appeared in December 1680, 2 vol.",,2,,"First Day - Octavo",,
112,"Philosophical Commentary on Luke, Ch.",,,,,"First Day - Octavo",Bourmdey[?],[?]
113,"Bayle, 5 vol. 12mo",Bayle,5,,"First Day - Octavo",,
114,"Bayly's Introduction to Languages",Bayly,,1708,"First Day - Octavo",,
115,"Beattie's (Jas.) Poems",Beattie,,,"First Day - Octavo",Guthrie[?],[?]
116,"Essays on Poetry and Music, front.",Beattie,,,"First Day - Octavo",Mortlake[?],[?]
117,"Essay on Truth",Beattie,,,"First Day - Octavo",,
118,"Beaumarchais's Recherches sur les Theatres de France, 3 t.",Beaumarchais,3,1779[?],"First Day - Octavo",,
119,"Beaumont's Manual of Chemistry",Beaumont,,,"First Day - Octavo",,
120,"Beaumont and Fletcher's Works, 10 vol.",Beaumont and Fletcher,10,,"First Day - Octavo",,
121,"Beccaria on Crimes and Punishments",Beccaria,,,"First Day - Octavo",,
122,"Beckford's Account of the Island of Jamaica, 2 vol.",Beckford,2,1790,"First Day - Octavo",,
123,"Bembo (Petro) Prose",Bembo,,1793[?],"First Day - Octavo",,
124,"Bentobold's Essay to direct and extend the Inquiries of Patriotic Travellers, 2 vol.",,2,,"First Day - Octavo",,
125,"Bergier Elements Primitifs des Langues",,,,1764,"First Day - Octavo",,
126,"Berlin et de Potsdam, Description des Villes de",,,,"First Day - Octavo",,
127,"Berni Orlando Innamorato, 3 vol.",Berni,3,,"First Day - Octavo",Priestley[?],[?]
128,"Berrier Physique des Cometes",,,,"First Day - Octavo",,
129,"Berniel (Marechal de) Memoires, 2 tom.",,2,1778,"First Day - Octavo",Henderson[?],[?]
130,"Budel abrege des Causes celebres et interessantes, 3 tom.",,3,,"First Day - Octavo",,
131,"Bettinelli del Centuasismo delle Belle Arti",,,,1769,"First Day - Octavo",,
132,"Biblia Sacra Latina, black letter, 7[?]al, Kerves Paris",,,1534[?],"First Day - Octavo",Bocksom[?],[?]
133,"Bibliotheca, Palientena",,,1790[?],"First Day - Octavo",,
134,"Croftoniana",,,,"First Day - Octavo",,
135,"Universalis Selecta",,,1783,"First Day - Octavo",Taylor[?],[?]
136,"Mediana",,,,"First Day - Octavo",,
137,"Farisiana",,,1754,"First Day - Octavo",,
138,"Pinelliana",,,1780,"First Day - Octavo",,
139,"Birch's Life of Henry Prince of Wales",Birch,,1760,"First Day - Octavo",Taylor[?],[?]
140,"Blackborne's Considerations on the State of the Controversy between the Protestants and Papists",Blackborne,,1702,"First Day - Octavo",Howe[?],9-0
141,"Blackstone's Abridgement of the Laws of England, Mh. edition",,,,,"First Day - Octavo",Priestley[?],[?]
142,"Law Tracts, 2 vol.",,2,1762[?],"First Day - Octavo",Priestley[?],[?]
143,"Johnson's (Samuel) Works, portraits, 4 vol.",Johnson,4,1777,"First Day - Quarto",Davenport[?],12-6
144,"Aeschylus, translated by Potter",,,,1809[?],"First Day - Quarto",Guthrie[?],4-0
145,"Apparato per la Giustia[?] in la Piazza di San Pietro",,,,"First Day - Quarto",Pearce,4-0[?]
146,"Agostini (Leonardo) Gemme Antiche, ed illuminato di Tutti i Tuoni ed [?]",,,,,"First Day - Quarto",Guthrie[?],[?]
147,"Ainsworth's (Robt.) Latin and English Dictionary, by Pig[?]",Ainsworth,,,"First Day - Quarto",Guthrie,19-0
148,"4 vol. l. p.",,,,"First Day - Quarto",,13-0
149,"Alberti (L. B.) Descrittione di Tutta Italia, Fines",Alberti,,1577,"First Day - Quarto",White,[?]
150,"Almon's History of Warren[?], 2 vol.",Almon,2,1740[?],"First Day - Quarto",Otley[?],[?]
151,"Ainsti's (Jas.) English and American Dictionary, 2 vol.",Ainsti,2,1749[?],"First Day - Quarto",,
152,"Ames's Typographical Antiquities",,,,,"First Day - Quarto",Pearce,3-6
153,"Amsterdam Description de tous les Principaux Edifices",,,,1749,"First Day - Quarto",,
154,"Anacarsis translated by Moore, French",,,,,"First Day - Quarto",Whittaker[?],4-0
155,"Anson's (Lord) Voyage round the World, by Walter, large paper",Anson,,,"First Day - Quarto",Priestley,14-0[?]
156,"Anson's, (ditto) in a separate volume",Anson,,1748,"First Day - Quarto",,
157,"Arbuthnot's (John) Tables of Ancient Coins, Weights, and Measures",Arbuthnot,,1727,"First Day - Quarto",Powell,9-6
158,"Arbuthnot",,,,,"First Day - Quarto",Priestley,9-0
159,"Argument of the Pastoral of Florimene, with the Description of the Scenes and Intermedia, presented in the Hall at Whitehall on St. Thomas's Day, the 21st December",,,1635,"First Day - Quarto",,4-0[?]
160,"Arianna, London",,,1643[?],"First Day - Quarto",Jolley[?],[?]
161,"Arianna, Opera — Apoll. Pergani Conici — Theobaldi Sphae[?], a Barroco",,,,"First Day - Quarto",M Davis[?],[?]
162,"Ariost (Lud.) Orlando Furioso, Italian and English, by Huggins",Ariosto,,,"First Day - Quarto",White,1-[?]
163,"Aristotele Poetica, trad. per Castelvetro",Aristotle,,1570,"First Day - Quarto",Priestley[?],[?]
164,"Aristotle's Treatise on Poetry, by Twining",Aristotle,,1789,"First Day - Quarto",Priestley[?],[?]
165,"Aschine, Ethics and Politics, by Gillies, 2 vol.",Aschine,2,1790[?],"First Day - Quarto",Brice[?],[?]
166,"Ascham's (Roger) English Works",Ascham,,,"First Day - Quarto",Haworth[?],[?]
167,"by Bennet (no date)",,,,,"First Day - Quarto",Hewett[?],[?]
168,"Ayscough's (Sam.) Catalogue of the Manuscripts presented in the British Museum, 2 vol.",Ayscough,2,1782,"First Day - Quarto",Dawson[?],4-6[?]
169,"Baglione Vite de Pittori, Scultori, Architetti, ed Intagliatori",Baglione,,1733,"First Day - Quarto",,
170,"Bailly (J. S.) Histoire de l'Astronomie Ancienne, planches",Bailly,,,"First Day - Quarto",,
171,"Moderne, 3 tom.",,3,,"First Day - Quarto",Guthrie[?],4-18[?]
172,"Barc Traite de l'Astronomie Indienne et Orientale",,,,1787,"First Day - Quarto",,
173,"Baraga (Robert) Trageuntissimi",,,,,"First Day - Quarto",Traforth[?],[?]
174,"Barberini Poesi Philosophicae and Hintissima Artificiale Notantia[?]",,,,,"First Day - Quarto",Davis[?],4-10[?]
175,"Bede's History of the Church of England, by Stapleton",Bede,,1565,"First Day - Quarto",,
176,"Bell's (John) Travels from St. Petersburg to Severe Parts of Asia",,,,,"First Day - Quarto",Priestley,[?]
177,"Beaumarchais's Barberies on les Theatres de France",,,,1773[?],"First Day - Quarto",Garathy[?],[?]
178,"Bibliotheca (Cant.) Raccolta di Lettere",,,,"First Day - Quarto",Challis[?],[?]
179,"Biblia Hebraea, 2 Volumili et Junt.",,2,,"First Day - Quarto",,
180,"Bibliotheca est Novum Testamentum Graecorum",,,,1585,"First Day - Quarto",,
181,"Bibliotheca Literaria, being a Collection of Inscriptions, Medals, Dissertations, &c.",,,,"First Day - Quarto",Guthrie[?],9-6
182,"Blackwall's (A.) Sacred Classics, 2 vol.",Blackwall,2,1727,"First Day - Quarto",,
183,"Blackwell's Memoirs of the Court of Augustus, 3 vol. l. p.",,3,,"First Day - Quarto",Brunet[?],5-0
184,"Bligh's (Capt.) Voyage to the South Sea, charge, &c.",Bligh,,,"First Day - Quarto",Bristly[?],5-0
185,"Narrative of the Mutiny on Board his Majesty's Ship Bounty, charts",Bligh,,,"First Day - Quarto",Priestley[?],9-0
186,"Mutiny on Board his Majesty's Ship Bounty",,,,,"First Day - Quarto",,
187,"Blount (Sir Tho.) Remarks upon Poetry",Blount,,1694[?],"First Day - Quarto",W H Miller,1-6
188,"Boccaccio (G.) Decamerone, portrait",,,,1772,"First Day - Quarto",,
189,"della Genealogia",,,1702[?],"First Day - Quarto",,
190,"Bochart Geographia Sacra, maps",,,,,"First Day - Quarto",Priestley[?],[?]
191,"Bossuet Histoire de la Declaration de l'Assemblie du Clerge de France 1682, 3 tom.",Bossuet,3,1740[?],"First Day - Quarto",,
192,"Boswell's (J.) Life of Dr. Samuel Johnson, 2 v. part.",Boswell,2,1791[?],"First Day - Quarto",Boswell,19-0
193,"Aesop's Fables, by l'Estrange",,,1692,"First Day - Folio",,
194,"Ammianus Marcellinus Valesii",,,,1681[?],"First Day - Folio",Syphon[?],2-0
195,"Ammianus Marcellinus, translated by Holland",,,,1609,"First Day - Folio",,6-0
196,"Appian traduit en Francois, par Philippe",,,,1603[?],"First Day - Folio",Fields[?],[?]
197,"Athenaeus, Gr. et Lat. Casauboni",,,1598,"First Day - Folio",Guthrie,9-6
198,"Augustini's (St.) Cite of God",,,,1620,"First Day - Folio",W H Miller,3-0
199,"Bacon (Roger) Opus Majus",Bacon,,1733,"First Day - Folio",M Davis,4-6
200,"Bacon's (Nath.) Discourses on the Laws and Government of England",Bacon,,1739,"First Day - Folio",Boone,3-0
201,"England History of the Reign of K. Henry VII. por.",,,1622,"First Day - Folio",Keep[?],7-6[?]
202,"(Lord) Historic of the Reigne of K. Henry VII. por.",,,,1622,"First Day - Folio",Ellsworth[?],7-6[?]
203,"trott, MS. notes",,,1625,"First Day - Folio",,
204,"Sylva Sylvarum, by Rawley",,,1639,"First Day - Folio",Priestley,5-0
205,"Bailey's (Nat.) Etymological English Dictionary",,,1736,"First Day - Folio",Priestley[?],[?]
206,"Baker's (Sir Rich.) Chronicle of the Kings of England",Baker,,1730,"First Day - Folio",Bridge[?],[?]
207,"Bale's (Bp.) de Scriptoribus Anglicis",Bale,,,"First Day - Folio",Priestley[?],[?]
208,"Ballo's House of Equity",,,,"First Day - Folio",Rodd,1-0
209,"Barnes (Joshua) History of K. Edward III.",Barnes,,1688[?],"First Day - Folio",D Burney,[?]
210,"Baroni (Card.) Annales Ecclesiastici, 12 t. Antv. 1589-1609",,12,1589-1609,"First Day - Folio",Guthrie[?],[?]
211,"Baron's (Isaac) Works, 2 vol.",Baron,2,1722,"First Day - Folio",Charles,1-0
212,"Bartoli (Pietro Santi) Colonna Trajana eretta dal Sanato, e Popolo Romano all' Imperatore Trajano Augusto nel suo Foro in Roma",Bartoli,,,"First Day - Folio",Charles,3-0
213,"Pitture Antiche del Sepolcro de Nasonii",,,,"First Day - Folio",Laing,9-0
214,"Bartozzi, con fig.",,,,,"First Day - Folio",D Haworth[?],1-13
215,"Baseggio, Crusca Provenzale",,,1680[?],"First Day - Folio",D Haworth[?],[?]
216,"Blackwall's Inquiry into the Life and Writings of Homer",Blackwall,,1735,"Second Day - Octavo",Boone,3-0
217,,,,,1736,"Second Day - Octavo",Boone,3-6
218,"l. p.",,,,"Second Day - Octavo",,
219,"MS. note — for Laing",,,1735,"Second Day - Octavo",Laing,6-6
220,"Letters concerning Mythology",,,,1748,"Second Day - Octavo",,1-6
221,"Blair's (Hugh) Sermons, 4 v. 3 v. bound, v. 4 bds.",Blair,4,"1791, 94","Second Day - Octavo",Smith B,7-0
222,"Blanc (Mr. l'Abbe le) Lettres, 3 tom.",,3,1749,"Second Day - Octavo",Delakenne[?],6-0
223,"Blanchere Histoire d'un Jeune Homme pour servir d'Essais aux Peres et Meres, 3 tom.",,3,1775,"Second Day - Octavo",Falcherena[?],[?]
224,"Bleterie (Abbe de la) Vie de l'Empereur Julien",,,,1746,"Second Day - Octavo",Ogilvy[?],[?]
225,"Bletterie (Abbe) Miscellaneous Works",,,,1698[?],"Second Day - Octavo",,
226,"Boccaccio Ancient Painters of Italy[?]",,,,1677[?],"Second Day - Octavo",,
227,"A. Marco [?], traduit en Francois, par M.",,,,,"Second Day - Octavo",Guthrie[?],[?]
228,"Boyle, Histoire de, 2 tom.",Boyle,2,1697,"Second Day - Octavo",,
229,"Boerhaave's Elements of Chymistry",Boerhaave,,1749,"Second Day - Octavo",,
230,"Boethii Consolationis Philosophia, cum notis Variorum",Boethius,,,"Second Day - Octavo",,
231,"Boileau's Oeuvres, 4 tomes",Boileau,4,,"Second Day - Octavo",,
232,"Bolingbroke's (Lord) Works and Life, 11 vol.",Bolingbroke,11,"1751, &c.","Second Day - Octavo",,
233,"Letters on Patriotism",,,,1749,"Second Day - Octavo",,
234,"Bologna, Le Pitture",,,,,"Second Day - Octavo",,
235,"Bolletti dell Origini dell Instituto delle Scienze di Bologna",,,,,"Second Day - Octavo",,
236,"Bonnycastle's Introduction to Astronomy, plates",Bonnycastle,,1786,"Second Day - Octavo",,
237,"Borghesi (Cav.) Nugarum Libri octo",,,,,"Second Day - Octavo",Stephens[?],5-0
238,"Borghesi Villa, Descrittione dei, con le Figure delle Statue",Borghesi,,1700,"Second Day - Octavo",,
239,"Bos (du) Reflexions sur la Poesie et sur la Peinture, 3 t.",du Bos,3,1733,"Second Day - Octavo",Sheldon[?],10-6[?]
240,"Bossu Traite du Poeme Epique, 2 tom. en 1",Bossu,2,1714[?],"Second Day - Octavo",,
241,"Bossut Recueil d'Oraisons Funebres",,,,,"Second Day - Octavo",Anderson[?],[?]
242,"Boswell's (Jas.) Account of Corsica, maps",Boswell,,1769,"Second Day - Octavo",,
243,"Life of Dr. Johnson, 4 vol. portrait",Boswell,4,1804,"Second Day - Octavo",,
244,"Bougard's Philosophical Amusement upon the Language of Beasts and Birds",Bougard,,,"Second Day - Octavo",,
245,"Burrus Poematta, Lat. et Eng.",,,,1749,"Second Day - Octavo",Guthrie[?],[?]
246,"Bowles' (Wm. Lisle) Spirit of Discovery, plates",Bowles,,1804,"Second Day - Octavo",,
247,"Boyse's (Saml.) Pantheon",,,,1704,"Second Day - Octavo",,
248,"Brandenbourg, Memoires de",,,,1750[?],"Second Day - Octavo",,
249,"Brantone (Pierre de) Oeuvres, 15 tom. (vol. 1 wanting)",Brantone,15,1740[?],"Second Day - Octavo",Delahenne[?],[?]
250,"Brognati (Pierre lo) Raccolta di Poesie di Excellenti Autori Toscani",,,,"Second Day - Octavo",,
251,"British Critic, from the Commencement in 1793 to January 1808-09 v. half bound, rest in Nos. (wanting April 1808)",,,1793-1808,"Second Day - Octavo",Shelldrake[?],5-6
252,"British Museum, Contents of",,,,,"Second Day - Octavo",,18-0
253,"British Empire in America, 2 vol. maps",,2,1741,"Second Day - Octavo",M Davis[?],[?]
254,"Brochures (Mr.) Melange, 2 tom.",,2,"1751, &c.","Second Day - Octavo",,
255,"Brown's (Sir Thos.) Christian Morals",Brown,,1716,"Second Day - Octavo",Combridge[?],[?]
256,"Browne's (T. G.) Hermes Unmasked, or the Art of Speech",Browne,,1795[?],"Second Day - Octavo",S Henderson[?],[?]
257,"Browne's (John) Estimate of the Manners and Principles of the Times, 2 vol.",Browne,2,1757,"Second Day - Octavo",,
258,"Brucier, du la Ville de",,,,1750,"Second Day - Octavo",Davies[?],[?]
259,"Bruzen (David de) Characters, 2 tom.",,2,1751,"Second Day - Octavo",,
260,"Bruckeri de Pedobaptismo Dorida",,,,,"Second Day - Octavo",,
261,"Burgess (Bp.) Christian Researches in Asia",Burgess,,,"1773, &c.","Second Day - Octavo",,
262,"Bourlay (Ed.) Extracts, 3 vol.",Bourlay,3,,"Second Day - Octavo",,
263,"Burke's (Ed.) Political Pamphlets and Speeches",Burke,,,"Second Day - Octavo",Parnoo[?],[?]
264,"Essay on the Sublime and Beautiful, 2 v.",Burke,2,1757,"Second Day - Octavo",,
265,"Page's Justice of the Peace, 4 vol.",Page,4,,"Second Day - Octavo",Charles[?],[?]
266,"Phillips (Hy.) History of his Own Time, 4 vol.",Phillips,4,1753[?],"Second Day - Octavo",,
267,"(Thos.) State of the Dead",,,,,"Second Day - Octavo",,
268,"Sacred Theory of the Earth, 2 vol. plates",,2,,"Second Day - Octavo",Ogilvie[?],[?]
269,"Burtkrit Archaeologiae Philosophica; sive Doctrina Antiquae de",,,,1729,"Second Day - Octavo",,
270,"Rerum Originibus",,,,,"Second Day - Octavo",Sheldon[?],[?]
271,"Butler's (Chas.) Horae Biblicae",Butler,,,"1797, 1809","Second Day - Octavo",,
272,"(Rev. Alban) Life",Butler,,1759,"Second Day - Octavo",Hodgson,[?]
273,"Analogy of Religion",Butler,,1791,"Second Day - Octavo",,
274,"(Saml.) Hudibras, with Notes by Grey, 2 vol. plates",Butler,2,,"Second Day - Octavo",Hodgson,[?]
275,"Hudibras, or Hudibrass, the 4th part",Butler,,1664[?],"Second Day - Octavo",,
276,"Byshe's Art of English Poetry, 4th edn",Byshe,,1710[?],"Second Day - Octavo",Ellis[?],[?]
277,"Caesaris Commentarius, translated by Duncan, 2 vol.",Caesar,2,,"Second Day - Octavo",Abel[?],[?]
278,"Cahusac sur la Danse Ancienne et Moderne, Haye",Cahusac,,,"Second Day - Octavo",Griffiths[?],[?]
279,"Caille (de la) Lecons Elementaires d'Astronomie",,,,,"Second Day - Octavo",,
280,"Callieres Histoire du Duc de Joyeuse Capuchin",,,,1759[?],"Second Day - Octavo",,
281,"Calmet, Natural and Civil History",,,,,"Second Day - Octavo",,
282,"Calmo (M. And.) Cherebizzi, Fenet. 1572 — Ambrosini",,,,,"Second Day - Octavo",,
283,"Lettere Amorose, Trieg. 1602 — Famigliarite delle Lettere",,,,"1572, 1602","Second Day - Octavo",Albert[?],6-0[?]
284,"Amorose, 1590 — Lettere, in 1 vol.",,,,,"Second Day - Octavo",,
285,"Colman's Plaisir de la France",Colman,,1788[?],"Second Day - Octavo",Charles[?],[?]
