lot,title,author,volumes,date_published,format_section,buyer,price
459,"Condamine Voyage fait dans l'Interieur de l'Amerique Meridionale",,,1745,Third Day's Sale - Octavo et Infra,Powell,0.3.0
460,Condorcet's Life of M. Turget,,,1787,Third Day's Sale - Octavo et Infra,[?],0.2.0
461,"Congreve's (Wm.) Works, 2 vol.",,,1730,Third Day's Sale - Octavo et Infra,Charles,0.2.0
462,"Amendments of Collier's False Citations, &c.",,,1698,Third Day's Sale - Octavo et Infra,Field,0.1.0
463,"Constantini Lettere Critiche, Giocose, Morali Scientifiche et Erudite, 8 tom. in 4",,,1737,Third Day's Sale - Octavo et Infra,[?],0.6.0 [?]
464,"Cornaro's Discourses on a Sober and Temperate Life",,,1768,Third Day's Sale - Octavo et Infra,Hoggard[?],0.4.6
465,"Cotta (Geo. Batista) Dio Sonetti, ed Inni",,,1719,Third Day's Sale - Octavo et Infra,Maltby,0.1.0
466,Cotes's Hydrostatical and Pneumatical Lectures,,,1747,Third Day's Sale - Octavo et Infra,Priestley,0.2.0
467,"Cotteu's (Chas.) Poetical Works, plates",,,1703,Third Day's Sale - Octavo et Infra,Field,0.2.6
468,"Cowper's (Wm.) Iliad and Odyssey, 5 vol. plates",,,1791,Third Day's Sale - Octavo et Infra,Coppelly[?],[?]
469,"Condamine, 3 vol. plates",,,1790,Third Day's Sale - Octavo et Infra,[?],[?]
470,"Crabb's, a Translation, 5 vol.",,,1810,Third Day's Sale - Octavo et Infra,[?],[?]
471,Poems,,,1813,Third Day's Sale - Octavo et Infra,[?],[?]
472,"and Modern History of the Brothers, 1790",,,1790,Third Day's Sale - Octavo et Infra,[?],[?]
473,"called the Green Gentlemen, Petrarch",,,1742,Third Day's Sale - Octavo et Infra,Boone,0.6.0
474,"Novelleros, Historie Japonaises",,,1770,Third Day's Sale - Octavo et Infra,[?],[?]
475,"Collection Nouvelle degli Arcadi, 3 tom.",,,1721,Third Day's Sale - Octavo et Infra,Priestley,0.5.0 [?]
476,"Compendium of its Commerce in 1786, to 1804",,,1804,Third Day's Sale - Octavo et Infra,Priestley[?],0.3.0 [?]
477,"Catalogue of Books Ancient and Modern, 2 v.",,,1779,Third Day's Sale - Octavo et Infra,Strude[?],[?]
478,"(G.) Observer, 4 vol.",,,1790,Third Day's Sale - Octavo et Infra,Priestdale[?],[?]
479,"(Anthony) a Gentleman Antiquarian",,,1754,Third Day's Sale - Octavo et Infra,[?],[?]
480,Adoration below en Militaire,,,1739,Third Day's Sale - Octavo et Infra,Bamford[?],[?]
481,[?],,,1749,Third Day's Sale - Octavo et Infra,[?],[?]
482,"added by Royal, 3 vol.",,,Dublin 1789,Third Day's Sale - Octavo et Infra,Brimidge[?],[?]
483,"(formerly) Sketch of the Lives and Writings of (1792) Four Causes which",,,1792,Third Day's Sale - Octavo et Infra,[?],[?]
484,"(James) Life of Garrick, 3 vol. portrait",,,1801,Third Day's Sale - Octavo et Infra,Bowdler[?],0.6.0
485,"Miscellaneous and Fugitive Pieces, 2 vol.",,,,[?],Third Day's Sale - Octavo et Infra,[?],[?]
486,"(D.) Various Subjects of Literature",,,1705,Third Day's Sale - Octavo et Infra,[?],[?]
487,"D'Elise (Edm.) Letters, Memoires et Negotiations",,,1743,Third Day's Sale - Octavo et Infra,Shield[?],0.8.0
488,Davison Caxton Electrique,,,1785,Third Day's Sale - Octavo et Infra,[?],[?]
489,des Cultes Religieuses,,,,[?],Third Day's Sale - Octavo et Infra,Shalldsale[?],0.11.0 [?]
490,De Las Lettres Philosophes et Morales,,,1778,Third Day's Sale - Octavo et Infra,Williams,0.2.0 [?]
491,"Peuples, Roi et etc. Loix et des Coutumes des differens Peuples, 3 tom.",,,1770,Third Day's Sale - Octavo et Infra,[?],[?]
492,"Deshaye's Atlas, for Sale",,,1719,Third Day's Sale - Octavo et Infra,Owen[?],0.6.0
493,"Deslands' Anges and Prussian Theology, 2 vol.",,,1749,Third Day's Sale - Octavo et Infra,M'Priestley[?],[?]
494,"Desolation Voyages pittoresque de la Flandrie et du Brabant",,,,[?],Third Day's Sale - Octavo et Infra,[?],[?]
495,"Dizionario (Rege.) Parnasso",,,1706,Third Day's Sale - Octavo et Infra,Cliff[?],0.3.0 [?]
496,"Dialogues on the Uses of Foreign Travel, 1764, and Baretti's",,,1764,Third Day's Sale - Octavo et Infra,[?],[?]
497,"Arcaundra de gli Arconi of Italy, in 1 vol.",,,,[?],Third Day's Sale - Octavo et Infra,Dalton[?],0.7.0
498,"Dictionnaire d'Anecdotes, &c. 2 tom.",,,1767,Third Day's Sale - Octavo et Infra,[?],[?]
499,"Allemand-Francais et Francois-Allemand, &c. l'Usage des Deux Nations 2 tom.",,,1774,Third Day's Sale - Octavo et Infra,Boone,0.4.6
500,Philosophique Portatif,,,,[?],Third Day's Sale - Octavo et Infra,Boone,0.6.0
501,"des Antiquites Romaines, 2 tom.",,,1766,Third Day's Sale - Octavo et Infra,Anthell,0.7.6
508,"Diderot (Mle.) Oeuvres, 6 tom. planches",,,Amst. 1772,Third Day's Sale - Octavo et Infra,Charles,0.1.6 [?]
509,"Diodore de Sicile, traduit par Terrasson, 6 tom.",,,,[?],Third Day's Sale - Octavo et Infra,[?],[?]
510,"Dion Cassius",,,,[?],Third Day's Sale - Octavo et Infra,[?],[?]
511,"Disputatio Illustrated by Manning, 2 vol.",,,1764,Third Day's Sale - Octavo et Infra,[?],[?]
512,"Dissertations and Miscellaneous Pieces on Asiatic Literature",,,,[?],Third Day's Sale - Octavo et Infra,Christie,0.5.0 [?]
513,"Sir Wm. Jones and others, 3 vol.",,,1793-96,Third Day's Sale - Octavo et Infra,[?],[?]
514,"Dodsley and Pearce's Collection of Poems, 10 vol.",,,1783,Third Day's Sale - Octavo et Infra,[?],[?]
515,"Dulce, le Poelme, le Crescuitate, &c.",,,Firen. 1553,Third Day's Sale - Octavo et Infra,[?],[?]
516,[?],,,Firenz. 1532,Third Day's Sale - Octavo et Infra,[?],[?]
517,"Doni (Bad.) Giornale delle Histori del Mundo",,,1572,Third Day's Sale - Octavo et Infra,Triphook[?],[?]
518,I Librarie,,,1557,Third Day's Sale - Octavo et Infra,[?],[?]
519,"(Antonio) Tear Elie[?]",,,Firen. 1561,Third Day's Sale - Octavo et Infra,[?],[?]
520,"Donne-Disegno dove il Regismo della Bella",,,Firem. 1548,Third Day's Sale - Octavo et Infra,[?],[?]
521,"Dorat (M.) Oeuvres, 4 part. en 1",,,1764,Third Day's Sale - Octavo et Infra,[?],[?]
522,"Dossiers abreges de l'Histoire Romaine et Greque, 2 vol.",,,1763,Third Day's Sale - Octavo et Infra,Priestley[?],[?]
523,Dryden's Concordance to the Bible,,,,[?],Third Day's Sale - Octavo et Infra,[?],[?]
524,"Dryden's (John) Prose Works, 4 vol.",,,1701,Third Day's Sale - Octavo et Infra,[?],[?]
525,"Dramatick Works, 6 vol.",,,1735,Third Day's Sale - Octavo et Infra,Charles,0.9.0 [?]
526,"Miscellanies, 6 vol.",,,,[?],Third Day's Sale - Octavo et Infra,[?],[?]
527,"Fables, Ancient and Modern",,,,[?],Third Day's Sale - Octavo et Infra,[?],[?]
528,"Dubois (Cardinal) Vie",,,,[?],Third Day's Sale - Octavo et Infra,[?],[?]
529,"Duclos Histoire de Louis XI, 3 tom.",,,,[?],Third Day's Sale - Octavo et Infra,Priestley,0.3.0 [?]
530,"Memoires Secrets sur les Regnes de Louis XIV, et de Louis XV",,,,[?],Third Day's Sale - Octavo et Infra,[?],0.3.0 [?]
531,,,,,Third Day's Sale - Octavo et Infra,Triphook[?],[?]
532,"Du Fresnoy's Art of Painting, by Dryden",,,1791,Third Day's Sale - Octavo et Infra,M' Priestley[?],[?]
533,Chronological Tables of Universal History,,,,[?],Third Day's Sale - Octavo et Infra,[?],[?]
534,"Dugdale's (Sir Wm.) Antient Usage of bearing Arms",,,1682,Third Day's Sale - Octavo et Infra,Anthell[?],0.3.0
535,Dalrymple's Answer to Grattan's Address,,,1693,Third Day's Sale - Octavo et Infra,Priestley,0.3.0
536,"Dunbar's Essay on the History of Mankind in rude and cultivated Ages",,,1780,Third Day's Sale - Octavo et Infra,Anthell,0.2.6
537,"Du Pas (Mallet) Mercure Brittanique, 4 tom. and 4 Nos.",,,,[?],Third Day's Sale - Octavo et Infra,[?] Theldon[?],[?]
538,"Du Pin's History of the Church, 4 vol.",,,1798-99,Third Day's Sale - Octavo et Infra,Priestley,0.3.0
539,"Universal Library of Historians, 2 vol.",,,1704,Third Day's Sale - Octavo et Infra,Priestley[?],[?]
540,"Duppa's Account of the Subversion of the Papal Government, plates, large paper",,,1807,Third Day's Sale - Octavo et Infra,Lowe [?],0.6.0
541,"D'Urfey's Wit and Mirth; or Pills to purge Melancholy, 6 vol.",,,,[?],Third Day's Sale - Octavo et Infra,M' Priestley[?],[?]
542,"Dutens' Origin of the Discoveries attributed to the Moderns",,,,[?],Third Day's Sale - Octavo et Infra,Ellis,0.5.0 [?]
543,Dyer's (John) Poems,,,1769,Third Day's Sale - Octavo et Infra,Anthell[?],0.4.0
544,"Echard's Ecclesiastical History, 2 vol.",,,1710,Third Day's Sale - Octavo et Infra,[?],[?]
545,"Ecole du Bonheur, ou Tableau des Vertus Sociales",,,1791,Third Day's Sale - Octavo et Infra,Worthley[?],[?]
546,"Edmondson's (Jos.) Proceedings",,,,[?],Third Day's Sale - Octavo et Infra,Boone,[?]
547,"Edinburgh Review, No. 27—Quarterly Review, Nos. 4 and 5",,,1809,Third Day's Sale - Octavo et Infra,Mason[?],0.6.0 [?]
548,EIKON BASILIKH The Pourtraicture of King Charles I,,,1649,Third Day's Sale - Octavo et Infra (p.17),Anthell,0.2.6
549,"his Majesties Sufferings, portrait",,,Oxon. 1799,Third Day's Sale - Octavo et Infra (p.17),Boone,0.6.0
550,[?],,,1721,Third Day's Sale - Octavo et Infra (p.17),Bewdley[?],[?]
551,"English Parnassus, of the Early English Poets, 3 v.",,,1804,Third Day's Sale - Octavo et Infra (p.17),[?],[?]
552,of the Early English Metrical Romances,,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],[?]
553,"Epictetus, 1 vol.",,,Worces. 1758,Third Day's Sale - Octavo et Infra (p.17),Bewdly[?],[?]
554,"Entick's History of London, Westminster and Southwark",,,1766,Third Day's Sale - Octavo et Infra (p.17),M' Priestley[?],[?]
555,"Erythraeus, Gr. et Lat. Simplicii et Arriani",,,1600,Third Day's Sale - Octavo et Infra (p.17),Boone,[?]
556,"(Dean) Collected by Bond",,,1731,Third Day's Sale - Octavo et Infra (p.17),Anthell[?],[?]
557,"Morise Epocuvion, or a Panegyrick upon",,,1759,Third Day's Sale - Octavo et Infra (p.17),C.B. Bromfield[?],[?]
558,"Reply, plates",,,Birmingham [?],Third Day's Sale - Octavo et Infra (p.17),Charles,0.18.0
559,"Essay/ Fable des Phantres, a tom.",,,1708,Third Day's Sale - Octavo et Infra (p.17),Boone,0.2.6
560,Essais sur les Superstitions,,,1743,Third Day's Sale - Octavo et Infra (p.17),Priestley[?],[?]
561,"Euler (M.) Histoire de l'Astronomie, 3 tom.",,,1755,Third Day's Sale - Octavo et Infra (p.17),C.C.[?],[?]
562,Ere de l'Hommes dans le Peche Original,,,1784,Third Day's Sale - Octavo et Infra (p.17),Christie[?],0.6.0
563,"European Magazine, from its Commencement in 1782, 8 vols.",,,1801,Third Day's Sale - Octavo et Infra (p.17),Christie[?],0.6.0
564,"M.S. and bound",,,1777,Third Day's Sale - Octavo et Infra (p.17),M' Priestley[?],[?]
565,"Eusby's Old Ballads, 2 vol.",,,,[?],Third Day's Sale - Octavo et Infra (p.17),M' Priestley,0.8.0
566,"(Joseph) Small Sculpture, portrait",,,Auo [?] 1755,Third Day's Sale - Octavo et Infra (p.17),[?],[?]
567,"Excellence of the Pen and Pencil, Franst's Perspective",,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],0.7.6 [?]
568,"Essay of Painting, by Evelyn, in 1 vol.",,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],[?]
569,"(H.) Works, 2 vol. in 1",,,1703,Third Day's Sale - Octavo et Infra (p.17),Boone,0.3.0
570,"Expilly (Abbe) Geographie Manuel, over cartes",,,,[?],Third Day's Sale - Octavo et Infra (p.17),M.G.[?] Priestley[?],[?]
571,"Extracts and of Pausanias the Statues, Pictures and Temples in Greece",,,1738,Third Day's Sale - Octavo et Infra (p.17),M' Priestley[?],0.6.0
572,"Bubla, Trois Cris, en Musiques dans le gout de M. le [?]",,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],[?]
573,"Fabliaux et Contes du XII, et du XIII. Siecle, 3 tom.",,,1779,Third Day's Sale - Octavo et Infra (p.17),Priestley[?],0.9.0 [?]
574,"et Contes des Poetes Francois XII, XIII, XIV, XV, Siecles, 3 tom.",,,,[?],Third Day's Sale - Octavo et Infra (p.17),Boone,[?]
575,"Fabretti Dictionnaire Portatif, Francoise et Italien",,,1757,Third Day's Sale - Octavo et Infra (p.17),M' Priestley[?],[?]
576,Patricii Bibliotheca Latina,,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],[?]
577,3 tom.,,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],[?]
578,"(G.) Medius et Infimia Aetatis, 6 v.",,,1733,Third Day's Sale - Octavo et Infra (p.17),[?],0.8.0 [?]
579,"Fagnani (G.o. Bat.) Commentaries, 7 tom.",,,Baren. [?],Third Day's Sale - Octavo et Infra (p.17),Anthell,0.3.6 [?]
580,"Fagner's Essay on the Learning of Shakespeare",,,1789,Third Day's Sale - Octavo et Infra (p.17),Charles,0.4.6
581,"Faulkner's Historical and Topographical Description of Chelsea, plates",,,1762,Third Day's Sale - Octavo et Infra (p.17),M' Priestley,[?]
582,"Feart (M.) Theatre, 5 tom.",,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],[?]
586,"Fawkes and Woty's Poetical Calendar, 12 vol. (vol. 8 and 9 wanting)",,,1763,Third Day's Sale - Octavo et Infra (p.18),Price[?],0.7.6
587,"(Francis) Original Elegisms and Translations",,,1769,Third Day's Sale - Octavo et Infra (p.18),M'Martin[?],[?]
588,"Fenelon's Review of the Proceedings at Paris",,,,[?],Third Day's Sale - Octavo et Infra (p.18),M'Gwillam[?],[?]
589,Fenelon's Morte de Telemaque,,,,[?],Third Day's Sale - Octavo et Infra (p.18),[?],[?]
590,Fielding's Prejudice,,,,[?],Third Day's Sale - Octavo et Infra (p.18),Soffonce[?],[?]
591,"Fielding's (Henry) Works",,,1784,Third Day's Sale - Octavo et Infra (p.18),Anthell[?],0.3.0 [?]
592,"Florentio (Mary) Works, 8 vol. and some gilt leaves",,,,[?],Third Day's Sale - Octavo et Infra (p.18),Priestley,0.6.0 [?]
593,Fitzherbert's (Sir Thos.) Letters,,,,[?],Third Day's Sale - Octavo et Infra (p.18),[?],[?]
594,Fletcher Beaumont,,,,[?],Third Day's Sale - Octavo et Infra (p.18),[?],[?]
595,"Fleetwood's Chronicon Preciosum, plates",,,1745,Third Day's Sale - Octavo et Infra (p.18),Snaffly[?],[?]
596,"Florian, l'Estelle, Nouvelles en Vers",,,1796,Third Day's Sale - Octavo et Infra (p.18),[?],[?]
597,"Fontaine, Fables Choisies, mises en Vers, 3 tom.",,,,[?],Third Day's Sale - Octavo et Infra (p.18),Priestley,0.5.0
598,"Fontenelle (Mons. de) Oeuvres, 10 tom.",,,1752,Third Day's Sale - Octavo et Infra (p.18),[?],[?]
599,"Trublet (Mr. de) Memoires sur la Vie, par l'Abbe",,,,[?],Third Day's Sale - Octavo et Infra (p.18),[?],[?]
600,"Forestero Illuminato intorno la Citta di Venezia, plates",,,,[?],Third Day's Sale - Octavo et Infra (p.18),Triphook[?],[?]
601,Fourcroy on Assent and Quantity,,,,[?],Third Day's Sale - Octavo et Infra (p.18),Thane[?],[?]
602,A founding Hospital for Wit,,,,[?],Third Day's Sale - Octavo et Infra (p.18),[?],[?]
603,"Fragment sur of the Sixth Book of Polybius, Great Britain",,,,[?],Third Day's Sale - Octavo et Infra (p.18),[?],[?]
604,"Francklin's Tour from Bengal to Persia",,,1798,Third Day's Sale - Octavo et Infra (p.18),[?],0.3.0 [?]
605,"Portfolial Miscellaneous and Philosophical Poems",,,,[?],Third Day's Sale - Octavo et Infra (p.18),Boadley[?],[?]
606,French Constitution Authentic Copy,,,1791,Third Day's Sale - Octavo et Infra (p.18),[?],[?]
607,"Freron Lettres sur quelques ecrite ce Tems, 13 tom.",,,1754,Third Day's Sale - Octavo et Infra (p.18),Boone,[?]
608,"Priestgartmer's Abstract of the Whole Doctrine of the Christian Religion",,,,[?],Third Day's Sale - Octavo et Infra (p.18),Anthell[?],0.2.6
609,Fuller's Medicina Gymnastica,,,1718,Third Day's Sale - Octavo et Infra (p.18),[?],[?]
612,"Corpus Omnium Veterum Poetarum Latinorum, Lat. ed.",,,1731,Third Day's Sale - Quarto,Priestley,0.5.5
613,Corticelli della Toscana Eloquenza,,,1755,Third Day's Sale - Quarto,Maltby[?],[?]
614,"Cox's (Wm.) Memoirs of the Life and Administration of Sir Robert Walpole, 3 vol. part.",,,1798,Third Day's Sale - Quarto,[?],[?]
615,"Abstract of the Russian Discoveries between Asia and America, maps",,,1780,Third Day's Sale - Quarto,Capell[?],[?]
616,"Crescimbeni (Gio. Mar. de) Commentarii della Volgar Poesia, 6 vol.",,,Roma 1702,Third Day's Sale - Quarto,[?],0.6.0
617,Istoria dell'Volgar Poesia,,,1714,Third Day's Sale - Quarto,Lane[?],[?]
618,"Cruden's (Alex.) Concordance to the Holy Bible, porte.",,,1761,Third Day's Sale - Quarto,[?],[?]
619,"Cudworth's (R.) Intellectual System, by Birch, 2 v. front.",,,1743,Third Day's Sale - Quarto,[?],0.3.0
620,"Cumberland's (Richd.) Calvary, or the Death of Christ",,,1792,Third Day's Sale - Quarto,[?],[?]
621,Catesby (Bp.) Treatise of the Laws of Nature,,,1727,Third Day's Sale - Quarto,[?],[?]
622,"D'Alembert (J. le R. Rond) Recherches sur differens points Importans du Systeme du Monde, 2 tom.",,,1754,Third Day's Sale - Quarto,Priestley[?],0.3.0
623,"Daniello (Ber.) Poetica",,,Venet. 1536,Third Day's Sale - Quarto (p.20),Christie,0.6.0
624,"Daguesseau, Francois et Lat. 2 vol.",,,1757,Third Day's Sale - Quarto (p.20),[?],[?]
625,"Deposito Dichiarizioni, Linnean et collections",,,,[?],Third Day's Sale - Quarto (p.20),Ellis[?],[?]
626,"(John) Comes",,,Engl. 1326,Third Day's Sale - Quarto (p.20),[?],[?]
627,"Davies (John's) Coll. Antidiot.",,,N.Y. 1602,Third Day's Sale - Quarto (p.20),Triphook,[?]
628,"Davila (H. C.) Istoria delle Guerre Civili di Francia",,,1615,Third Day's Sale - Quarto (p.20),Anthell,0.11.0 [?]
629,"History of the Civil Wars of France, by Farnsworth, 3v.",,,1758,Third Day's Sale - Quarto (p.20),Priestley,0.8.0
630,Lords on the [?] astrem Hamburg,,,1797,Third Day's Sale - Quarto (p.20),Benedict[?],[?]
631,"particulars for l'Histoire et en Properties",,,1719,Third Day's Sale - Quarto (p.20),Smith,[?]
632,"(Chanois) Letters, Memoirs, Negociations partieuses",,,1770,Third Day's Sale - Quarto (p.20),Christie,0.12.0
633,"Dissertation on Orations, translated by Leland, Francis",,,1771,Third Day's Sale - Quarto (p.20),Shirdee[?],0.6.0
634,Dyn[?],,,,[?],Third Day's Sale - Quarto (p.20),[?],[?]
635,"Historia Ecclesiasticum, translated by Spelman, 4 v.",,,1729,Third Day's Sale - Quarto (p.20),Enfield[?],0.3.6
636,"Ducarel de Souns Regalis Societatis Londonii Acta",,,,[?],Third Day's Sale - Quarto (p.20),[?],[?]
637,"Gale's Opuscula, manuscripts, Juvenis, 2 vol. illustrated",,,,[?],Third Day's Sale - Quarto (p.20),Hauss[?],0.1.6 [?]
638,"a plates, Geographics, Clinques, 2 vol.",,,1618,Third Day's Sale - Quarto (p.20),[?],[?]
639,"Denon's (A.) Nummos and Aquiline Coins of the Antients",,,1793,Third Day's Sale - Quarto (p.20),Priestley,0.2.0 [?]
640,"Lond, Legends, portraits and plates",,,Mus. 1744,Third Day's Sale - Quarto (p.20),C.B.[?] Sheel[?],0.6.0
641,"De la Ralle (J.B.) Exactions Comique de l'Empire de la Chine et de",,,,[?],Third Day's Sale - Quarto (p.20),[?],[?]
642,"Du Rosseaux, 4 tom. figures et engravure",,,,[?],Third Day's Sale - Quarto (p.20),Trephook[?],0.6.0
643,"Dupre (D.) Illustrations of the Latin of Antiquities",,,,[?],Third Day's Sale - Quarto (p.20),Boone,[?]
644,Oeuvres Melees,,,1715,Third Day's Sale - Quarto (p.20),[?],[?]
645,Elmes's English Saxon Grammar,,,1712,Third Day's Sale - Quarto (p.20),Ellis[?],0.5.0
646,"Enciclopedi (Sir Henry) Determination of the Orbits of Comets",,,1793,Third Day's Sale - Quarto (p.20),Davenport[?],[?]
647,"Euripides, translated by Potter, 2 vol.",,,1781,Third Day's Sale - Quarto (p.20),M'Martins[?],0.5.0 [?]
648,"Esteins des Assertions Dangereuses et Pernicieuses en tout, Cours serieux-enseignes par les Soi-disant Jesuites 1753",,,1753,Third Day's Sale - Quarto (p.20),Priestley,0.18.0 [?]
649,"Fabricii (J.A.) Bibliotheca Graeca, et Lat.",,,Hamb. 1718,Third Day's Sale - Quarto (p.20),M' Leasing[?],0.4.6 [?]
650,"Fauchet (A.) Oeuvres",,,1610,Third Day's Sale - Quarto (p.20),Loag[?],0.12.6
651,"Feltham (Owen) Historical and Topographical Account of Feltham, plates",,,,[?],Third Day's Sale - Quarto (p.20),Priestley,0.8.0
652,"Felbien (And.) Entretiens sur les Vies et Ouvrages des",,,,[?],Third Day's Sale - Quarto (p.20),Smith[?],0.5.0
653,"Ancients et Modernes, 2 tom.",,,1696,Third Day's Sale - Quarto (p.20),Smith[?],0.5.0 [?]
654,"Feneleon's (Fr.) Adventures of Telemachus, by Hawkesworth",,,1708,Third Day's Sale - Quarto (p.20),Smith [?],0.2.6
655,"Ferguson's (Jas.) Astronomy, plates",,,1764,Third Day's Sale - Quarto (p.20),Ellis,0.2.0
656,"Ferreira de Veterum Acclamationibus et Plausu, Mediol.",,,1737,Third Day's Sale - Quarto (p.20),[?],0.2.0
660,"Ficoroni Maschere Sceniche e le Figure Comiche d'Antichi Romani, figure",,,1746,Third Day's Sale - Folio,Locarno[?],[?]
661,"Fleetwood (Jnos.) Veterum Graecorum Poetarum Fragmentarium, Gr. et Lat. Labbei",,,,[?],Third Day's Sale - Folio,Anthell,[?]
662,"Field (Martin) Tables of English Silver and Gold Coins, and his Table of English Gold Coins, in 1 vol.",,,,[?],Third Day's Sale - Folio,Anthell[?],0.9.0 [?]
663,Portraits (Coll.),,,,[?],Third Day's Sale - Folio,[?],[?]
664,"Forster's (J.R.) Voyages and Discoveries made in the North",,,1786,Third Day's Sale - Folio,Anthell[?],[?]
665,France,,,,[?],Third Day's Sale - Folio,[?],[?]
666,"Franklin, Histoire Literaire de la, 12 tom.",,,1733,Third Day's Sale - Folio,Triphook,0.3.0
667,"Franklin's (Benjn) Experiments and Observations on Electricity",,,1769,Third Day's Sale - Folio,Violet[?],[?]
668,"Calepini (Amb.) Dictionarium Undecim Linguarum",,,1616,Third Day's Sale - Folio,Halden[?],0.5.6
