date,direction,correspondent,repository,first_line
[c 1799],to,CB,Osb,[?] to my Clark since this
5 S [1799],to,CB,Osb,still [?] be to [?] in Francklin (Thos) Rosmana [?]
12 Mar,to,CB,Osb,I could [?] so [?] to my Clerk [?] since this [?]
13 May [1799],to,FBA,NYPL (B),[?] also to my dearest Hetty [?] Burney
24 May [1799],to,CB,Osb,[?] Magnol [?] at Street Workers [?]
[May 1799],to,CB,Osb,[?] to me [?] Letters [?] on [?]
1 Jul [1799],from,CB,Osb,[?]
24 Jul [1799],to,CB,Osb,[?]
29 May,to,CB,Osb,Make haste [?] and come [?]
10 Nov,to,CB,Osb,[?]
15 Apr,to,CB,Osb,[?] have heard [?] from the opera
21 Apr [1799],to,CB,Osb,[?]
25 Aug [1799],to,CB,Osb,[?] will [?] let [?] me go to 70 of the
4 Nov [1799],from,CB,NYPL (B),[?]
13 Nov [1799],to,CB,Osb,[?]
[1799],to,CB,Osb,This was wishing [?] to Burney [?] has he
4 Nov [1799],from,CB,NYPL (B),[?] from the opera
[1799],to,CB,Osb,I am in [?] write for the [?] hope of
30 Nov,to,CB,Osb,[?]
10 Dec,to,CB,Osb,[?]
20 Dec [1799],from,CB,Osb,[?]
[1799],to,SEB,Osb,[?]
18 Jan [1800],to,CB,Osb,[?] am [?] and so [?] to Miss [?]
26 Jan [1800],from,CB,Osb,[?]
1 Feb [1800],to,CB,Osb,[?]
[Feb 1800],from,CB,Osb,[?]
20 Feb [1800],to,CB,Osb,[?]
[1800],from,CB,Osb,[?]
10 Apr [1800],to,CB,Osb,If you have [?] your kind virtue [?]
30 Apr [1800],to,CB,Osb,[?] from long [?] waiting
17 May [1800],to,CB,Osb,[?]
[May 1800],to,CB,Osb,[?]
[1800],to,CB,NYPL (B),[?]
[1800],from,CB,Scot,[?]
9 Jul [1800],to,CB,Osb,[?]
[Jul 1800],from,CB,Osb,[?]
2 Nov [1800],to,CB,Osb,[?]
17 Dec [1800],to,CB,Osb,[?]
[1800],to,CBFB,Osb,[?]
[c 1800],to,CB,Osb,[?]
1 Feb [1800],from,CB,BM (Bar),[?]
5 Feb [1800],from,CB,BM (Bar),[?]
1 Mar [1800],to,CB,Osb,[?]
1 Pch [1800],from,CB,BM (Bar),[?]
3 Pch [1800],to,CB,Osb,[?]
1 Feb [1800],to,CB,NYPL (B),[?]
1 Pch [1800],to,CB,Osb,Dr Charles [?]
[1800],from,CB,NYPL (B),[?]
[1800],to,CB,BM (Bar),[?]
1 Apr [1800],from,CB,Osb,[?]
1 Aug [1800],to,CB,Scot,[?]
4 p Nov [1800],to,CB,Osb,[?]
[1800],to,CB,Osb,[?]
23 Nov [1800],to,CB,Osb,[?]
20 Nov [1800],to,CB,Osb,[?]
[Nov 1800],from,CB,Folger,[?]
[1800],to,CB,Scot,[?]
1 p Nov [1800],from,CB,Osb,[?]
22 Feb [1801],to,CB,Osb,[?]
[Feb 1801],from,CB,NYPL (B),[?]
[1801],to,CB,Osb,[?] at last an answer [?]
[1801],from,CB,Scot,[?]
[1801],to,CB,Osb,[?] your last kind Letter
[1801],from,CB,Osb,[?]
1 May [1801],to,CB,Osb,[?]
[May 1801],from,CB,Osb,[?]
12 Jan [1801],to,CB,NYPL (B),Tarr [?] (bo) [?]
[Jan 1801],from,CB,Osb,[?]
7 Feb [1801],to,CB,Osb,[?]
[Feb 1801],from,CB,Osb,[?]
7 Nov [1801],to,CB,Osb,[?]
[Nov 1801],from,CB,Osb,[?]
30 Jul [1801],to,CB,Osb,[?]
[Jul 1801],from,CB,Osb,[?]
30 Jan [1801],to,FBA,Osb,I shall not fail [?] to go to [?]
[1801],to,CB,NYPL (B),[?]
1 Mar [1801],to,CB,Osb,[?]
[Mar 1801],from,CB,Osb,[?]
4 p Jan [1801],to,CB,Osb,[?]
[c 1801],to,CB,Osb,[?]
4 May [1801],to,CB,Osb,[?]
30 Jul [1801],from,CB,Osb,[?]
[1801],to,CB,Osb,[?]
30 Oct [1801],to,CB,Osb,[?]
13 Dec [1801],to,CB,Osb,[?]
[Dec 1801],from,CB,Osb,[?]
[1801],from,CB,NYPL (B),[?]
8 Feb [1802],to,CB,Osb,[?]
[1802],to,"FBA; CB; CBFB",[?],[?]
3 Feb [1802],to,CB,Osb,[?] I am in great hopes that this Good
[1802],from,CB,Osb,[?] I propose [?]
[Jan 1802],to,CB,NYPL (B),[?]
3 p Feb [1802],from,CB,Osb,[?] very glad to receive Letters from
[1802],to,CB,Osb,It is needless to invite you here [?]
[1802],from,CB,Osb,Every good day I have been able to find
4 Mar [post 1801],to,CB,Osb,[?]
4 Mar [post 1801],from,CB,Osb,[?]
[May 1801],to,CB,Osb,[?]
12 Jan [1801],from,CB,NYPL (B),Tarr [?] (bo) [?]
3 p Jun [1801],to,CB,Osb,[?]
7 Nov [1801],from,CB,Osb,[?]
[Nov 1801],to,CB,Osb,[?]
4 p Jun [1801],to,CB,Osb,[?]
[c 1801],to,CB,WLCL [?],[?]
[1802],to,CB,Osb,[?]
8 Mar [post 1801],to,CB,Comps,[?]
2 p Aug [1801],from,CB,Osb,[?]
[1802],from,CB,Osb,[?]
1 Mar [1802],to,CB,Osb,[?]
A Mar [post 1802],from,CB,Osb,[?]
1 p May [1802],to,CB,Osb,[?]
[May 1802],from,CB,Osb,[?]
[1802],to,CB,Osb,[?] Earl of Guildford
4 p Jan [1802],from,CB,Osb,[?]
7 Nov [1802],from,CB,Osb,We were all delighted [?] to see the addition of
4 p Nov [1802],from,CB,Osb,[?]
30 Jul [1802],to,CB,Osb,[?]
30 Jul [1802],from,CB,Osb,[?]
30 Oct [1802],to,CB,Osb,[?]
13 Dec [1802],from,CB,Osb,[?]
[1802],to,CB,Comps,[?]
[c 1802],from,CB,Osb,[?]
[1800],to,FBA,Osb,[?]
30 Oct [1800],to,CB,Osb,[?]
[Oct 1800],from,CB,Osb,[?]
4 p Jun [1800],to,CB,Osb,[?]
[1800],to,CB,Osb,Vive la Bagatelle [?]
1 p Feb [1800],from,CB,Osb,[?]
31 Aug [1801],from,CB,Osb,[?]
[1801],to,CB,ESA,[?]
[1801],from,CB,Cat (SB),[?] your own eyes [?]
[c 1801],to,CB,Osb,Every good day I have been [?]
11 Mar [1802],from,CB,Osb,[?]
[Mar 1802],to,CB,Osb,Dr Charles [?] having your kind [?]
5 [?] [1802],from,CB,Osb,[?]
3 Feb [1802],from,CB,Osb,What [?] fills your kind basket [?]
20 Mar,from,CB,Osb,[?]
11 Mar,from,CB,Osb,[?] c [1801] [?]
[Mar 1802],to,CB,Osb,[?]
3 Apr [1803],to,CB,Osb,[?]
22 Mar [1803],from,CB,Osb,[?]
[Mar 1803],to,CB,Osb,[?]
25 May [1803],from,CB,Osb,[?]
[May 1803],to,CB,Osb,[?]
[1803],from,CB,Osb,[?]
1 Jul [1803],to,CB,Osb,[?] Cambridge [?]
[Jul 1803],from,CB,Osb,[?]
22 Apr [1803],to,CB,Osb,[?]
[1803],to,CB,Osb,[?]
[c 1803],to,CB,Osb,[?] Cambridge [?]
11 Oct [1803],from,CB,Osb,[?]
31 Jul [1803],to,CB,Osb,[?]
[1803],from,CB,Osb,[?] M. A. (Pr by JBR)
21 Jul [1803],from,CB,Osb,[?]
1 p May [1803],from,CB,Osb,[?]
1 p Dec [1803],from,CB,Osb,[?]
[Dec 1803],to,CB,Osb,[?]
6 Oct [1803],to,CB,Osb,[?]
[Oct 1803],from,CB,Osb,[?]
8 Nov [1803],to,CB,Osb,[?]
[Nov 1803],from,CB,Osb,[?]
[c 1803],from,CB,Osb,[?]
[1803],to,CB,BN,[?]
19 Apr [1803],to,CB,Osb,[?]
[Apr 1803],from,CB,Osb,[?]
21 p Feb [post 1803],from,CB,Osb,[?]
A Mar [post 1802],to,CB,Osb,I had the Earl of Guildford [?]
[1802],from,CB,Osb,[?] was no way [?] to Peterborough [?]
[1802],from,CB,Osb,[?] my Clerk [?] the [?] about it
22 Mar,to,CB,Osb,[?]
[Mar 1803],from,CB,Osb,[?]
25 May,to,CB,Osb,[?]
[May 1803],from,CB,Osb,[?]
19 Apr,to,CB,Osb,[?] Cambridge
11 Oct,to,CB,Osb,[?] the Earl of Guildford [?]
[1803],to,CB,Osb,[?] I received your college [?]
31 Jul,to,CB,Osb,[?]
[Jul 1803],from,CB,Osb,[?] M. A. (Pr by JBR) [?]
21 Jul,from,CB,Osb,[?]
1 p May,from,CB,Osb,[?]
22 Mar,from,CB,Osb,[?]
1 p Dec,from,CB,Osb,[?]
6 Oct,to,CB,Osb,[?]
8 Nov,to,CB,Osb,[?]
7 Mar [1804],to,CB,Osb,[?]
[Mar 1804],from,CB,Osb,[?]
7 Mar [1804],to,CB,Osb,[?] for yours
[1804],from,CB,Osb,[?]
1 p May [1804],to,CB,Osb,[?]
[May 1804],from,CB,Osb,[?]
7 Jul [1804],to,CB,Osb,[?]
[Jul 1804],from,CB,Osb,[?]
17 Apr [1804],to,CB,Osb,[?]
[Apr 1804],from,CB,Osb,[?]
5 p Jun [1804],to,CB,Osb,[?]
[Jun 1804],from,CB,Osb,[?]
20 Jul [1804],to,CB,Osb,[?]
2 p Apr [1804],to,CB,Osb,[?]
30 Jul [1804],to,CB,Osb,[?]
15 Aug [1804],from,CB,Osb,[?]
2 p Oct [1804],to,CB,Osb,[?]
[Oct 1804],from,CB,Osb,[?]
7 p Nov [1804],to,CB,Osb,[?]
[Nov 1804],from,CB,Osb,[?]
[1804],to,CB,Osb,[?]
[c 1804],to,CB,Osb,[?]
7 Feb [1804],from,CB,Osb,[?]
8 Apr [1804],to,CB,RM,[?]
30 Jun [1804],from,CB,Osb,[?]
30 Jul [1804],to,FBA,Osb,[?]
[Jul 1804],from,CB,Osb,[?] I thank you for your Friendship
[1804],to,CB,Osb,[?] long meaning to write to you
[1804],from,CB,Osb,[?] by this time you are very well
17 Feb [1804],to,CB,Osb,[?]
[Feb 1804],from,CB,Osb,[?]
[1804],to,CB,Osb,You will have heard by this time of [?]
2 p Jul [1804],to,CB,Osb,[?] to Dr [?]
[1804],from,CB,Osb,By Providence [?] Library [?] expressions [?]
[1804],to,CB,Comps,[?]
16 Aug [1804],from,CB,Osb,[?]
31 p Jun [1804],to,CB,Osb,[?]
16 Apr [1804],to,CB,Osb,[?]
10 Jun [1804],from,CB,Osb,[?]
1 Nov [1804],to,CB,Osb,[?]
[c 1804],to,FBA,Osb,[?]
1 Jan [1805],to,CB,Osb,[?]
[Jan 1805],from,CB,Osb,[?]
1 p Jan [1805],to,CB,Osb,[?]
[1805],from,CB,Osb,[?]
11 Feb [1805],to,CB,Osb,[?]
[Feb 1805],from,CB,Osb,[?]
23 Mar [1805],to,CB,Osb,[?]
[Mar 1805],from,CB,Osb,[?]
20 Apr [1805],to,CB,Osb,[?]
[Apr 1805],from,CB,Osb,[?]
[1805],to,CB,Osb,[?] the body [?] of the [?]
25 May [1805],from,CB,Osb,[?]
27 Chy [1805],to,CB,Osb,[?]
[Chy 1805],from,CB,Osb,[?]
1 Apr [1805],to,CB,Osb,[?]
1 p Mar [1805],to,CB,Osb,[?]
10 p Apr [1805],from,CB,Osb,[?]
[1805],to,CB,Osb,[?]
9 Apr [1805],to,CB,Osb,[?]
1 Jul [1805],to,CB,Osb,[?]
[Jul 1805],from,CB,Osb,[?]
3 Aug [1805],to,CB,Osb,[?]
[Aug 1805],from,CB,Osb,[?]
10 p Nov [1805],to,CB,Osb,[?]
[Nov 1805],from,CB,Osb,[?]
14 p Dec [1805],to,CB,Osb,[?]
12 Dec [1805],from,CB,Osb,[?]
[1805],to,CB,Wy,[?]
[1805],from,CB,Osb,[?] Duke of [?]
[c 1805],to,CB,Osb,[?]
1 p Jun [1805],to,CB,Osb,£120 & £2 [?] do
[Jun 1805],from,CB,NYPL (I),[?]
[1805],to,CB,RSA,[?]
[c 1805],from,CB,Osb,[?]
[1805],to,CB,NYPL (B),[?]
[1805],from,CB,NYPL (B),[?]
[1805],to,CB,Osb,[?] hearing [?] and [?] Henry [?] Perry to
[1805],from,CB,Osb,[?] hearing [?] literary industry
10 p Jan [1806],to,CB,Osb,[?] Walter Paper [?]
[Jan 1806],from,CB,Osb,[?] not [?] obliging
[1806],to,CB,Osb,[?] French & [?] Spanish Creek Oaks [?]
[1806],from,CB,Osb,[?]
[c 1806],to,CB,Osb,[?]
1 p Jun [1806],to,CB,Osb,[?]
[Jun 1806],from,CB,Osb,[?]
[1806],to,CB,Osb,[?]
20 Jun [1806],from,CB,Osb,[?]
14 Jun [1806],to,CB,Osb,[?]
15 Jun [1806],to,CB,Comps,[?]
[c 1806],from,CB,Osb,[?]
[1806],from,CB,Comps,[?]
[1806],to,CB,Osb,[?] Bossanget [?] Hood
1 Jun [1806],to,CB,Osb,[?]
[1806],to,CB,Osb,[?] Compliment [?]
[Jun 1806],to,CB,Comps,[?] the pleasure of paying
[1806],from,CB,Osb,Keep dried [?] from Ch. Do [?]
1 Jul [1806],to,CB,Osb,[?]
[Jul 1806],from,CB,Osb,[?]
1 p Oct [1806],to,CB,Osb,[?]
[Oct 1806],from,CB,Osb,[?]
22 Oct [1806],to,CB,Osb,[?]
[c 1806],to,CB,Comps,[?]
[1806],from,CB,NYPL (B),[?]
23 Jan [1806],to,Charles Butler,Comms,[?]
23 Jan [1806],from,Charles Butler,Osb,[?]
30 Jun [1806],to,CB,Osb,[?]
[1806],to,CB,Comps,[?]
1 p Oct [1806],from,CB,Osb,[?]
1 Jul [1806],from,CB,Osb,[?]
[c 1807],to,CB,Osb,[?]
[1807],from,CB,Osb,[?]
4 Mar [1807],to,CB,HEH,[?]
[Mar 1807],from,CB,Osb,[?]
8 Sep [1807],to,CB,Osb,[?]
[Sep 1807],from,CB,Osb,[?]
[1807],to,CB,Osb,Lord Radnor [?] Dublin
14 Sep [1807],to,CB,Osb,[?] from Mr Tobin
12 Oct [1807],to,CB,NYPL (B),[?] Spencer [?]
[Oct 1807],from,CB,NYPL (B),[?]
[1807],to,CB,Osb,[?]
[c 1807],to,CB,Osb,[?] honoured [?] had Crescent
[1807],to,CB,Osb,[?] safely returned [?] to Ada [?] had
27 Oct [1807],to,CB,Osb,[?] I am indeed
[Oct 1807],from,CB,Osb,[?]
22 Jul [1807],to,CB,Osb,[?]
[Jul 1807],from,CB,NYPL (B),[?]
[1807],to,CB,Osb,[?] letters I am added [?]
20 Jun [1807],to,CB,NYPL (B),[?]
[Jun 1807],from,CB,Osb,[?]
[c 1807],to,CB,NYPL (B),[?]
27 Oct [1807],from,CB,Osb,[?]
[1807],to,CB,NYPL (B),[?]
[1807],from,CB,BM,[?]
6 Nov [1807],to,CB,Osb,[?]
[Nov 1807],from,CB,Osb,[?] your path [?]
9 p Nov [1807],from,CB,Osb,[?]
[1807],to,CB,Osb,[?] I am I have every thing I
[c 1807],from,CB,Osb,What you say is very true and I [?]
8 p Nov [1807],to,CB,NYPL (B),[?] I had for you
[Nov 1807],from,CB,Osb,[?]
[c 1807],from,CB,Osb,[?]
5 Jan [1807],to,CB,Osb,[?]
[Jan 1807],from,CB,Osb,[?]
[1807],to,CB,Osb,What you say [?] is very true and I find [?]
6 p Nov [1807],to,CB,NYPL (B),[?]
11 Feb [1808],to,CB,Osb,[?]
[Feb 1808],from,CB,Osb,[?]
13 Feb [1808],to,CB,Osb,[?]
[Feb 1808],from,CB,Comps,[?]
28 Feb [1808],to,CB,Osb,[?]
[1808],from,CB,Osb,[?]
21 p Feb [1808],to,CB,Osb,[?]
[c 1808],to,CB,Osb,[?]
2 p Jul [1808],to,CB,Osb,[?]
[Jul 1808],from,CB,Osb,[?]
7 May [1808],to,CB,Osb,[?] a frank [?] to tell you
[May 1808],from,CB,Osb,[?]
7 p Feb [1808],to,CB,Osb,[?]
[1808],to,CB,Osb,[?]
1 p Jun [1808],to,CB,Osb,[?]
[Jun 1808],from,CB,Osb,[?]
14 Mar [1808],to,CB,Osb,[?]
[Mar 1808],from,CB,Osb,[?]
23 Mar [1808],to,CB,Osb,[?]
15 Jan [1808],to,CB,Osb,[?]
[Jan 1808],from,CB,Osb,[?]
[1808],from,CB,Comps,[?]
[1808],to,CB,NYPL (B),[?]
[1808],from,CB,NYPL (B),[?]
20 Sep [1808],to,CB,Osb,[?]
[Sep 1808],from,CB,Osb,[?]
1 Oct [1808],to,CB,Osb,[?]
[Oct 1808],from,CB,Osb,[?]
28 Nov [1808],to,CB,Osb,[?]
[Nov 1808],from,CB,Osb,[?]
[Sep 1808],from,CB,Comps,[?]
[1808],to,CB,Scot,[?]
1 p Oct [1808],to,CB,Osb,[?]
7 Oct [1808],to,CB,Osb,[?]
2 Nov [1808],to,CB,Osb,[?]
3 Dec [1808],to,CB,Osb,[?]
[Dec 1808],from,CB,Osb,[?]
15 Jan [post 1808],to,CB,Osb,[?]
31 Jul [1808],to,CB,Osb,[?]
1 p Nov [1808],to,CB,Osb,[?]
[Nov 1808],from,CB,NYPL (B),[?]
[1808],to,CB,BM,[?]
5 Nov [1808],to,CB,Osb,[?]
[c 1808],to,CB,Osb,[?] College for a little
[Oct 1808],from,CB,Osb,[?] Lodge for [?] your Matters
[Jun 1808],from,CB,Osb,[?] Lodging for you
[1808],from,CB,Osb,[?] from [?] to Cambridge
1 p May [1808],to,CB,WRM /,[?]
"6 Oct [1808]",from,Samuel Parr,Osb,"[first line unclear]"
"8 Oct [1808]",to,CPB,Osb,"the Newspapers said which reached me last"
"3 Oct [1808]",from,John Young,Osb,"[first line unclear]"
"22 Oct [1808]",from,John Philip Kemble,Osb,"many thanks for your Burney, for your"
"1 Oct [1808]",from,John Young,Osb,"[first line unclear]"
"10 Oct [1808]",to,CPB,Osb,"That Then your Ghost"
"11 NO 1808 pmk",from,Peter Paul Dobree,Osb,"[first line unclear]"
"18 Oct 1808",from,Joseph Nollekens,Compy,"I received the honour of the 15th"
"[5 Jun 1808]",to,Rosette (Rose) Burney to CPB,Osb,"[first line unclear]"
"1 NO 1808 pmk",from,Peter Paul Dobree,Osb,"by a note which I have just received from"
"4 Nov [1808]",to,CPB,Osb,"I have abridged my morning sheet into to"
"4 Nov [1808]",from,Edward Maltby,Osb,"I will with great pleasure submit to your"
"5 Nov pmk [1808]",from,Samuel Parr,Osb,"I may return to you to consent, if you like"
"7 Nov [1808]",to,CPB,Osb,"Some expressions, which Mr Warburton has"
"10 Nov [1808]",to,CPB,Scot,"Your gross and ingenious letter, though it must"
"21 NO 1808 pmk",from,Peter Paul Dobree,Osb,"On Friday, unless I hear from you before, I"
"[4 Nov pmk 1808]",from,Richard Payne Knight,Osb,"[first line unclear]"
"11 Nov pmk 1808",from,Richard Payne Knight,Osb,"I am apprehensive that is annulling your Copy"
"30 NO 1808",from,Richard Payne Knight,Osb,"[first line unclear]"
"20 Nov [1808]",from,Anthony Nott,Osb,"When I called at your house on your birthday &"
"2 Dec [1808]",to,CPB,Compy,"I have been so much hurried and worried,"
"8 Dec [1808]",to,Rosette (Rose) Burney to CPB,Osb,"[first line unclear]"
"pmk 1808",from,Richard Payne Knight,Osb,"I was far from insensible to your kind Geslley [?]"
"15 Dec [1808]",from,John Kaye,Osb,"I have seen Mr Currey, who informs me that"
"10 Dec [1808]",from,G I Huntingford,Osb,"So long as I have existence in the World"
"19 Dec [1808]",from,William Vincent,Osb,"I am well at present, & nothing"
"19 Dec [1808]",from,G I Huntingford,Osb,"by post of this day I forwarded to Sir John"
"20 Dec [1808]",to,CPB,Osb,"[first line unclear]"
"pmk 1808",from,Richard Payne Knight,Osb,"I mean to be in Town the first Week in January"
"[post 1808]",from,Roger Wilbraham,Osb,"I was far from insensible to your kind [?]"
"7 Feb [post 1808]",from,William Beloe to [CB Jr?],Osb,"[first line unclear]"
"[1808-1812?]",to,CPB,Osb(AS),"[first line unclear]"
"[1808-1812]",to,CPB,Osb,"to day by post"
"4 Jan [1809]",from,Samuel Parr,Osb,"[first line unclear]"
"4 Mar [1809-12]",to,CPB,Osb,"the late Kinnairds Banking House not"
"20 Feb [1809]",from,Thomas Gaisford,Osb,"to Cambridge proceed to your"
"26 Feb [1809]",from,James Ferry,Osb,"On my return from I found your"
"5 Mar [1809]",to,CPB,Svo,"[first line unclear]"
"17 Mar 1809",from,James Ferry,Osb,"to Porson Field and hope you will"
"[Mar 1809]",to,CPB,Osb,"sent all the letters, and hope you will"
"15 Mar [1809]",to,CPB,Osb,"the line will positively close on the subject of"
"18 Mar [1809]",to,CPB,Osb,"This will be brought by your friend, Mr Smith"
"15 Mar [1809]",from,John Young,Osb,"an money about you India parcel and your"
"15 MR [1809] pmk",from,George Beaumont,Osb,"I am very sorry I have been prevented from"
"28 Mar [1809]",to,[John?],Osb,"Dr Charle[s] Burney presents his compsts."
"4 Apr [1809]",from,Peter Paul Dobree,Osb,"The book, from which the inclosed extract was"
"7 Apr [1809]",from,John Young,Osb,"[first line unclear]"
"1 May [1809]",from,Rosette (Rose) Burney to CPB,Osb,"[first line unclear]"
"1 Feb [1809]",to,CPB,Osb,"hurried to Death — Your Mother's"
"1 Feb [1809]",from,CPB,Scot,"the Other Lord you have that which will"
"[Feb 1809]",from,CPB,Osb,"as I am hurried solely. This is"
"6 June [1809]",from,G I Huntingford,Osb,"[first line unclear]"
"8 June [1809]",from,G I Huntingford,Osb,"for my new translations at Farnham, at Rome,"
"10 June [1809]",to,Rosette (Rose) Burney to CPB,Osb,"[first line unclear]"
"19 [10?] 1809 pmk",from,Martin Davy,Osb,"[first line unclear]"
