date,direction,correspondent,repository,first_line
[c 1804],to,CB,Osb,I have now the pleasure to tell you
7 Feb [1804],from,CB,Osb,I hope all your family
8 Apr [1804],to,CB,RM,I have yours and will carefully attend
30 Jun [1804],from,CB,Osb,I am sorry to find
30 Jul [1804],to,FBA,Osb,I shall be very happy to wait on you
[Jul 1804],from,CB,Osb,I thank you for your Friendship
[1804],to,CB,Osb,I have been long meaning to write to you
[1804],from,CB,Osb,I hope by this time you are very well
17 Feb [1804],to,CB,Osb,I am very much obliged [?]
[Feb 1804],from,CB,Osb,I had the pleasure of seeing Mrs Motte [?] before [?]
[1804],to,CB,Osb,You will have heard by this time of
[1804],from,CB,Osb,I was very glad to get your Letter
2 p Jul [1804],to,CB,Osb,I hope to have the pleasure [?] to Dr
[1804],from,CB,Osb,By Providence [?] Library [?] expressions [?] to Miss [?]
[1804],to,CB,Comps,I have my dear Sir the pleasure
16 Aug,from,CB,Osb,I hope you have got your books [?] Riddick [?]
31 p Jun [1804],to,CB,Osb,I have yours and thank you
[1804],from,CB,Osb,I shall be very glad if the weather
16 Apr [1804],to,CB,Osb,Pray [?] nothing [?] has [?] prevented [?] you [?] to Dr
10 Jun [1804],from,CB,Osb,I have your favour which I will
[c 1804],to,CB,Osb,I hope by this time everything
[1804],from,CB,Osb,Having [?] have [?] the pleasure to see
1 Nov [1804],to,CB,Osb,I take the opportunity to tell you
[1804],from,CB,Osb,I am very sorry for the loss of
[1804],to,CB,Osb,I have now been a long time
[1804],from,CB,Osb,I hope your Cambridge situation
[c 1804],to,FBA,Osb,I hope this will find [?] all
[1804],from,CB,Osb,I am much distressed about
1 Jan [1805],to,CB,Osb,I wish you many happy returns
[Jan 1805],from,CB,Osb,I have the pleasure of your kind
1 p Jan [1805],to,CB,Osb,I have your obliging Letter
[1805],from,CB,Osb,I was very glad to hear from you
11 Feb [1805],to,CB,Osb,I have been expecting to hear
[Feb 1805],from,CB,Osb,I am very sorry to say
23 Mar [1805],to,CB,Osb,I have your kind Letter of the
[Mar 1805],from,CB,Osb,I am very glad to hear
20 Apr [1805],to,CB,Osb,I shall be very happy to be of any
[Apr 1805],from,CB,Osb,I hope you are well
[1805],to,CB,Osb,I was so much in the dark as to the body [?] of the
25 May,from,CB,Osb,I have long been wishing to write
27 Chy,to,CB,Osb,I am sorry I was so long
[1805],from,CB,Osb,I was very glad of your
1 Apr,to,CB,Osb,I have been long in your debt
[1805],from,CB,Osb,I am very glad
1 p Mar [1805],to,CB,Osb,I do not recollect any thing
10 p Apr [1805],from,CB,Osb,I was very happy to hear from
[1805],to,CB,Osb,I have now the pleasure to tell
[1805],from,CB,Osb,I have been a long time
9 Apr [1805],to,CB,Osb,I have your favour of the [?] March [?]
[1805],from,CB,Osb,I am very sorry for [?] your [?]
1 Jul [1805],to,CB,Osb,Beaumont [?] for the honour [?]
[1805],from,CB,Osb,I shall be very happy
3 Aug [1805],to,CB,Osb,I have the pleasure to tell you I have been
[1805],from,CB,Osb,I am very glad to hear the good news
10 p Nov,to,CB,Osb,I hope you are all well
[1805],from,CB,Osb,I was very glad to hear from you
[1805],to,CB,Osb,I take the opportunity
[1805],from,CB,Osb,I am glad you have been
14 p Dec,to,CB,Osb,I have been looking a long time
12 Dec [1805],from,CB,Osb,I have been wishing to write
[1805],to,CB,Osb,I was very happy to hear
[1805],from,CB,Wy,I do not know how to thank you
[c 1805],to,CB,Osb,I write this to let you know
[1805],from,CB,Osb,I was very sorry to hear of the loss [?] Duke [?] of
[1805],to,CB,Osb,I am very glad to find
[1805],from,CB,Osb,I shall be very happy to come
1 p Jun [1805],to,CB,Osb,I £120 & £2 [?] do [?]
[1805],from,CB,NYPL (I),I have your favour
[1805],to,CB,Osb,I am sorry not to have
[1805],from,CB,Osb,I was much concerned to hear of
[1805],to,CB,RSA,I am very much obliged
[c 1805],from,CB,Osb,I shall be very glad
[1805],to,CB,NYPL (B),I have your kind Letter
[1805],from,CB,NYPL (B),I shall be very glad to hear
[1805],to,CB,Osb,I am very glad to find that you are
[1805],from,CB,Osb,I have the pleasure of seeing
[1805],to,CB,Osb,I had much pleasure in reading your [?] note [?] and [?] Felmy [?] Perry [?] to
[1805],from,CB,Osb,It would [?] of hearing and [?] our [?] literary industry [?]
[c 1805],to,CB,Osb,I was very glad
[1805],from,CB,Osb,I shall not fail
10 p Jan [1806],to,CB,Osb,I take this [?] Water [?] Paper [?]
[Jan 1806],from,CB,Osb,I was not [?] obliged [?]
[1806],to,CB,Osb,I trust a [?] French & [?] Spanish Creek [?] Oaks [?]
[1806],from,CB,Osb,A very good [?] and [?] a very much [?] pd [?]
[c 1806],to,CB,Osb,I have not been able to find
[1806],from,CB,Osb,I shall be very glad to have
1 p Jun [1806],to,CB,Osb,I intend [?] 1806 [?] that [?] his [?] and [?]
[Jun 1806],from,CB,Osb,I have your favour
[1806],to,CB,Osb,I am very sorry you have been
20 Jun [1806],from,CB,Osb,I was very glad to hear
[1806],to,CB,Osb,I hope you have had the pleasure of
[1806],from,CB,Osb,I shall be glad to have
[1806],to,CB,Osb,I take the opportunity of writing
[1806],from,CB,Osb,I am much obliged
[c 1806],to,CB,Osb,I have been very much alarmed [?]
[1806],from,CB,Osb,I have your very kind
14 Jun [1806],to,CB,Osb,I am very glad to find that you
[1806],from,CB,Osb,I was very sorry to hear
[1806],to,CB,Osb,I have nothing new to tell
[1806],from,CB,Osb,I am very glad to hear
[1806],to,CB,Osb,I take the earliest opportunity to
[1806],from,CB,Osb,I had the pleasure of your kind Letter
15 Jun [1806],to,CB,Comps,I hope this will find you
[1806],from,CB,Osb,I shall be very happy
[1806],to,CB,Osb,I have now the pleasure to
[c 1806],from,CB,Osb,I hope you are quite well by this time
[1806],to,CB,Osb,I am very much obliged
[1806],from,CB,Comps,I was very glad to receive your
1 p Jun [1806],to,CB,Osb,I have the pleasure to tell you
[Jun 1806],from,CB,Osb,I am very glad of it
[1806],to,CB,Osb,I had been [?] M. [?] Bossanget [?] Hood [?]
[1806],from,CB,Osb,I have your Letter
1 Jun,to,CB,Osb,I was not [?] a little [?] surprised
[1806],from,CB,Osb,I am sorry you had so much trouble [?]
[1806],to,CB,Osb,it [?] is not only [?] the Compliment [?]
[c 1806],from,CB,Osb,I shall be very much obliged
[1806],to,CB,Osb,I take the liberty
[1806],from,CB,Osb,I was glad to hear from [?]
[June 1806],to,CB,Comps,I have the pleasure of paying
[1806],from,CB,Osb,Keep dried [?] from Ch. Do [?]
[c 1806],to,CB,Osb,I am sorry to tell you
[1806],from,CB,Comps,I had the pleasure of
1 Jul [1806],to,CB,Osb,I have the pleasure to send you
[Jul 1806],from,CB,Osb,I am glad your examination went [?] well [?]
1 p Oct [1806],to,CB,Osb,I had the pleasure of your kind Letter
[Oct 1806],from,CB,Osb,I am very sorry for the loss
[1806],to,CB,Osb,I now take the opportunity to
[1806],from,CB,Osb,I hope you received
22 Oct,to,CB,Osb,I have your favour and note
[1806],from,CB,Osb,I was very happy to hear
[1806],to,CB,Osb,I have been expecting from day to day
[1806],from,CB,Osb,I am very sorry for the delay of my writing
[c 1806],to,CB,Comps,I have the pleasure of
[1806],from,CB,NYPL (B),I shall be very glad
[1806],to,CB,Osb,I am sorry to say that
[1806],from,CB,NYPL (B),I have your favour and am
[c 1806],to,CB,Osb,I will [?] not delay writing [?]
[1806],from,CB,Osb,I hope you are well
23 Jan,to,CB,Comms,I am much obliged to you for
23 Jan,from,Charles Butler,Osb,I hope Charles [?] Butler [?]
30 Jun,to,CB,Osb,I have your kind favour
[1806],from,CB,Osb,Keep [?] dried [?] from Ch. Do [?]
[1806],to,CB,Comps,I have the pleasure of
1 p Oct [1806],from,CB,Osb,I am very glad of your
[1806],to,CB,Osb,I had been [?] at St Norwood [?] Hood
1 Jul,from,CB,Osb,I was not [?] a little surprised
[1806],to,CB,Osb,I have your kind Letter of the
[1806],from,CB,Osb,I have the pleasure to tell
[c 1807],to,CB,Osb,I have the honour
[1807],from,CB,Osb,I have your very kind Letter and
4 Mar [1807],to,CB,HEH,I am very sorry to be
[Mar 1807],from,CB,Osb,I had not the pleasure
8 Sep [1807],to,CB,Osb,I am very glad to find
[Sep 1807],from,CB,Osb,I had the honour
[1807],to,CB,Osb,Lord [?] Radnor [?] Dublin [?]
[1807],from,CB,Osb,I was very happy to hear
14 Sep [1807],to,CB,Osb,I keep up [?] from Mr Tobin [?]
[1807],from,CB,Osb,I am very sorry for the loss
12 Oct,to,CB,NYPL (B),I have had Spencer [?]
[Oct 1807],from,CB,NYPL (B),I am sorry to hear
[1807],to,CB,Osb,I have your kind Letter
[1807],from,CB,Osb,I shall be glad to hear from you
[c 1807],to,CB,Osb,I was very glad to hear that [?] the honoured [?] had [?] Crescent [?]
[1807],from,CB,Osb,I am very glad to hear that you are well
[1807],to,CB,Osb,I have been very much engaged
[1807],from,CB,Osb,I am very sorry to hear that
[1807],to,CB,Osb,I am very glad to find you are safely returned [?] to Ada [?] had
[1807],from,CB,Osb,I am very glad to hear the news
[1807],to,CB,Osb,I have your kind Letter of the
[1807],from,CB,Osb,I shall be very glad to see
[c 1807],to,CB,Osb,I was very happy to find
[1807],from,CB,Osb,I am very sorry to hear of
27 Oct,to,CB,Osb,I take [?] with some [?] letter [?] I am indeed [?]
[Oct 1807],from,CB,Osb,I have your favour
[1807],to,CB,Osb,I have your kind Letter
[1807],from,CB,Osb,I shall be very glad
22 Jul [1807],to,CB,Osb,I have now the pleasure to say
[Jul 1807],from,CB,NYPL (B),I am very sorry [?]
[1807],to,CB,Osb,I am very much obliged
[1807],from,CB,Osb,I was glad to hear from you
[c 1807],to,CB,Osb,I have the pleasure of writing you
[1807],from,CB,Osb,I am much concerned to hear
[1807],to,CB,Osb,I take the [?] with what [?] letters [?] I am added [?]
[1807],from,CB,Osb,I am very glad to hear
20 Jun [1807],to,CB,NYPL (B),I have your favour
[Jun 1807],from,CB,Osb,I am very much obliged
[1807],to,CB,Osb,I was very sorry to hear
[1807],from,CB,Osb,I am very glad to find
[c 1807],to,CB,NYPL (B),I have been a long time in your debt [?]
27 Oct,from,CB,Osb,I am sorry to say
[1807],to,CB,NYPL (B),I have your Letter and am very sorry [?]
[1807],from,CB,Osb,I have your kind favour and
[1807],to,CB,Osb,I shall be very glad
[1807],from,CB,Osb,I was very glad to hear
[1807],to,CB,Osb,I am much concerned
[1807],from,CB,BM,I have your kind Letter and
6 Nov [1807],to,CB,Osb,I have your favour of the [?] past [?]
[Nov 1807],from,CB,Osb,Everywhere [?] for [?] your path [?]
[1807],to,CB,Osb,I am very sorry
9 p Nov [1807],from,CB,Osb,I have the pleasure
[1807],to,CB,Osb,I was [?] I am [?] I have [?] very thing [?] I
[c 1807],from,CB,Osb,What you say is very true and I
[1807],to,CB,Osb,I have your favour and am
[1807],from,CB,Osb,I shall be very glad
11 Feb [1808],to,CB,Osb,I have your kind Letter and
[Feb 1808],from,CB,Osb,I was glad to hear from
13 Feb,to,CB,Osb,Yours [?] I have received
[Feb 1808],from,CB,Comps,I hope this will find you
28 Feb [1808],to,CB,Osb,I have your obliging favour
[1808],from,CB,Osb,I was very much concerned
13 Feb,to,CB,Osb,I am sorry to hear of the loss [?] of the port [?]
[1808],from,CB,Osb,I have the pleasure
21 p Feb [1808],to,CB,Osb,I shall be very happy
[1808],from,CB,Osb,I am very glad to hear
28 Feb [1808],to,CB,Osb,I take the opportunity to
[1808],from,CB,Osb,I was sorry to hear
[c 1808],to,CB,Osb,I have yours and rejoice to
[1808],from,CB,Osb,I have the pleasure
2 p Jul [1808],to,CB,Osb,I have your very kind Letter
[Jul 1808],from,CB,[Osb] [?],I am very sorry
7 May [1808],to,CB,Osb,I take the opportunity of a frank [?] to tell you
[May 1808],from,CB,Osb,I was very glad
7 p Feb [1808],to,CB,Osb,I have your kind Letter of [?] Dr of you [?] — at [?]
[1808],from,CB,Osb,I have the pleasure to inform you
[1808],to,CB,Osb,I have your kind favour of the [?] past [?]
[1808],from,CB,Osb,I was very glad
1 p Jun [1808],to,CB,Osb,I have yours and am very much
[1808],from,CB,Osb,I am glad to hear that you
2 p Jul [1808],to,CB,[Osb] [?],I have yours [post 1807] [?] and am very much
[1808],from,CB,Osb,I am very sorry to hear
[c 1808],to,CB,Osb,I was very happy to hear from
[1808],from,CB,Osb,I am very glad you have been
14 Mar [1808],to,CB,Osb,I have your favour of the 14th [?]
[Mar 1808],from,CB,Osb,I shall be very much obliged
[1808],to,CB,Osb,I had the pleasure of hearing from you
[1808],from,CB,Osb,I was much concerned to hear
23 Mar [1808],to,CB,Osb,I have your kind Letter and I hope
[1808],from,CB,Osb,I am very glad to hear
[1808],to,CB,Osb,I am very glad to hear the good news
[1808],from,CB,Osb,I have your favour and will
1 p Jun,to,CB,Osb,I had the pleasure of
[1808],from,CB,Osb,I was very happy to hear
[1808],to,CB,Osb,I have been a long time in your debt
[1808],from,CB,Osb,I am very glad to hear that
[c 1808],to,CB,Osb,I have your kind Letter and I am very sorry
[1808],from,CB,Osb,I shall be very glad to hear
11 Feb [1808],to,CB,Osb,I take the first opportunity
[1808],from,CB,Osb,I had the pleasure of your
[1808],to,CB,Osb,I am sorry I cannot yet send
[1808],from,CB,Comps,I have yours and am sorry to find
[1808],to,CB,NYPL (B),I shall be very glad
[1808],from,CB,NYPL (B),I have your kind favour
[c 1808],to,CB,Osb,I have yours and note the
[1808],from,CB,Osb,I am very much concerned
[1808],to,CB,Osb,I am very glad
[1808],from,CB,Osb,I was very glad to hear from you
15 Jan [1808],to,CB,Osb,I have been very long in your debt
[1808],from,CB,Osb,I am very glad to find that
[1808],to,CB,Osb,I have the pleasure to tell you
[1808],from,CB,Osb,I hope this will find you
[c 1808],to,CB,Osb,I take the opportunity of
[1808],from,CB,Osb,I am very sorry that
2 p Jul [1808],to,CB,Osb,I have yours [?] [post 1807] [?]
[1808],from,CB,Osb,I have your favour
[1808],to,CB,Osb,I was much pleased
[1808],from,CB,Osb,I hope your family are all
20 Sep [1808],to,CB,Osb,I have now the pleasure of telling
[Sep 1808],from,CB,Osb,I shall be much obliged
[1808],to,CB,Osb,I am very glad to hear
[1808],from,CB,Osb,It is a long time since I heard
1 Oct [1808],to,CB,Osb,I am very glad to find
[Oct 1808],from,CB,Osb,I had the pleasure of your last
[1808],to,CB,Osb,I have your favour and thank
[1808],from,CB,Osb,I shall be very glad to hear from
28 Nov [1808],to,CB,Osb,I hope you are well
[Nov 1808],from,CB,Osb,I was very sorry to hear
[1808],to,CB,Osb,I have yours and I am very sorry
