date,direction,correspondent,repository,first_line
"2 July [post 1809]",to,Charlotte Harriet,"NYPL(B)",[?]
"15 Mar [1809]",to,Charlotte Harriet,Osb,[?]
"[1808]",to,Charlotte Harriet,Osb,"Burney boys have been defending [?]"
"9 Apr [1809]",to,CB Jr,Osb,[?]
"2 July [1809]",to,Charlotte Harriet,Comyn,[?]
"[6 July 1809]",to,Charlotte Harriet,Osb,[?]
"6 Feb [1809]",to,Charlotte Harriet,PML,[?]
"3 July [1809]",to,Charlotte Harriet,Osb,[?]
"3 Nov [1809]",to,Charlotte Harriet,Osb,[?]
"20 Dec [1809]",to,Charlotte Harriet,Osb,[?]
"7 July [1809]",to,Charlotte Harriet,Osb,[?]
"14 Sept [1809]",to,Charlotte Harriet,Osb,[?]
"4 Oct [1809]",to,Charlotte Harriet,Osb,[?]
"23 Oct [1809]",to,Charlotte Harriet,Osb,[?]
"8 Oct [1809]",to,Charlotte Harriet,Osb,[?]
"20 Nov [1809]",to,Charlotte Harriet,Osb,[?]
"28 Oct [1809]",to,CB Jr,Osb,[?]
"14 Sept [1809]",to,CB Jr,Osb,[?]
"[1809-10]",to,Charlotte Harriet,Osb,[?]
"17 Feb [1810]",to,CB Jr,"Osb (Bod)",[?]
"23 Feb [1810]",to,CB Jr,Osb,[?]
"6 May [1810]",to,Charlotte Harriet,Osb,[?]
"1 Jan [1810]",to,Charlotte Harriet,Osb,[?]
"3 Sept [1810]",to,Charlotte Harriet,Osb,[?]
"30 Oct [1810]",to,Charlotte Harriet,Osb,[?]
"14 Sept [1810]",to,Charlotte Harriet,Osb,[?]
"8 Nov [1810]",to,Charlotte Harriet,Osb,[?]
"5 Oct [1810]",to,Charlotte Harriet,Osb,[?]
"6 Nov [1810]",to,Charlotte Harriet,Osb,[?]
"12 Dec [1810]",to,Charlotte Harriet,Osb,[?]
"25 Sept [1810]",to,Charlotte Harriet,Osb,[?]
"[1810]",to,Charlotte Harriet,BM,[?]
"11 Nov [1810]",to,Charlotte Harriet,"NYPL(B)",[?]
"[1811]",to,Charlotte Harriet,Osb,[?]
"12 Jan [1811]",to,Charlotte Harriet,Osb,[?]
"14 May [1811]",to,Charlotte Harriet,Osb,[?]
"25 May [1811]",to,Charlotte Harriet,Osb,[?]
"[1811]",to,Charlotte Harriet,Osb,[?]
"[22 Feb 1811]",to,Charlotte Harriet,Osb,[?]
"[post 22 Feb 1811]",from,Charlotte Harriet,Osb,[?]
"1 Aug [1812]",to,Charlotte Harriet,Osb,[?]
"17 Aug [1812]",to,Charlotte Harriet,Osb,[?]
"[post 11 Jan 1811]",to,Charlotte Harriet,Osb,[?]
"2 Mar [1812]",to,Charlotte Harriet,Osb,[?]
"[Apr 1813 pmk]",to,Charlotte Harriet,Osb,[?]
"6 July [1812]",to,CB Jr,Osb,"[?] this [?] Earl of Breckon"
"[23 MR 1813 pmk]",to,Charlotte Harriet,Osb,[?]
"6 May [1812]",to,Charlotte Harriet,Osb,[?]
"25 Nov [1812]",to,Charlotte Harriet,Osb,[?]
"[c 1832]",to,Clarissa Marion,BM,"its consequences — if his exchanges are from"
"[1832]",to,[?],"NYPL(B)",[?]
"13 Mar [1833]",from,Robert Southey,PML,"I am very [?]"
"15 May [1835]",from,John Graham,Osb,"I have this day [?] Messrs [?]"
"17 Aug [1835]",from,[?],"NYPL(B)","We [?] beg to inform you that in"
"21 Sept [1835] pmk",from,Clarissa Marion,Bolton,"My friend how did you get to town —"
"[post 21 Sept 1835]",to,Clarissa Marion,"NYPL(B)","Seven [?] how I passed [?]"
"[post 21 Sept 1835]",to,Clarissa Marion,"NYPL(B)","Is your health improving and is your mind"
"12 Oct [1836]",from,George Owen Cambridge,"NYPL(B)","If you are now in London I shall be obliged"
"3 Feb [1836]",from,CTT P Metcalfe,"NYPL(B)","With reference to your letter of the 25th April"
"[1766-71]",to,FB,Osb,"I hope you are well and all friends in and out"
"21 Dec [1768]",to,FB,Osb,"I am very much surprised at never Hearing"
"11 Oct [1769]",to,FB,Osb,"I am very much pleased at your kind answer."
"12 June [1774]",to,FB,Osb,"I came here, My dear Sister, on Monday last,"
"3 May [1778]",to,FB,Osb,"What you are flirting at Mr. Town's, / In linnen."
"[1778-79]",to,[FB],Osb,"I have read Evelina, & like it vastly much. — I"
"[1778-81]",from,Gilbert Gerard,Osb,"Spare your reproaches my dear Burney for"
"31 Mar <1779>",from,Robert Burnside,Osb,"You may think it very well that I do not date"
"8 Mar [1779]",to,SEB,Osb,"of talking of being silent according to the"
"15 Nov [1779]",to,FB,Osb,"I had my heart Collector Fanny"
"[1780]",from,CB,Osb,"not from my heart"
"14 Sept [1780]",to,FB,Osb,"I recd yours — the last Letter"
"16 Sept [1780]",to,FB,Osb,"Memorandum for Gordon"
"18 Sept [1780]",to,CB,Osb,"My dearest Father — as to the stay of"
"23 Oct [1780]",to,FB,Osb,"I always live subject [?]"
"9 Dec [1780]",to,FB,Osb,"I have a new"
"[1780]",to,FB,Osb,[?]
"[1780-81]",to,FB,Osb,"Scandinavische Litteratur Learned"
"21 Jan [1781]",to,FB,Osb,"I am copy catched as my Heart or"
"31 Jan [1781]",to,FB,Osb,"My dear Fanny Paroissiale"
"13 Feb [1781]",to,FB,Osb,[?]
"18 Jan [1781]",to,FB,Osb,"Having gone to Portslade"
"1 Feb [1781]",to,FB,Osb,"I hope"
"[? Feb 1781]",to,FB,Osb,"Mr Woodfall Ogilvy — keep the Family"
"15 Mar [1781]",to,FB,Osb,"I return you your [?]"
"[1781]",to,FB,Osb,"the above William"
"18 Mar [1781]",to,FB,Osb,"Now my good Friend I say for your Letter"
"10 Mar [1788]",to,FB,Osb,"We have this Year been guilty of too long a"
"[1788]",to,FB,Osb,[?]
"[1788]",to,FB,Osb,"Mr Woodfall Ogilvy — keep the Family"
"15 Mar [1788]",to,FB,Osb,"I return you your [?] Letters of [?] match"
"[1788]",to,FB,Osb,"the above sent of the Willan Sessions I"
"18 Mar [1788]",to,FB,Osb,"Now my good Friend I say for your Letter"
"30 June [1788]",from,Gilbert Gerard,Osb,[?]
"[1788]",from,Aberdeen Gordon,Osb,[?]
"4 [? 1788]",to,"FB, SEB, & CLB",Osb,"I am extremely obliged [?]"
"9 Sept [1788]",to,FB,Osb,"To Wigan first but [?]"
"5 Sept [1788]",to,FB,Osb,"I shall hardly be"
"15 Nov [1788]",from,Thomas Twining,Osb,[?]
"20 Dec [1788]",from,Thomas Twining,Osb,[?]
"[1784-85]",to,CB,Osb,"plan of Parliamentary [?]"
"[1784-85]",to,FB,Osb,"justice — to be patronised by you"
"28 Jan [1784]",to,FB,Osb,"the 1st page of the"
"5 Sept [1784]",to,FB,Osb,"I have never repeated from"
"8 Sept [1784]",to,FB,Osb,[?]
"[1784]",to,FB,Osb,"I have been represented by the"
"[1784]",to,FB,Osb,"I have a young wife & an infant [?]"
"5 May [1784]",to,FB,Osb,[?]
"[1784-85]",to,FB,Osb,"Reynold's piece of Art"
"29 JT [post 1784-85]",to,FB,"Osb (AS)","Reynold's piece of art engraved"
"7 Oct [post 1784-85]",to,FB,"Osb (AS)",[?]
"11 Jul [1785]",to,FB,"Osb (AS)",[?]
"6 Oct [1785]",to,FB,"Osb (AS)","I hear they are all concerned with your own"
"1 Feb [1785]",to,FB,Osb,[?]
"13 Jul [1785]",to,FB,Osb,"— if practicable"
"3 Jan [1785]",to,FB,Osb,"to de Brequigny"
"[1785-86]",to,FB,Osb,[?]
"5 Feb [1785]",to,FB,Osb,"I had Vocabulary"
"[1785-86]",to,FB,Osb,"Cambridge this day"
"[1785-86]",to,FB,Osb,[?]
"21 Feb [1786]",to,FB,Osb,[?]
"[pre 7 Mar 1786]",from,Samuel Parr,"Osb (AS)",[?]
"[1785-86]",to,FB,Osb,[?]
"[Oct 1785/6-1788]",to,FB,Osb,[?]
"14 Sept [1786]",to,FB,Osb,[?]
"16 Sept [1786]",to,FB,Osb,[?]
"23 Oct [1786]",to,FB,Osb,[?]
"[1786-87]",to,FB,Osb,[?]
"[1786-91]",to,FB,Osb,[?]
"[1786-87]",to,FB,Osb,[?]
"[1787-92]",to,FB,"Osb (AS)",[?]
"[1786-87]",from,Percival Stockdale,Osb,[?]
"[1786-91]",to,FB,"Osb (AS)",[?]
"[1786-91]",from,William Bewley,"Osb (AS)",[?]
"[1786-91]",to,FB,Osb,[?]
"19 Nov [1787]",to,FB,Osb,"I have had no private"
"13 Dec [1787]",to,FB,Osb,"I find my last must have set you a"
"20 Nov [1787]",from,Thomas Twining,Osb,[?]
"22 Nov [1787]",to,FB,"Osb (AS)",[?]
"[1787]",to,FB,Osb,[?]
"5 Jun [1788]",to,FB,Osb,"I am arriv'd here at an inconvenient time"
"14 Jun [1788]",to,FB,Osb,"I am return'd from my tour & am at present"
"13 Apr [1788]",to,FB,Osb,[?]
"[1789]",to,FB,Osb,[?]
"22 Sept [1789]",to,FB,"Osb (AS)",[?]
"[Oct 1789]",from,George Ashby,Osb,[?]
"11 Oct [1789]",to,FB,"Osb (AS)",[?]
"21 Oct [1789]",from,Humphrey Owen,Osb,[?]
"13 Nov [1789]",from,George Ashby,"Osb (AS)",[?]
"[1789-90]",to,FB,Osb,[?]
"28 Dec [1789]",to,FB,"Osb (AS)","I have just received yr Letter"
"[Jan 1790]",to,FB,Osb,[?]
"5 May [1790]",to,FB,"Osb (AS)",[?]
"[1790]",to,FB,"Osb (AS)",[?]
"[1790]",to,FB,Osb,[?]
"15 Mar [1790]",from,Henry Kett,Osb,[?]
"16 May [1790]",from,Henry Kett,Osb,[?]
"20 May [1790]",from,John [?],Osb,[?]
"23 May [1790]",from,Thomas Twining,Osb,[?]
"24 May [1790]",from,Sir George Baker,"Osb (AS)",[?]
"[1790-91]",to,FB,Osb,[?]
