date,direction,correspondent,repository,first_line
"18 NO 1812 pmk",to,GMAPWaddington,"NYPL(B)","Acheminer [?] I hope, answer the very pretty"
"26 Nov [1812]",from,CBFB,"BM(Bar)","Here I am, to be ready for Marianne, with"
"[Sept-Oct 1812]",to,CB,"NYPL(B)","[?] Pr Np you have no heart — I"
"[?]",to,CPB,"NYPL(B)","N.B. Would it be possible that Alexandras could"
"[Oct 1812]",to,CB,"NYPL(B)","I am this moment setting off for Norbury Park,"
"5 Oct [1812]",from,"Sophia (Thrale) Hoare",draft,"fell to pieces by the embarras not of"
"10 pmk [Dec 1812]",to,M d'A,"NYPL(B)","After having undertaken to finish Clement, I"
"[8 Oct]",to,GMAPWaddington,"NYPL(B)","[?] both who I have seen very lately in"
"10 Dec",to,CB,"NYPL(B)","Two Letters from my dearest dearest — what"
"[c 1 Nov 1812]",to,CB,"NYPL(B)","Fanny, you are Here, & There, & every"
"10 DE 1812 pmk",to,"CBFB & CB Jr","NYPL(B)","My dearest Charlotte what delight"
"1 Nov [1812]",from,"Marianne (Burney) Bourdois","BM(Bar)","for kind, a very delightful letter, dear"
"31 Dec",to,M d'A,"NYPL(B)","How truly I am sorry for you, my dearest"
"[post 4 Nov 1812]",to,M d'A,"NYPL(B)","Ah! mon amie que j'éprouve en ce moment"
"[31 Dec 1812-Feb 1813]",to,M d'A,"NYPL(B)","[?]"
"[Nov 1812]",to,M d'A,"NYPL(B)","best kind Letter with such delight"
"[1813]",to,M d'A,"NYPL(B)","While no Folios procurable to Mortal hands"
"1 Nov [1812]",to,M d'A,"NYPL(B)","I just wish to you — for when are wishes"
"[1812]",from,"Sophia (Thrale) Hoare","BM(Bar)","I shall be so delighted to see you again my dear"
"[Nov 1812]",to,CB,"NYPL(B)","I only saw Lady Crewe, & I wrote to give"
"to CB Jr","[?]","[?]","NYPL(B)","[?]"
"[1812-14]",to,M d'A,"NYPL(B)","Work for your ever kind zeal, my dearest"
"14 NO 1812 pmk",to,M d'A,"NYPL(B)","[?]"
"[1812-14]",from,GMAPWaddington,"BM(Bar)","[?]"
"[17] Nov",to,CB,"NYPL(B)","as you as often as I think of you, my"
"[1812-15]",to,M d'A,"NYPL(B)","no long awaited & eventful termination."
"[post 1812]",to,JB,"NYPL(B)","if you have not already made Sarah act, let"
"[post 1812]",from,GMAPWaddington,McG,"[?]"
"[post 1813]",from,[Princess],"NYPL(B)","I long to improve my acquaintance with Your"
"[post 1812]",from,"Marie de Maisonneuve","NYPL(B)","dans ou peu de tristesse — Avez-vous vu à"
"13 Jan",to,M d'A,"NYPL(B)","[?]"
"[20 Feb 1813]",to,"Queen Charlotte",draft,"With all the long experience of your Majesty's"
"14 JA 1813 pmk",to,CB,"NYPL(B)","continued effect of your promoted"
"[Feb 1813]",to,M d'A,"NYPL(B)","[?]"
"25 Jan",to,M d'A,Osb,"[?]"
"3 Mar",to,M d'A,"NYPL(B)","from Charlotte Beckerdorff"
"[25-26 Jan 1813]",to,M d'A,Comyn,"Madame d'Arblay intese Mr. Lavendes thanks"
"to Queen Charlotte","[?]","[?]","NYPL(B)","The truly Federal of your Majesty's"
"26 Jan",to,M d'A,"NYPL(B)","you have led out no to me of coming hitherto."
"[c 6 Mar 1813]",from,"Frederica Locke",Comyn,"my doubly loved Friend I have"
"[30 Jan 1813]",to,M d'A,"BM(Bar)","you now want to write a very private Letter"
"to CB Jr","[?]","[?]","NYPL(B)","for your Worship! I most heartily"
"[30 Jan 1813]",to,M d'A,Comyn,"my dearest Padre would allow of but one"
"10 MR 1813 pmk",to,M d'A,"NYPL(B)","Publish in some rosaces, my dear Charlotte, not"
"9 FE 1813 pmk",to,M d'A,"NYPL(B)","Your dear & kind invitation, my dearest Padre,"
"16 Mar [1813]",to,M d'A,"NYPL(B)","How will my Kindest Father rejoice for"
"11 Feb",to,"Queen Charlotte","NYPL(B)","The Atonement, the delight the gratitude"
"16 Mar 1813",draft,to,M d'A,"NYPL(B)"
"[16 Feb 1813]",to,CB Jr,Osb,"A desire to return Lord Hood's"
"18 Mar",to,M d'A,"NYPL(B)","[?]"
"19 Feb",to,M d'A,"NYPL(B)","Avec condolences ses Compliments to"
"19 Mar",to,M d'A,"NYPL(B)","[?]"
"19 Feb",from,"Charlotte (Broome) Francis",draft,"from Dorothea (Settemere) Fisher"
"19 Feb",from,"Charlotte Beckerdorff","NYPL(B)","[?]"
"22 MR 1813 pmk",to,M d'A,"NYPL(B)","from Charlotte Bourdois derniere pour"
"22 FE 1813 pmk",to,M d'A,"NYPL(B)","What can my means — my kindest"
"to GG Jr","[?]","[?]","NYPL(B)","seize me make use — than which nothing can"
"[post 23 Feb 1813]",to,CB,"NYPL(B)","it all the buildings that have"
"30 Mar",to,CB,"NYPL(B)","I long for some news of my most dear Padre, &"
"1 Apr",to,CB,Osb,"May I be bold"
"2 Apr",to,M d'A,"NYPL(B)","Finishing your Letter, my dear"
"2 AP 1813",to,M d'A,Osb,"[?]"
"1 Apr",to,M d'A,"NYPL(B)","your better copy is dtto or two of"
"4 Apr",to,M d'A,"NYPL(B)","je n'ai manquée de presenter Votre lettre"
"1 Apr [1813]",to,M d'A,"NYPL(B)","I am very good & so kind as to say that"
"7 Apr [1813]",from,"Mary (Danby), Countess of Har-","NYPL(B)","[?]"
"[c 12 May 1813]",to,M d'A,"NYPL(B)","I am not come from Chelsea where I hoped to"
"[13 Apr 1813]",to,M d'A,"BM(Bar)","from lettrice Marie Robl, comme de Coly"
"[c 18 1813]",to,M d'A,McG,"I come for you, which"
"30 Apr [1813]",to,GMAPWaddington,"NYPL(B)","my dearest Mary! — kind, cruel —"
"[post 14 Oct 1813]",to,M d'A,"NYPL(B)","[?]"
"1 Apr [1813] pmk",to,M d'A,mutilated,"NYPL(B)"
"28 Oct",from,M d'A,"NYPL(B)","cette inquietude me rend ma sante mi chere"
"[1 May 1813]",to,M d'A,"NYPL(B)","My beloved Father he started to receive"
"30 Oct [1813]",to,M d'A,"NYPL(B)","I have a joy so great, my dearest Padre, that I"
"20 May",to,M d'A,"NYPL(B)","but welcome & truly satisfaction"
"[post 1813]",from,"Frederica Locke","NYPL(B)","[?]"
"[post 14 May 1813]",to,M d'A,"NYPL(B)","truly my dearest Mary? — are you"
"1 Nov [1813]",to,M d'A,"NYPL(B)","I will not tell my beloved Friend how I"
"from Maria Edgeworth","[?]","[?]","NYPL(B)","if a Miss Edgeworth were flattered"
"3 Sept 1813",to,M d'A,"NYPL(B)","Nothing was ever more opportune, my dearest"
"23 Nov",to,M d'A,"NYPL(B)","Je viens de requerir des Ordres de la Reine de"
"6 Sept",to,M d'A,Osb,"[?]"
"2 Dec [1813]",from,"Mary (Danby), Countess of Har-","BM(Bar)","I have indeed been long in hopes & expectation"
"[pre 12 Sept 1813]",to,M d'A,PML,"[?]"
"6 Dec pmk 1813",to,CB Jr,"NYPL(B)","This is the very first moment I am able to wish"
"[pre 5 Sept 1813]",to,GMAPWaddington,"NYPL(B)","Your Letter, dearest Mary, has fallen"
"8 Sept [1813]",to,M d'A,"NYPL(B)","from your attack, my dearest"
"[post 8 Sept 1813]",to,CB Jr,"NYPL(B)","I love three but for a word to my dearest"
"23 Sept",to,M d'A,"NYPL(B)","with CBFB to CB [14 July 1813]"
"30 Sept",to,M d'A,"NYPL(B)","en Ordres de la Reine de"
"12 Oct",to,M d'A,"NYPL(B)","My most dear Padre will, I am sure,"
"14 Oct",to,M d'A,"NYPL(B)","[?]"
"[post 9 Dec 1813]",to,M d'A,"NYPL(B)","also partial copy mutilated 1815"
"[post 8 1813]",to,M d'A,"NYPL(B)","it will be more cautious for, or would certainly"
"30 Dec",to,"Sarah (Payne) Burney","NYPL(B)","I am quite anxious for news of my dear Brother."
"[1 DM 1813]",to,M d'A,"NYPL(B)","[?]"
"Dec",to,M d'A,PML,"Quelle prise ma chere Fanny — et il faut"
"[1813]",from,"Frederica Locke","NYPL(B)","how is my poor"
"5 pmk [1813]",to,M d'A,"NYPL(B)","from Marie de Maisonneuve"
"[1813]",to,GMAPWaddington,"NYPL(B)","let me n'a pas qu'ici incomparables been chere"
"[1813-17]",from,"Princess [Elizabeth]","NYPL(B)","in how delightful but do come to dinner; You"
"[4 Jan]",to,"CBFB & CB Jr","NYPL(B)","in this was only the best —"
"[4 Jan]",to,CB Jr,"NYPL(B)","in Spa, according to his own intimation, of"
"5 JA 1814 pmk",to,CBFB,"NYPL(B)","Alas my dearest Charlotte — what — what"
"[c 1814]",to,M d'A,"NYPL(B)","with the with only the little word I have"
"22 FE 1814 pmk",to,M d'A,"NYPL(B)","D[o]ry certainly judged right, my dear"
"Feb",to,M d'A,"NYPL(B)","Altho' Sr L MacK attacked Mr Burke on the"
"2 Mar",from,"Lady Keith","BM(Bar)","Lady Burke's best Compts to Madr d'Arblay"
"2 pmk [misdated 3] Mar",to,GMAPWaddington,"NYPL(B)","Your Letter fills me with horror,"
"7 Mar",to,M d'A,Comyn,"Madame d'Arblay acquaints Messrs. Longman"
"7 Mar pmk 1814",from,"Harriet (Collins) de Boieville","NYPL(B)","Can it be that such feelings as you describe in"
"19 Mar",copy,to,"Frederica Locke","NYPL(B)","I hasten to impart to my kind & most"
"21 Mar",to,JB,PML,"It disagrees with me to refuse you any thing;"
"5 Mar",to,M d'A,"NYPL(B)","Dieu membrhe d'une crise si"
"[1 Mar-2 Apr]",to,M d'A,"NYPL(B)","[?]"
"14 Apr",to,"M d'A (L)","NYPL(B)","[?]"
"[post 22 Mar 1814]",to,CBFB,"NYPL(B)","since I have written — at least"
"14 Apr",to,M d'A,"NYPL(B)","amusements"
"[20 Mar] pmk",to,M d'A,"NYPL(B)","I cannot my Dear Madme, Dubley [?] who"
"15-17 Apr",to,M d'A,"NYPL(B)","[?]"
"20 Mar pmk",to,M d'A,refine,"chère consolation post me retard"
"[post 17 Apr 1814]",to,M d'A,"NYPL(B)","I Gotte, ma chère Fanny, chère Madame"
"20 Apr",from,M d'A,"BM(Bar)","My ever beloved Mme d'Arblay Though"
"20 Apr 1814",to,M d'A,"NYPL(B)","I must write one line dear Madming"
"[post 20 Apr 1814]",from,M d'A,"NYPL(B)","from the Drawing room fills me with"
"[21 Apr 1814]",from,"Lady Crewe","NYPL(B)","The [?] — d'Aguesseau wretches in my"
"25 Aug",from,"Cassandra (Leigh) Cooke","BM(Bar)","Broome must forgive me, but not"
"27 Aug",from,"Maria (Allen) Rishton","BM(Bar)","[?]"
"from Emilia & Frances Waddington","[?]","[?]","NYPL(B)","[?]"
"25-27 Apr",to,M d'A,"NYPL(B)","[?]"
"25 Apr",to,M d'A,"NYPL(B)","I know, my beloved Friend — to enjoy all I"
"20 Apr [1814]",to,M d'A,"NYPL(B)","The joy & the sadness that mix in all she"
"[c 7 Apr 1814]",to,M d'A,"NYPL(B)","there — walking once strolling in Hyde Park"
"25 Apr",copy,to,M d'A,"NYPL(B)","Oui, chère Madme, je vous dois de ce Pan"
"[pre 25 Apr 1814]",from,"Marquise de Lally-Tollendal","NYPL(B)","[?]"
"20 Apr [1814]",from,"Eleonore, princesse d'Henin","NYPL(B)","chère madame ne parlons plus de nos"
"[pre 25 Apr 1814]",to,GMAPWaddington,"NYPL(B)","Alas my dear farewell but too precipitate"
"14 Apr",to,M d'A,"NYPL(B)","The Sweet Amitie has just sent me word that"
"8 Apr",to,M d'A,"NYPL(B)","[?]"
"[20 Apr]",to,M d'A,"NYPL(B)","from Mary (Danby), Countess of Har."
"20 May",to,M d'A,"NYPL(B)","What a kindness — what a delicious kindness"
"30 May 1814",from,"Frederica Locke","NYPL(B)","A dearest Kindness what my dearly loved Friend for"
"30 May [1814]",from,"Amelia (Locke) Angerstein","NYPL(B)","Also MA and my dearest Mrs d'Arblay"
"[May 1814]",to,"Martin Charles Burney",PML,"if no one can devise or propose will"
"[May 1814]",from,"Amelia (Locke) Angerstein","NYPL(B)","Mrs d'Arblay's kind"
"[May 1814]",from,"Amelia (Locke) Angerstein","NYPL(B)","[?]"
"[May 1814]",from,"Amelia (Locke) Angerstein","NYPL(B)","[?]"
"15 FF 1814 pmk",to,M d'A,"NYPL(B)","[?]"
"from Charles-Emanuel-Sigismond, duc",to,M d'A,PML,"de Fitzjames d'Estuerago avec empressement &"
"[May 1814]",from,M d'A,"NYPL(B)","[?]"
"de Monerville",to,M d'A,PRO,"de Votre tender interet pour"
"17 May draft",to,M d'A,"BM(Bar)","p 6.3 x 3.7"
"[May 1814]",from,M d'A,"NYPL(B)","[?]"
"p 6.3 x 3.7",to,"Frederica Locke","BM(Bar)","I [?] a MA it was Setting off"
"[May 1814]",from,M d'A,"NYPL(B)","I am extremely sorry that James declines"
"[1 May 1814]",from,"Amelia (Locke) Angerstein","NYPL(B)","or my feeling whole swelling it almost"
"3 May",copy,to,"Frederica Locke","NYPL(B)","is Bonne — is Me this Letter? & from"
"[1 May 1814]",to,M d'A,"NYPL(B)","Coqs de fille de M de la Chloe / Je vous"
"1 May 1814",from,M d'A,"NYPL(B)","[?]"
"8 May",to,M d'A,"NYPL(B)","yet I sit less a moment is assuring my ever"
"[May 1814]",to,M d'A,"NYPL(B)","en est revenir en six heures, sans dire malade"
"3 May [1814]",from,"Amelia (Locke) Angerstein","NYPL(B)","[?]"
"[May 1814]",from,"Amelia (Locke) Angerstein","NYPL(B)","[?]"
"[28 Apr]",to,M d'A,"NYPL(B)","my kindest Charlotte will be well delighted"
"[Apr]",to,M d'A,"NYPL(B)","by Frederica Locke: the best —"
"30 May 1814",to,M d'A,"NYPL(B)","[?]"
"[May 1814]",from,M d'A,"NYPL(B)","[?]"
"[May-June 1814]",from,"London (Harvey), Countess of","NYPL(B)","I rec'd your letter just as I was"
"1 June",to,M d'A,"NYPL(B)","[?]"
"[May 1814]",from,M d'A,"NYPL(B)","[?]"
"1 June 1814",to,CBFB,"NYPL(B)","I am very — so occupied, as well as we and have"
"29 May",to,M d'A,"NYPL(B)","[?]"
"to [Charlotte] Beckerdorff","[?]","[?]",Schol[?],"[?]"
"3 June 1814",to,GMAPWaddington,"NYPL(B)","I could not not have been angry, I am"
"7 JU 1814 pmk",to,JB,"NYPL(B)","I remain gladly have adopted provisionally, the"
"[7 June 1814]",to,M d'A,"NYPL(B)","My dearly loved Friend, I was preparing to"
"[pre 5 June 1814]",from,"Frederica Locke","NYPL(B)","[?]"
"from Sophie Innequier [?]","[?]","[?]","NYPL(B)","Sophie [?] is coming to the Quarters."
"9 June",to,M d'A,"NYPL(B)","a line yet from Paris! — how does the"
"13 June",from,M d'A,"NYPL(B)","I can write but to [sic] or three words my dear"
"13 July",to,M d'A,"NYPL(B)","Yesterday I received my 2r. Letter[s] of the"
"14 July",to,M d'A,"NYPL(B)","I fear it not with what trepidation I must"
"15 JY 1814 pmk",to,CBFB,"NYPL(B)","How ecstatic is this evening, my dearest"
"17 July",from,M d'A,"NYPL(B)","Ma charmante, mon adorable amie, par la te"
"19 July",from,"Frederica Locke","NYPL(B)","My most dear Friend, yesterday I had the"
"[20 July]",from,"Cecilia (Ogilvie) Locke","BM(Bar)","I should [never] have acknowledged"
"23-26 July",from,M d'A,"NYPL(B)","[?]"
"2(c)-25 July [1814]",to,M d'A,"NYPL(B)","Apporter what have your letters"
"July",copy,to,"Frederica Locke","NYPL(B)","[?]"
"1 Aug",to,M d'A,"NYPL(B)","I enclose you the Letter of Made le Comtesse"
"[10 Aug 1814]",from,M d'A,"NYPL(B)","ah, Mon ami with what miter sensation of"
"15 Aug",to,M d'A,"NYPL(B)","Easily je compter, mais bons bien ami! je sens le"
"10 Aug",to,M d'A,"NYPL(B)","Depuis quelques jours, ma chere amie, il"
"20 Aug",from,M d'A,"NYPL(B)","Depuis quelques jours, ma chere Fanny, je"
"[11 July-28 Aug]",from,M d'A,"NYPL(B)","[?]"
"[1814]",to,M d'A,"NYPL(B)","I set out with what miter sensation of"
"5 Aug [1814]",to,M d'A,"NYPL(B)","[?]"
"14 Aug [1814]",to,M d'A,"NYPL(B)","I thank you for vous de heartre la lite stele"
"[6 Sept 1814]",to,M d'A,"NYPL(B)","she has written me a dagger [?]"
"[14 Oct]",to,CB Jr,"NYPL(B)","14 Oct"
"[post 18 Oct 1814]",from,"Princess (Waddington) Bunsen","NYPL(B)","from Emilie, marquise de Tran-"
"14 Oct",to,M d'A,"NYPL(B)","[?]"
"[post 15 Oct 1814 pmk]",to,GMAPWaddington,"NYPL(B)","[?]"
"[1814]",to,M d'A,"NYPL(B)","followed your counsel, my dearest"
"[Sept-Oct 1814]",to,M d'A,"NYPL(B)","1st My try Alex delightens me to death!"
"[Oct 1814]",to,M d'A,"NYPL(B)","in proof about the Beau[?] vont[?] L—"
"2 OC 1814 pmk",to,M d'A,"NYPL(B)","I thank you cordially for your hospitable."
"28 [Oct 1814]",to,M d'A,"NYPL(B)","O Ma pauvre amie que je suis faché de"
"from AA","[?]","[?]","NYPL(B)","[?]"
"1 Nov 1814",to,M d'A,"NYPL(B)","I suppose you have quitted Richmond"
"from Princess Elizabeth","[?]","[?]","NYPL(B)","I come with this note to enclose"
"[pre 15 Dec 1814]",to,CBFB,Osb,"Apropos, my dearest Charlotte, & use — from"
"3 NO 1814 pmk",to,M d'A,Osb,"A delicious cold has decided M. d'Arblay not to"
"1 Dec",from,"Ann (Astley) Agnew","BM(Bar)","[?]"
"[pre 15 Dec 1814]",copy,to,"Princess Elizabeth","NYPL(B)","This boy has been condemned upon me by the"
"15 [1814]",to,"Princess Elizabeth","NYPL(B)","[?]"
"15 Dec",to,"Princess Elizabeth","NYPL(B)","[?]"
"25 Dec",from,"Princess Elizabeth","NYPL(B)","This morning I received Your very delightful"
"also",copy,to,M d'A,"BM(Bar)","[?]"
"3 Jan-10 Feb",to,M d'A,"NYPL(B)","with M d'A to AA"
"[18 Mar 1815]",from,M d'A,"NYPL(B)","Les torrents qui ont parcouroient"
"11 Jan-8 Feb",to,M d'A,"NYPL(B)","[?]"
"[19 Mar 1815]",to,M d'A,"NYPL(B)","Mon chere ami tant peutduit je me plait"
"11 Jan",copy,to,"Princess Elizabeth","BM(Bar)","[?]"
"1 Apr",to,M d'A,"NYPL(B)","from Mme Brother I have just seen in an"
"[Jan-Feb 1815]",to,M d'A,PML,"'Pour quoi voulez tu send?' and my"
"23-26 Mar",to,M d'A,"NYPL(B)","All blundered — will not even this calamitous"
"[1 Feb 1815]",to,M d'A,"NYPL(B)","la raison est lassee, mon excellente"
"23-31 Mar",to,"Princess Elizabeth","BM(Bar)","What a dreadful & afflicting account"
"[11 Feb-July 1815]",to,M d'A,"NYPL(B)","Journal (written down in 1825)"
"27 Mar [1815]",to,CBFB,"NYPL(B)","When I receive the blessed tidings that"
"20 Feb 1815",to,M d'A,"NYPL(B)","fusing bubble — or bangle — very long"
"27 Mar",to,M d'A,PML,"of another Charles — I would not write."
"20 Feb",copy,to,M d'A,"NYPL(B)","in Journal [20 Feb 1815]"
"27-29 Mar",to,M d'A,"NYPL(B)","I know not whether my poor Alex has"
"2 FE 1815 pmk",to,M d'A,"NYPL(B)","How repeatedly kind was my ever kindest"
"30 Mar",to,M d'A,"NYPL(B)","Oh mon ami! Mon ami! — je siens de le"
"4 FV 1815 pmk",to,CB,Osb,"as I sat your hue library, my dear"
"30 Mar",to,M d'A,"NYPL(B)","The forgiving — at this moment — in defence"
"[?]",to,M d'A,"NYPL(B)","I ai bien d'A, et hors, ma chere et bon"
"31 Mar [1815]",to,M d'A,"NYPL(B)","je suis en a sauce barre, et je pourrais savoir"
"17 Mar [1815]",from,M d'A,"NYPL(B)","[?]"
"[Mar-June 1815]",to,M d'A,"NYPL(B)","[?]"
"13 AP 1815 pmk",to,M d'A,"NYPL(B)","[?]"
"15 Apr 1815",to,CBFB,"NYPL(B)","some pangs passed into my aching breast"
"[Apr 1815]",to,M d'A,"NYPL(B)","from Princess heart"
"2 June [1815]",to,M d'A,"NYPL(B)","June 2r Somebody's letters have reached"
"3-4 June",to,M d'A,"NYPL(B)","Hélas! ma bon chere amie! mon desira de mes"
"5 June",to,M d'A,"NYPL(B)","from Princess Elizabeth"
"4-5 June",to,M d'A,"NYPL(B)","A letter is begun & will be continued at the"
"7 June",to,M d'A,"NYPL(B)","I have so much to say, I must take my largest"
"[8-11 June 1815]",to,M d'A,"NYPL(B)","from M d'A plus fy réflechis, plus je me"
"[?]",to,M d'A,"NYPL(B)","apposite a letter against my own [?] justification"
"[?]",from,M d'A,"NYPL(B)","pardonne de toi ma chere, chere, et"
"[10 Princess 1815]",to,"Princess Elizabeth","NYPL(B)","[?]"
"[10-30 June 1815]",to,M d'A,"NYPL(B)","[?]"
"28 May",to,M d'A,"NYPL(B)","[?]"
"29-30 May",to,M d'A,"NYPL(B)","I covered & will not refrain myself the prospect"
"29 May",draft,to,"Princess Elizabeth","NYPL(B)","Alt, that some good Censor set, after"
"29 May-4 June",to,M d'A,"NYPL(B)","I am so much struck with The Declaration"
"1 June",to,M d'A,"NYPL(B)","je t'écris ma chere bonne amie de chez la"
"25-30 June",to,M d'A,"NYPL(B)","[?]"
"30 June",to,M d'A,"NYPL(B)","[?]"
"[1 July 1815]",from,M d'A,"NYPL(B)","ah on en sommers qu'à 10 lieues"
"29 June",to,M d'A,"NYPL(B)","We Whigs to answer is person the 2 sub-"
"1 July",to,M d'A,"NYPL(B)","[?]"
"[1 July 1815]",from,M d'A,"NYPL(B)","a word but marched by my"
"1 July",to,M d'A,"NYPL(B)","as I cannot & will not put parroissois to"
"[1 July 1815]",from,M d'A,"NYPL(B)","en Promised voici, mon Fanny, the sort"
"1-3 July",to,M d'A,"NYPL(B)","I have long meant to write to my ever then"
"[post July 1815]",from,M d'A,"NYPL(B)","[?]"
"3 July",to,M d'A,"NYPL(B)","that answer to seconde lettre."
"[1 July 1815]",to,M d'A,"NYPL(B)","[?]"
"3-4 July",to,M d'A,"NYPL(B)","For the Universe I would not add to your"
"3 July [1815]",to,GMAPWaddington,"NYPL(B)","How truly am I thankful — though not to you"
"3 July",to,M d'A,"NYPL(B)","Here a little that my ever dear Mary can this so"
"3 July",to,AA,"NYPL(B)","Another Letter from you dear Alex."
"6 July",to,M d'A,"NYPL(B)","Mon ami! mon Cher ami! what joy! what"
"8 July [1815]",to,M d'A,"NYPL(B)","du bonheur, mon ami —"
"[6-8 July 1815]",to,M d'A,"NYPL(B)","Quer fasse la phrase suivante, ma chere amie."
"10 July",to,M d'A,McG,"Congratulations can never, I ween, be out of"
"[?]",with,"CBI & CB Jr","NYPL(B)","by our Alex's Letter, written to connect with"
"29-30 June",to,M d'A,"NYPL(B)","O Cette chère Treves! — Treves [amie]"
"30 June [1815]",to,M d'A,"NYPL(B)","Nous avons eu tant d'alertes, les armes ont [?]"
"[?]",to,M d'A,"NYPL(B)","[?]"
"8 June",to,M d'A,"NYPL(B)","[?]"
"9 June [1815]",from,"Amédée, duc de Duras","BM(Bar)","Cher mon ami — qu'être vous devenus"
"1 July",to,M d'A,"NYPL(B)","[?]"
"[July 1815]",to,JB,"NYPL(B)","[?]"
"4 July",to,M d'A,"NYPL(B)","in Bourgeois occ"
"8 July",to,M d'A,"NYPL(B)","la adorable Fanny! Si je ne suis pas"
"10 July",to,M d'A,"NYPL(B)","is opportunity offering & send my beloved"
"11-22 June",to,M d'A,"NYPL(B)","Ah What — what dreadful times are"
"[10 July 1815]",to,GMAPWaddington,"NYPL(B)","[?]"
"13 June",to,M d'A,"NYPL(B)","Ever did I will no [?] parsonage"
"[July-Oct 1815]",to,M d'A,"NYPL(B)","Journal [written down Sept 1824-19"
"14-16 June",to,M d'A,"NYPL(B)","I feel now a favourite desire of the best"
"16-30 June",to,M d'A,"NYPL(B)","Parions lui baisser, main je me sais"
"7 July",to,M d'A,"NYPL(B)","la Oh, chere Fanny, arrive, arrive"
"8-9 log",to,M d'A,Osb,"I am a fortday here, on a visit to dear Aunt"
"17 June [1815]",to,M d'A,"NYPL(B)","[?]"
"[8 Aug]",to,M d'A,"NYPL(B)","I so stand, and see, I thank God! In vain,"
"18-22 June",to,M d'A,"NYPL(B)","[?]"
"[Aug] [misdated] App",copy,to,LB,"NYPL(B)"
"4-30 Sept",to,M d'A,"NYPL(B)","[?]"
"[post Aug 1815]",to,M d'A,"NYPL(B)","Vous m'avez demandée, Mon ami, avez tant"
"26 Sept 1815",to,M d'A,"NYPL(B)","je réçois avec reconnaissance ma chere madame"
"27 Sept-3 Oct",to,M d'A,"NYPL(B)","My first dear Charlotte will, I know, pardon"
"1 Oct",copy,to,"Frederica Locke & Amelia (Locke) Angerstein","NYPL(B)","Last week, my ever dear Friends, we arrived"
"18 Oct",from,"Mme de la Grange","NYPL(B)","[?] ma timable amie que vous êtes"
"19 Oct",to,M d'A,"NYPL(B)","We [?] just arrived"
"20 Oct",to,CBFB,"NYPL(B)","[?]"
"23 Oct-29 Nov",to,M d'A,"NYPL(B)","My dearest Charlotte will I am sure bless the"
"23 OC 1815 pmk",to,CB Jr,"NYPL(B)","Of dearest Charlotte [?] [?] omnes make peace with"
"31 Oct",to,M d'A,"NYPL(B)","from Marie de Maisonneuve"
"1 Nov",to,M d'A,Osb,"I have just seen Mr. Chapman, who"
"12 Nov",to,M d'A,"NYPL(B)","I received your letter this morning dear"
"[post] Nov 1815",to,CB Jr,Osb,"[?]"
"23 pmk Nov 1815",to,CB Jr,"NYPL(B)","from Marianne (Burney) Bourdois"
"[post 1815]",copy extract,to,"Princess Elizabeth","NYPL(B)","a novel said to be by the Author of Waverly"
"[1815-18]",from,"Charlotte (Jerningham) Bedingfeld","NYPL(B)","[?]"
