date,direction,correspondent,repository,first_line
"[24 Sept 1783]",to,SBP,NYPL(B),"My dear darlings! --"
"[26 Sept 1783]",to,SBP,NYPL(B),"a use forced to change this way, but do we"
"3 Oct [1783]",to,SBP,NYPL(B),"my Susy how I miss you alreadys"
"[pre 8 Oct 1783]",from,HLTP,NYPL(B),"if I might I can tell you my Came last"
"[11 Oct 1783]",from,HLTP,NYPL(B),"All you say in your last Letter my dearest"
"25 Oct [1783]",from,HLTP,NYPL(B),"What would you have my sweetest Soul suffer"
"28 Oct [1783]",to,SBP,NYPL(B),"I sent one Letter to you, from [?]"
"31 Oct [1783]",from,Frances Brooke,NYPL(B),"I shan't wonder indeed if you are rejoicing"
"1 Nov [1783]",from,HLTP,NYPL(B),"If you knew the Agonies of my Soul would"
"6 Nov [1783]",from,HLTP,NYPL(B),"I dreamed Last Night you were"
"9 Nov [1783]",from,Gasparo Pacchierotti,Osb,"Last I should know definitely feel the courage of"
"11 Nov [1783]",from,HLTP,NYPL(B),"How I yearn these dear with me dearest Burney!"
"16 Nov [1783]",to,SBP,NYPL(B),"To I Dearest Burney who are the miner, and I"
"18-22 Nov [1783]",to,SBP,NYPL(B),"Wednesday, Nov 19 I received a Letter"
"19 Nov [1783]",from,Samuel Johnson,NYPL(B),"You have been at home a long time and I have"
"11 Dec [1783]",from,Hester (Mulso) Chapone,BM(Bar),"Now Miss Alice [?] can you offer <fr>on"
"12 Dec [1783]",to,SBP,NYPL(B),"Friday, Dec. 12, continued. I had the happiness"
"13 Dec [1783]",to,SBP,NYPL(B),"in the midst of this, -- how"
"17-19 Dec [1783]",mutilated,SBP,NYPL(B),"with Dr. Johnson, who indeed is"
"[20]-23 Dec [1783]",to,SBP,NYPL(B),"At night I went to the Opera, / M[utila]ted"
"26 Dec [1783]",to,SBP,NYPL(B),"Friday -- Dec. 26th, I had a double"
"27[-30] Dec [1783]",to,SBP,NYPL(B),"contradict Yet I must think had -- [?] at that very"
"30 Dec [1783]",to,SBP,NYPL(B),"I went afterwards, by long appointment,"
"30 Dec [1783]",from,HLTP,NYPL(B),"I thank you for your Letter sweetest Burney,"
"[Dec 1783]",to,SBP,NYPL(B),"I at last I saw his own Face almost convulsed"
"[Dec 1783]",from,HLTP,NYPL(B),"Yes my Dearest, I shall love you to the last"
"[Dec 1783]",from,HLTP,NYPL(B),"I could not if I could, & God knows I take"
"[Dec 1783]",from,HLTP,NYPL(B),"You are our delightful Creatures, & always"
"[1783]",to,SBP,NYPL(B),"we going to congratulate him upon the Earl a"
"[1783]",to,Frances Brooke,NYPL(B),"I should too more have waited upon you, my"
"[1783]",from,HLTP,NYPL(B),"I am I say to you, Dearest Madam, but"
"[1783]",to,SBP,NYPL(B),"I gave my heart & soul; went of brieze"
"[1783]",from,Mary (Hamilton) Dickenson,BM(Bar),"I must fear to say I shall be"
"[1783]",from,Margaret Duchess of Portland,NYPL(B),"If my Dearest Burney will like to go to the"
"[1783]",from,Maria (Allen) Rishton,NYPL(B),"I have to Congratulate you all on the"
"[1783]",from,Maria (Allen) Rishton,NYPL(B),"that I lose bound too or those whom they"
"[1783?]",from,Elizabeth (Vesey) Handcock,NYPL(B),"My Mind I did dear sat last Night God"
"9 Feb 178[3-5]",to,Rosette (Rose) Burney,NYPL(B),"the condition with which you have been"
"[1783-86]",to,Rosette (Rose) Burney,NYPL(B),"I hope, my dear Mrs. Burney, you are"
"[1783-85?]",to,SBP,NYPL(B),"I cried, I cried, I, who last meh"
"[1783-87]",to,Rosette (Rose) Burney,Osb,"know well my dear Rosette, I have viewed"
"[1783-86]",to,SBP,NYPL(B),"Yes it Tis, he's again talked to me of George"
"[1783-86?]",to,SBP,NYPL(B),"Mr Mr. C. was actually at Twickenham,"
"[1783-86]",to,[SBP],NYPL(B),"My! & I old jealousy, said he,"
"[1783-86]",to,SBP,NYPL(B),"and went as she walked away, Mr. G. C."
"[1783-86]",to,SBP,NYPL(B),"Mr. Cambridge, lowering his voice"
"[1783-86]",to,SBP,NYPL(B),"your visit. How did you find the Roads?"
"[pre 1784]",to,HLTP & FB,NYPL(B),"Mrs & Miss Harriet Bowdler present their"
"[pre 1784]",from,Sophia Byron,NYPL(B),"I shall be happy to see Dear Miss Burney at the"
"[1784]",from,Susannah Dobson,Comyn,"a bit green punk [?]"
"[1784]",from,Susannah Dobson,Comyn,"& it was the farthest thing in ye World"
"[Jan 1784]",to,SBP,NYPL(B),"The Moment Mrs. Thrale came into the Coach,"
"5 Jan [1784]",from,HLTP,NYPL(B),"why you little Dear! I thought my last letter"
"6 Jan [1784]",to,SBP,NYPL(B),"Tuesday, Jan. 6th, I spent the evening at Mrs."
"[15 Jan 1784]",to,SBP,NYPL(B),"I go on with my Journal, let me"
"15 Jan [1784]",from,HLTP,NYPL(B),"not my dearest Burney, now Mrs. Byng"
"[Jan 1784]",to,SBP,NYPL(B),"he began to be thought my particular"
"15 Jan [1784]",to,SBP,NYPL(B),"Study continued. I had a very long"
"5 Feb [1784]",from,HLTP,NYPL(B),"My dearest Miss Burney will be glad to see"
"[Feb 1784]",from,HLTP,NYPL(B),"My dearest Burney will wonder to see"
"17 Feb [1784]",from,HLTP,NYPL(B),"the sweetest Creatures! and dearest of all"
"18 Feb [1784]",from,HLTP,NYPL(B),"Thanks, Thanks, a Thousand, my prettiest"
"[28 Feb 1784]",from,HLTP,NYPL(B),"will you my dearest be so kind as to send the"
"14 Mar [1784]",from,HLTP,NYPL(B),"It is very wicked of you charming Burney to"
"22 Mar [1784?]",from,Hester (Mulso) Chapone,NYPL(B),"I hope you are now age perfectly recover'd,"
"22 Mar [1784]",to,Rosette (Rose) Burney,Hilles,"Mr. Meeke, Mrs. Phillips, & myself, will accept"
"[Mar 1784]",from,HLTP,NYPL(B),"You was a dear Creature to write so soon"
"[15 Apr 1784]",to,SBP,NYPL(B),"What a world this is dearest Burney. two"
"[10 Apr 1784]",to,SBP,NYPL(B),"The sight of your paw, any way,"
"19 Apr [1784]",from,HLTP,NYPL(B),"My dear Burney! so you will be glad to see me,"
"22 Apr [1784]",to,SBP,NYPL(B),"Sweet & delectable to me was my dearest"
"27 Apr [1784]",from,Sophia (Crisp) Gast,BM(Bar),"Your much valued Friend, and my beloved"
"[28 Apr 1784]",to,SBP,NYPL(B),"please ask Capt. P. if he can recollect"
"[4 May 1784]",to,SBP,NYPL(B),"and now, Susy, for yet a new scene"
"[15? May 1784]",to,SBP,NYPL(B),"I write this Morning to tell my dearest Burney"
"[17 May 1784]",from,HLTP,NYPL(B),"let me now, my Susy, acquaint you a little"
"20 May [1784]",to,SBP,NYPL(B),"When I came home I found a Letter from Mrs."
"[22-23 May 1784]",to,SBP,NYPL(B),"I received your Letter here, my Love, &"
"27 June [1784]",from,HLTP,NYPL(B),"I am delighted my sweetest Soul is much"
"[29 June 1784]",from,HLTP,NYPL(B),"high time, for me to write to you since I"
"30 June [1784]",from,HLTP,NYPL(B),"I shall detain them till the last Moment [?]"
"12 July [1784]",from,HLTP,NYPL(B),"I cannot shop -- how should it my dearest"
"25 July [1784]",from,HLTP,NYPL(B),"Wish me joy my dearest Miss Burney, and be"
"[26 July 1784]",with SBP to,CB,BM(Bar),"As to poor Mrs. Thrale -- she only keeps"
"30 July [1784]",from,Mary (Hamilton) Dickenson,NYPL(B),"I delay'd writing to you how scurvily I felt you"
"6 Aug [1784]",from,HLTP,NYPL(B),"I not only thought you unkind, but I think at"
"10 Aug [1784]",to,SBP,NYPL(B),"When my wondering Eyes first < > looked"
"10-[B] Aug [1784]",to,SBP,NYPL(B),"Let me begin, my dearest Susy, with business"
"13 Aug [1784]",from,HLTP,NYPL(B),"Give yourself no serious Concern sweetest"
"26 Aug [1784]",to,CAB,BM(Bar),"The Confession Susan has received from our store"
"12 Sept [1784]",to,Rosette (Rose) Burney,NYPL(B),"Shall I begin with making apologies? No, for"
"[1-22] Oct [1784]",to,SBP,NYPL(B),"my dearest, dearest Susy -- if you know but"
"21-23 Oct [1784]",to,SBP,NYPL(B),"Anecdote of his condescension [?] that"
"[23] Oct [1784]",to,CAB,NYPL(B),"my dearest Charlotte need never complain of"
"25 Oct-3 Nov [1784]",to,SBP,NYPL(B),"3 Letters to see had"
"1 Nov [1784]",from,Samuel Johnson,PML,"my heart has reproached me with the"
"6 Nov [1784]",to,SBP,NYPL(B),"I thank you very much for your entertaining &"
"9 Nov [1784]",to,SBP,NYPL(B),"Tuesday Nov. 9th, 1784. This is Mr. Ws"
"16 Nov [1784]",to,SBP,NYPL(B),"in gratious errand bent, indeed!"
"[post 21 Nov 1784]",to,SBP,NYPL(B),"Charles told me afterwards what had"
"2 Nov [1784]",to,SBP,NYPL(B),"Was your sitting Mr. Hamilton has done him"
"3 Nov [1784]",from,Mary (Hamilton) Dickenson,NYPL(B),"My dearest Fanny I have but a Moment"
"7 Dec [1784]",copy,NYPL(B),NYPL(B),"My poor Norbury and I are now in greater"
"7-18 Dec [1784]",to,SBP,NYPL(B),"Thursday Dec. 7th, we had Mr. LaTrobe's two"
"[1784]",to,Frederica Locke,NYPL(B),"I with my Dearest Mrs. Locke joy of the sweet"
"[c. 30] Dec [1784]",mutilated,SBP,NYPL(B),"I am so behind hand in my journal"
"Dec [1784]",from,Samuel Johnson,NYPL(B),"The affair of the Musical Collection"
"[Dec 1784]",copy,NYPL(B),NYPL(B),"I thank Marianne [?]"
"1-2 Jan [1785]",to,SBP,NYPL(B),"some be arrival -- I can less than"
"3 Jan [1785]",to,GMAPWaddington,NYPL(B),"I was very very sweet Friend had so"
"3-20 Jan [1785]",to,SBP,NYPL(B),"9th. I spent sweetly with my most dear"
"12 Jan [1785]",to,SBP,NYPL(B),"Make Time -- a much incident --"
"[15-19 Jan 1785]",to,SBP,NYPL(B),"How different that parting that meeting! --"
"18 Jan [1785]",from,Mary (Granville) Delany & GMAPWaddington,NYPL(B),"It has not been in my power to write to the"
"[19]-22 Apr [1785]",to,SBP,NYPL(B),"Friday, April 22. Today I have lost [?]"
"17 May [1785]",to,Mary (Hamilton) Dickenson,NYPL(B),"I receive my dearest Miss Hamilton's temptation"
"20 May [1785]",to,Charlotte Cambridge,NYPL(B),"Now indeed I shall be glad to see my dearest"
"[25 May 1785]",to,GMAPWaddington,NYPL(B),"O how truly, how humanely I rejoice with my"
"25 May [1785]",to,GMAPWaddington,NYPL(B),"Dear naughty Miss Port what have you lost"
"28 May [1785]",from,Hester (Mulso) Chapone,BM(Bar),"Will you, my dear Miss Burney, have you lost"
"21 June [1785]",to,CB,NYPL(B),"Mrs. Delany sees my necessity of hurrying"
"11 July [1785]",to,SBP,NYPL(B),"I have been this whole morning with low."
"[post 14 Mar 1785]",from,CAB,BM(Bar),"I sent you a Quire of paper, which I hope"
"23 Mar [1785]",from,Mary (Hamilton) Dickenson,NYPL(B),"If you know my Friend, how greatly"
"[3 Apr 1785]",to,GMAPWaddington,NYPL(B),"I have been miserable, having waited at not being"
"[5 Apr 1785]",from,Mary (Granville) Delany & GMAPWaddington,NYPL(B),"Why you most notorious [?]"
"13 May [1785]",from,Mary (Granville) Delany & GMAPWaddington,NYPL(B),"a charity much [?]"
"[Jan 1785]",from,Margaret Duchess of Portland,NYPL(B),"January 30th, 1785. To Day about noon, I"
"[pre] 17 Feb [1785]",to,SBP,NYPL(B),"She was going to write a note, &, in her"
"[Jan 1785]",to,SBP,NYPL(B),"Monday, January 24th. I came to"
"15 July [1785]",copy from,Stephanie-Felicite comtesse de Genlis,NYPL(B),"j'ai ete fachee ma chere amie"
"[7 July 1785]",to,SBP,NYPL(B),"Mary (Hamilton) Dickenson"
"[20] July [1785]",to,SBP,NYPL(B),"to Rosette (Rose) Burney"
"20 July [1785]",amanuensis from,Mary (Granville) Delany,Comyn,"I am too sensible of my Dear Miss Burneys"
"25 July [1785]",to,SBP,NYPL(B),"I do not believe there is one among the"
"[Jul 1785]",to,SBP,NYPL(B),"With what thankful surprise did"
"2 Aug [1785]",to,SBP,BM(Bar),"Count Poyse and Cadell present their"
"[24 Aug 1785]",from,SBP,NYPL(B),"the first, most Dear Sir, of my summons"
"24 Aug [1785]",to,SBP,NYPL(B),"in days of having an opportunity"
"[28 Aug 1785]",to,CB,NYPL(B),"I have been very much alarmed, Dearest Sir,"
"11 Sept [1785]",from,GMAPWaddington,NYPL(B),"We are really quite uneasy at not have. heard"
"[1 Sept 1785]",from,Charlotte Coronel,NYPL(B),"C'est toujours post obtenir des faveurs de vous"
"23 Sept [1785]",from,HLTP,NYPL(B),"Mr. Hoole presents his best compliments to"
"[25 Sept 1785]",mutilated,SBP,NYPL(B),"Wives, Maidens, & -- m, there is never a"
"25 Sept [1785]",to,SBP,NYPL(B),"with SBP to CB and dearest Esther"
"8 Oct [1785]",to,SBP,PML,"You were so kind as to say you would let me"
"8 Oct [1785]",from,CAB,BM(Bar),"I thank my new sweet Advisor"
"23 Oct [1785]",to,Rosette (Rose) Burney,Osb,"I entreat, Dear Rosette, my kind congratulations"
"30 Oct [1785]",from,Charlotte Boyle-Walsingham,NYPL(B),"What a sad Fright you have had, I pity you"
"[Oct 1785]",to,CB jr,Comyn,"though I cannot imitate your kind attention in"
"11 Nov [1785]",to,SBP,NYPL(B),"Can you, Dear Madam, look at the signature"
"[Nov 1785?]",to,SBP,NYPL(B),"what Rooms there were, what Rooms"
"[1785]",from,Charlotte Boyle-Walsingham,BM(Bar),"I am extremely obliged to you for your kind"
"[1785]",from,William Seward,BM(Bar),"Mr Seward presents his compli to Miss Burney"
"[1785-July 1786]",to,GMAPWaddington,NYPL(B),"to oblige me, my dear Miss Port, to"
"[1785-86]",to,GMAPWaddington,NYPL(B),"Mary to my Dear Miss Port for he"
"[1785-86]",from,Mary (Hamilton) Dickenson,NYPL(B),"As I languish'd yr. Dear little questioning Nob"
"[1785-86?]",to,SBP,NYPL(B),"Monday continued. Mr. Cambridge has called"
"[pre 1786]",to,SBP,NYPL(B),"But -- my Dearest Padre, -- what shall I do"
"[1785-86]",from,William Locke Sr,Osb,"then tell him to do all her"
"[1785-86]",to,SBP & Frederica Locke,BM(Bar),"Friday. This is absolutely"
"[pre 1786]",to,SBP,NYPL(B),"Did you see Mrs. Hamilton?"
"[pre 1786]",to,SBP,NYPL(B),"she had seen one of Mr. Pepys"
"[pre 1786]",to,SBP,NYPL(B),"[where you have still some in hand"
"[1785P]",to,SBP,NYPL(B),"your perspective: [re] taste in"
"[1785?]",from,SBP,NYPL(B),"what Rooms there were, what"
"[pre 1786]",to,SBP,NYPL(B),"prevail at end"
"[pre 1786]",to,SBP,NYPL(B),"beautiful Lady Rothes was very elegant"
"[pre 1786]",to,SBP,NYPL(B),"some time after, but I know not"
"5 Apr [1785-86?]",to,Charlotte Boyle-Walsingham,Roch,"The hope of being able to partake of the"
"17 Mar [1786]",to,Charlotte Cambridge,NYPL(B),"I have not the smallest thing to told you how"
"[Mar 1786]",from,Mary (Granville) Delany & GMAPWaddington,NPG,"We both desire alarmed for we went"
"13 Apr [1786]",to,SBP,BM(Bar),"What is sweeter than any thing ever was"
"[Apr 1786]",to,Rosette (Rose) Burney,Osb,"I must quite, I fear, have exhausted your"
"2 May [1786]",card from,Hester (Mulso) Chapone,NYPL(B),"Mrs. Chapone presents compliments to Miss"
"6 May [1786]",to,SBP,BM(Bar),"I was exceedingly obliged, my dear Miss"
"8-[11] May [1786]",to,SBP,BM(Bar),"For this long time past, my Dearest Susan"
"[20]-21 May [1786]",to,SBP,BM(Bar),"When we got to Windsor, my Father saw me"
"21-22 May [1786]",to,SBP,NYPL(B),"When we got to Windsor, my Father saw me"
"24 May [1786]",to,SBP,NYPL(B),"Now, my Dearest Susan, for the history of"
"2 Jan [1786]",to,SBP,NYPL(B),"I am very good to give way, & trust to us"
"[14 Feb 1786]",to,SBP,BM(Bar),"I sat down to fulfil the promise"
"20 Feb-21 Mar [1786]",to,SBP,NYPL(B),"Feb 20th. -- 86 I must now give my dearest"
"21-22 Feb [1786]",to,SBP,Osf(Bod),"to fix Horner Chapone"
"22 Feb [1786]",to,SBP,NYPL(B),"my dearest Susan will wonder but we little"
"[post Feb 1786]",to,SBP,NYPL(B),"I unexpectedly happened upon, my dearest Susan,"
"1 Mar [1786]",to,SBP,NYPL(B),"we dreaded that the attempt would terrify"
"1 Mar [1786]",from,Mary (Granville) Delany,NYPL(B),"I long to see you & to tell what Day & hour she"
"[c. 10 Mar 1786]",from,Maria (Allen) Rishton,NYPL(B),"Apologies for not having"
"[c. 10 Mar 1786]",to,Charlotte Cambridge,NYPL(B),"nothing can well move very than"
"20 June [1786]",to,SBP,NYPL(B),"How great must have been your impatience,"
"[20 June 1786]",to,SBP,NYPL(B),"I am sure you will be glad to hear"
"[20 June 1786]",copy to,Frederica Locke,NYPL(B),"I know so now then I did yesterday, that"
"22 June [1786]",to,SBP,Comyn,"from Mary (Hamilton) Dickenson"
"27 June [1786]",to,SBP,NYPL(B),"my sweet Charlotte's kind indulgence to my"
"[27 June 1786]",to,Rebecca Burney & Anne Burney,NYPL(B),"I have so here been silent -- & you have"
"[June 1786]",to,SBP,NYPL(B),"we have always my dearest Fanny"
"[June 1786]",to,Charlotte Cambridge,NYPL(B),"I did aim, my dearest Miss Cambridge"
"[June 1786]",to,SBP,NYPL(B),"I wish to express, not power to"
"[June 1786]",to,Rebecca & Ann Burney,BM(Bar),"from Jane (Campbell) Smelt"
"5 July [1786]",to,SBP,NYPL(B),"a few observations are but little"
"[5 July 1786]",from,Frances Bowdler,NYPL(B),"from Charlotte Boyle-Walsingham"
"[7 July 1786]",to,SBP,BM(Bar),"7 is any Thing answering to you"
"[10 July 1786]",to,SBP,NYPL(B),"I shall now begin a new pacquet, from my"
"10 July [1786]",from,Mary (Granville) Delany,Comyn,"from Dorothy Young"
"25 July - 9 Aug [1786]",to,SBP,NYPL(B),"I now begin my second week -- with a severe"
"[July 1786]",to,SBP,NYPL(B),"Ah my beloved Fanny! -- Our Mrs Lock sit"
"3 Aug [1786]",to,CB,NYPL(B),"You well know my 'lack lustre eyes'"
"14 Aug [1786]",to,SBP,BM(Bar),"There is not an obligation upon Earth, which"
"[17]-24 July [1786]",to,SBP,NYPL(B),"Once I take up my Pen, to see"
"18 July [1786]",to,SBP,NYPL(B),"In re-reading my Susan's first Letters"
"19 July [1786]",to,SBP,NYPL(B),"I know any two most loved Friends will be"
"20 July [1786]",to,CB,NYPL(B),"You well know my 'lack lustre eyes'"
"[July 1786]",from,Dorothy Young,Comyn,"You well know my 'lack lustre eyes'"
"10 Aug-[Sept] [1786]",to,SBP,NYPL(B),"I shall now begin a new pacquet from my"
"20 Aug [1786]",to,SBP,BM(Bar),"a certain Letter must have an immediate"
"[16 Sept? 1786]",from,Charlotte Boyle-Walsingham,BM(Bar),"I am not unhappy for me, before I left"
"[18 Sept 1786]",to,SBP,NYPL(B),"I am glad to receive a Letter from you at this"
"[25 Sept 1786]",to,SBP,NYPL(B),"I am called to town upon the illness of my"
"Sept-4 Oct [1786]",to,SBP,BM(Bar),"I hope, Dearest Sir, you are quite well"
"Sept [1786]",to,GMAPWaddington,NYPL(B),"I am quite sorry she did not send for me direct"
"[post Sept 1786]",to,SBP,NYPL(B),"Mr. Laurel, I have seen, formerly, at"
"1-2 Oct [1786]",to,SBP,NYPL(B),"the following Evening I first saw the newly,"
"[6 Oct 1786]",to,CB,NYPL(B),"Mr. Jerningham presents his Respects"
"[10 Oct 1786]",from,Court Davies,NYPL(B),"I have a world of things to say to you,"
"[1 Nov 1786]",to,SBP,BM(Bar),"my Dearest Friends will easily conceive how"
"[Nov 1786]",to,SBP,NYPL(B),"November jr. We begun this Month by a"
"16 Dec [1786]",to,SBP,NYPL(B),"I do indeed! congratulations Burney! & what"
"16 Dec [1786]",to,SBP,BM(Bar),"a letter to my poor Rosette,"
"[1786]",to,SBP,NYPL(B),"I rose Quite early & read till her own [?]"
"[1786]",to,SBP,NYPL(B),"this moment how do I feel the truth of my"
"[1786]",from,HLTP,NYPL(B),"Mr. Bryant presents his best respects"
"[1786?]",from,SBP & Frederica Locke,NYPL(B),"My beloved Sister's separate answer's have"
"[1786]",to,SBP,NYPL(B),"Two Tickets for to nights concert"
"[1786]",from,Edward Jerningham,Comyn,"Mr. Jerningham presents his Respects"
"[1786]",from,Hannah More,NYPL(B),"Sunday is our constant day of retirement, and"
"[1786]",from,Hannah More,Comyn,"Mr. Garrick used to demand [?]"
"[post 1786]",to,SBP,NYPL(B),"Let me now finish -- if ever that may be --"
"[1786-87]",to,SBP,NYPL(B),"I now laughed more naturally"
"[1786-87]",to,SBP,Osb,"one moment's Loss, but --"
"23 Dec [1786-87]",from,Charlotte Boyle-Walsingham,BM(Bar),"On the strength of your Postscript,"
"[1786-87?]",from,Jacob Bryant,NYPL(B),"I return You with many thanks the observations"
"[July 1786-91]",from,Richard Owen Cambridge,BM(Bar),"As a shrewd witness to your tripartite [?]"
"[1786-91]",from,SBP,NYPL(B),"My Captain tells me say with his kind love to"
"[1786-91]",from,Elizabeth Johnson,NYPL(B),"(entered by Mrs Schwellenberg [?])"
"[1786-91]",from,William Seward,BM(Bar),"Mr Seward presents his complis to Miss Burney"
"[1786-91]",from,Elizabeth (Vesey) Handcock,PML,"My Dear Madame Lady Templeton"
"[1786-93?]",from,Richard Owen Cambridge,Hilles,"Winseed says to Peckham / 7 Miss at a Retale"
"[pre 1787?]",from,Elizabeth (Vesey) Handcock,NYPL(B),"I am very sorry my Dr Mad[a]m that any affection"
"[pre 1787]",from,Lady Mary Duncan,NYPL(B),"Lady Mary Duncan presents her Comp[liment]s."
"3-20 Jan [1787]",to,SBP,NYPL(B),"Monday Jan. 1st. I opened the new year with"
"[Jan 1787]",to,CB,NYPL(B),"Our dearest Mrs. Lock has a cold in her eyes"
"[Jan 1787]",from,Jacob Bryant,NYPL(B),"Mr Bryant presents his respects to Miss"
"[Jan 1787]",from,SBP,Comyn,"The writer seems to us [?]"
"Feb [1787]",to,SBP,NYPL(B),"from CBP & Clement Francis Sr"
"[Feb 1787]",to,SBP,NYPL(B),"I last not [?] Letter of affecte Exquisite"
"[16 Feb 1787]",to,SBP,NYPL(B),"Saturday, Feb. 10th. This little portie will not"
"1 Mar [1787]",to,SBP,Osb,"the context will a few words have power to"
