author,title,date,cited_by
"Cicero","De Natura Deorum",,"Harris, Hume: An Intellectual Biography"
"Cicero","De Officiis",,"Harris, Hume: An Intellectual Biography"
"Clarke, Samuel","A Discourse Concerning the Being and Attributes of God",1705,"Harris, Hume: An Intellectual Biography"
"Clarke, Samuel","A Discourse Concerning the Unchangeable Obligations of Natural Religion",1706,"Harris, Hume: An Intellectual Biography"
"Cockburn, Henry","Memorials of His Time",1856,"Harris, Hume: An Intellectual Biography"
"Condillac, Étienne Bonnot de","Essai sur l'Origine des Connoissances Humaines",1746,"Harris, Hume: An Intellectual Biography"
"Cumberland, Richard","De Legibus Naturae",1672,"Harris, Hume: An Intellectual Biography"
"D'Alembert, Jean le Rond","Discours Préliminaire de l'Encyclopédie",1751,"Harris, Hume: An Intellectual Biography"
"Defoe, Daniel","A Tour Through the Whole Island of Great Britain",1724,"Harris, Hume: An Intellectual Biography"
"Descartes, René","Meditations on First Philosophy",1641,"Harris, Hume: An Intellectual Biography"
"Diderot, Denis","Pensées Philosophiques",1746,"Harris, Hume: An Intellectual Biography"
"Dunbar, James","Essays on the History of Mankind in Rude and Cultivated Ages",1780,"Harris, Hume: An Intellectual Biography"
"Ferguson, Adam","An Essay on the History of Civil Society",1767,"Harris, Hume: An Intellectual Biography"
"Ferguson, Adam","Institutes of Moral Philosophy",1769,"Harris, Hume: An Intellectual Biography"
"Fordyce, David","The Elements of Moral Philosophy",1754,"Harris, Hume: An Intellectual Biography"
"Franklin, Benjamin","Autobiography",1793,"Harris, Hume: An Intellectual Biography"
"Gerard, Alexander","An Essay on Taste",1759,"Harris, Hume: An Intellectual Biography"
"Gerard, Alexander","An Essay on Genius",1774,"Harris, Hume: An Intellectual Biography"
"Gibbon, Edward","The History of the Decline and Fall of the Roman Empire, 6 vols",1776,"Harris, Hume: An Intellectual Biography"
"Gibbon, Edward","Memoirs of My Life, ed. Georges A. Bonnard",1966,"Harris, Hume: An Intellectual Biography"
"Gordon, Thomas","The Independent Whig",1720,"Harris, Hume: An Intellectual Biography"
"Gregory, John","A Comparative View of the State and Faculties of Man with those of the Animal World",1765,"Harris, Hume: An Intellectual Biography"
"Grotius, Hugo","De Jure Belli ac Pacis",1625,"Harris, Hume: An Intellectual Biography"
"Halyburton, Thomas","Natural Religion Insufficient; and Revealed Necessary to Man's Happiness",1714,"Harris, Hume: An Intellectual Biography"
"Harris, James","Hermes: or, a Philosophical Inquiry Concerning Universal Grammar",1751,"Harris, Hume: An Intellectual Biography"
"Hartley, David","Observations on Man, His Frame, His Duty, and His Expectations, 2 vols",1749,"Harris, Hume: An Intellectual Biography"
"Hobbes, Thomas","Leviathan",1651,"Harris, Hume: An Intellectual Biography"
"Home, Henry (Lord Kames)","Essays on the Principles of Morality and Natural Religion",1751,"Harris, Hume: An Intellectual Biography"
"Home, Henry (Lord Kames)","Elements of Criticism, 3 vols",1762,"Harris, Hume: An Intellectual Biography"
"Home, John","Douglas: A Tragedy",1757,"Harris, Hume: An Intellectual Biography"
"Hutcheson, Francis","An Inquiry into the Original of Our Ideas of Beauty and Virtue",1725,"Harris, Hume: An Intellectual Biography"
"Hutcheson, Francis","An Essay on the Nature and Conduct of the Passions and Affections, with Illustrations on the Moral Sense",1728,"Harris, Hume: An Intellectual Biography"
"Hutcheson, Francis","A Short Introduction to Moral Philosophy",1747,"Harris, Hume: An Intellectual Biography"
"Hutcheson, Francis","A System of Moral Philosophy, 2 vols",1755,"Harris, Hume: An Intellectual Biography"
"Johnson, Samuel","A Dictionary of the English Language, 2 vols",1755,"Harris, Hume: An Intellectual Biography"
"Johnson, Samuel","The Lives of the Most Eminent English Poets",1781,"Harris, Hume: An Intellectual Biography"
"La Rochefoucauld, François de","Maximes",1665,"Harris, Hume: An Intellectual Biography"
"Leibniz, Gottfried Wilhelm","New Essays on Human Understanding",1765,"Harris, Hume: An Intellectual Biography"
"Leland, John","A View of the Principal Deistical Writers",1754,"Harris, Hume: An Intellectual Biography"
"Locke, John","An Essay Concerning Human Understanding",1690,"Harris, Hume: An Intellectual Biography"
"Locke, John","Two Treatises of Government",1689,"Harris, Hume: An Intellectual Biography"
"Malebranche, Nicolas","De la Recherche de la Vérité",1674,"Harris, Hume: An Intellectual Biography"
"Mallet, David","The Life of Francis Bacon, Lord Chancellor of England",1740,"Harris, Hume: An Intellectual Biography"
"Mandeville, Bernard","The Fable of the Bees; or, Private Vices, Publick Benefits",1714,"Harris, Hume: An Intellectual Biography"
"Millar, John","The Origin of the Distinction of Ranks",1771,"Harris, Hume: An Intellectual Biography"
"Monboddo, Lord (James Burnett)","Of the Origin and Progress of Language, 6 vols",1773,"Harris, Hume: An Intellectual Biography"
"Macpherson, James","Fragments of Ancient Poetry, Collected in the Highlands of Scotland",1760,"Harris, Hume: An Intellectual Biography"
"Montaigne, Michel de","Essais",1580,"Harris, Hume: An Intellectual Biography"
"Montesquieu, Charles de Secondat","De l'Esprit des Lois",1748,"Harris, Hume: An Intellectual Biography"
"More, Henry","An Antidote against Atheism",1653,"Harris, Hume: An Intellectual Biography"
"Newton, Isaac","Philosophiae Naturalis Principia Mathematica",1687,"Harris, Hume: An Intellectual Biography"
"Oswald, James","An Appeal to Common Sense in Behalf of Religion, 2 vols",1766,"Harris, Hume: An Intellectual Biography"
"Pascal, Blaise","Pensées",1670,"Harris, Hume: An Intellectual Biography"
"Pope, Alexander","An Essay on Man",1733,"Harris, Hume: An Intellectual Biography"
"Price, Richard","A Review of the Principal Questions in Morals",1758,"Harris, Hume: An Intellectual Biography"
"Priestley, Joseph","An Examination of Dr. Reid's Inquiry into the Human Mind",1774,"Harris, Hume: An Intellectual Biography"
"Pufendorf, Samuel von","De Jure Naturae et Gentium",1672,"Harris, Hume: An Intellectual Biography"
"Ramsay, Allan","A Dialogue on Taste",1755,"Harris, Hume: An Intellectual Biography"
"Ramsay, Andrew Michael (Chevalier)","The Travels of Cyrus",1727,"Harris, Hume: An Intellectual Biography"
"Ramsay, John of Ochtertyre","Scotland and Scotsmen in the Eighteenth Century, ed. A. Allardyce, 2 vols",1888,"Harris, Hume: An Intellectual Biography"
"Rapin de Thoyras, Paul","The History of England, trans. N. Tindal",1725,"Harris, Hume: An Intellectual Biography"
"Reid, Thomas","An Inquiry into the Human Mind, on the Principles of Common Sense",1764,"Harris, Hume: An Intellectual Biography"
"Reid, Thomas","Essays on the Intellectual Powers of Man",1785,"Harris, Hume: An Intellectual Biography"
"Reid, Thomas","Essays on the Active Powers of the Human Mind",1788,"Harris, Hume: An Intellectual Biography"
"Robertson, William","The History of Scotland, 2 vols",1759,"Harris, Hume: An Intellectual Biography"
"Robertson, William","The History of the Reign of the Emperor Charles V, 3 vols",1769,"Harris, Hume: An Intellectual Biography"
"Rousseau, Jean-Jacques","Discours sur l'Origine et les Fondemens de l'Inégalité parmi les Hommes",1755,"Harris, Hume: An Intellectual Biography"
"Rousseau, Jean-Jacques","Émile, ou De l'Éducation",1762,"Harris, Hume: An Intellectual Biography"
"Rousseau, Jean-Jacques","Du Contrat Social",1762,"Harris, Hume: An Intellectual Biography"
"Rousseau, Jean-Jacques","Les Confessions",1782,"Harris, Hume: An Intellectual Biography"
"Shaftesbury, Third Earl of (Anthony Ashley Cooper)","Characteristicks of Men, Manners, Opinions, Times, 3 vols",1711,"Harris, Hume: An Intellectual Biography"
"Skelton, Philip","Ophiomaches: or, Deism Revealed",1749,"Harris, Hume: An Intellectual Biography"
"Smith, Adam","The Theory of Moral Sentiments",1759,"Harris, Hume: An Intellectual Biography"
"Smith, Adam","An Inquiry into the Nature and Causes of the Wealth of Nations, 2 vols",1776,"Harris, Hume: An Intellectual Biography"
"Smith, Adam","Correspondence of Adam Smith, ed. E. C. Mossner and I. S. Ross",1977,"Harris, Hume: An Intellectual Biography"
"Smollett, Tobias","The History of England from the Revolution to the Death of George II, 5 vols",1757,"Harris, Hume: An Intellectual Biography"
"Somerville, Thomas","My Own Life and Times, 1741-1814",1861,"Harris, Hume: An Intellectual Biography"
"Steuart, Sir James","An Inquiry into the Principles of Political Oeconomy",1767,"Harris, Hume: An Intellectual Biography"
"Stewart, Dugald","Account of the Life and Writings of Adam Smith, LL.D.",1793,"Harris, Hume: An Intellectual Biography"
"Stewart, Dugald","Elements of the Philosophy of the Human Mind",1792,"Harris, Hume: An Intellectual Biography"
"Stewart, Dugald","Account of the Life and Writings of William Robertson, D.D.",1801,"Harris, Hume: An Intellectual Biography"
"Temple, Sir William","An Introduction to the History of England",1695,"Harris, Hume: An Intellectual Biography"
"Trenchard, John and Gordon, Thomas","Cato's Letters",1720,"Harris, Hume: An Intellectual Biography"
"Turgot, Anne Robert Jacques","Oeuvres",1808,"Harris, Hume: An Intellectual Biography"
"Turnbull, George","The Principles of Moral and Christian Philosophy, 2 vols",1740,"Harris, Hume: An Intellectual Biography"
"Voltaire","Lettres Philosophiques (Letters Concerning the English Nation)",1733,"Harris, Hume: An Intellectual Biography"
"Voltaire","Le Siècle de Louis XIV",1751,"Harris, Hume: An Intellectual Biography"
"Voltaire","Essai sur les Moeurs et l'Esprit des Nations",1756,"Harris, Hume: An Intellectual Biography"
"Wallace, Robert","A Dissertation on the Numbers of Mankind in Ancient and Modern Times",1753,"Harris, Hume: An Intellectual Biography"
"Warburton, William","The Divine Legation of Moses Demonstrated, 2 vols",1738,"Harris, Hume: An Intellectual Biography"
"Witherspoon, John","Ecclesiastical Characteristics",1753,"Harris, Hume: An Intellectual Biography"
"Wodrow, Robert","Analecta: or, Materials for a History of Remarkable Providences, 4 vols",1842,"Harris, Hume: An Intellectual Biography"
