author,title,date,cited_by
Anon.,Memoirs of the Life and Times of Sir Thomas Deveil ...,1748,"White, London in the Eighteenth Century"
Anon.,"A Sunday Ramble; or, Modern Sabbath-Day Journey, With Remarks ...",1774,"White, London in the Eighteenth Century"
Anon.,"A Narrative of All the Robberies, Escapes, &c of John Sheppard ...",1724,"White, London in the Eighteenth Century"
Anon.,"Reasons for a Round-Robin, to the Care of London, relating its Advantages and Amusements ...",1757,"White, London in the Eighteenth Century"
Anon.,"Saussure and Discovery of London and Westminster, or New Town and Country Gentleman's and Tradesman's Complete ...",1735,"White, London in the Eighteenth Century"
Anon.,"Select Trials at the Sessions-House in the Old-Bailey ..., 4 vols",1742,"White, London in the Eighteenth Century"
Anon.,"A Report from the Committee Appointed to Enquire into the State of the Gaols of this Kingdom, Relating to the Marshalsea Prison ...",1729,"White, London in the Eighteenth Century"
Anon.,"The Life and Actions of James MacLaine, the Gentleman Highwayman ...",1750,"White, London in the Eighteenth Century"
Anon.,"A Trip from St. James's to the Royal Exchange, with Remarks Serious and Diverting, on the Manners, Customs and Amusements of the Inhabitants ...",1744,"White, London in the Eighteenth Century"
Anon.,A Companion for the Festivals and Fasts of the Church of England,1748,"White, London in the Eighteenth Century"
Anon.,"The Autobiography of Francis Place, Edited by Mary Thale",1972,"White, London in the Eighteenth Century"
Anon.,"The Malefactors' Register; or, the Newgate and Tyburn Calendar ..., 5 vols",1779,"White, London in the Eighteenth Century"
Anon.,The State of the Silk and Woollen Manufacture Considered ...,1713,"White, London in the Eighteenth Century"
Anon.,The London Directory for the Year 1768; the Great and Publick Buildings and ...,1768,"White, London in the Eighteenth Century"
Anon.,The Proceedings of the Old Bailey ...,1674,"White, London in the Eighteenth Century"
Anon.,Considerations on the Fatal Effects to a Trading Nation of the Present Excess of Public Charities ...,1763,"White, London in the Eighteenth Century"
Anon.,"Account of the Proceedings of the Merchants, Traders, and Others, at the Guildhall ...",1711,"White, London in the Eighteenth Century"
Anon.,Some Considerations on the Naturalization of Foreign Protestants ...,1753,"White, London in the Eighteenth Century"
Anon.,Compleat History of the Late Riots at the Theatres ...,1763,"White, London in the Eighteenth Century"
Anon.,A Faithful Narrative of the Proceedings in a Late Affair between the Rev. Mr. John Swinton and Mr. George Baker ...,1739,"White, London in the Eighteenth Century"
Anon.,A Genuine Account of the Life and Trial of Eugene Aram ...,1759,"White, London in the Eighteenth Century"
Anon.,"A Work-House for London, Proposing [?] that it be Made Large Enough for ... in the Method of the Daily Work for Their Support ...",1725,"White, London in the Eighteenth Century"
Anon.,The Case and Appeal of James Ashley ...,1733,"White, London in the Eighteenth Century"
Anon.,"The Correspondence of Catherine the Great ... Edited by Sir William Fitzmaurice, Bart ...",1768,"White, London in the Eighteenth Century"
Anon.,"The Amusements, Serious and Comical, of Tom Brown ..., with the Adventures and Memoirs of the Rise, Revolutions and Fall of Madam Whackum ...",1700,"White, London in the Eighteenth Century"
Anon.,"Characters at the Hot Wells, Bristol ... and the Additional [?] Characters at Clifton ...",1780,"White, London in the Eighteenth Century"
Anon.,A Letter to the Common Council and Citizens of London against the Proposed Sale ...,1737,"White, London in the Eighteenth Century"
Anon.,"Biographical Anecdotes of William Hogarth ..., with a Catalogue of His Works ...",1781,"White, London in the Eighteenth Century"
Anon.,"A Genuine and True Account of the Life of the Reverend [?] John Henley, MA ..., Added, the Life and Memoirs of ... the Late Mrs. Oldfield",1749,"White, London in the Eighteenth Century"
Anon.,An Elegy of the Much Lamented Death of the Most Reverend Father ... Thomas Secker ...,1768,"White, London in the Eighteenth Century"
Anon.,The Description and Use of the Charity Given by Sir Thomas Smith ...,1712,"White, London in the Eighteenth Century"
Anon.,The New Complete Guide to All Persons who have any Trade or Concern with the City of London ...,1772,"White, London in the Eighteenth Century"
Anon.,"The Narrative of Robert Ramsey, Commander, who Suffered the Punishment of Death [?] ... and the Old ...",1742,"White, London in the Eighteenth Century"
Anon.,A Description of the Characters of the Life and Manners of Ingenious Men ... the Old Men's Club at the Saracen's Head,1759,"White, London in the Eighteenth Century"
"Archenholz, J. W. von","A Picture of England, Containing a Description of the Laws, Customs, and Manners of England ...",1789,"White, London in the Eighteenth Century"
Anon.,"The Complete Letters of Lady Mary Wortley Montagu, edited by Robert Halsband, 3 vols",1965,"White, London in the Eighteenth Century"
Anon.,Considerations Relating to the Laying Open and Better Regulating of the Hackney Coach Trade ...,1710,"White, London in the Eighteenth Century"
Anon.,"The Reports, for the Society for Bettering the Condition ... of the Poor",1798,"White, London in the Eighteenth Century"
Anon.,A History for Mercy to the Children of the Poor ...,1773,"White, London in the Eighteenth Century"
Anon.,The Observations of Dr. William Petty ...,1687,"White, London in the Eighteenth Century"
Anon.,The Citizen's Monitor: Shewing the Necessity of a Salutary Regulation ...,1780,"White, London in the Eighteenth Century"
"Angelo, Henry","The Reminiscences of Henry Angelo, 2 vols",1828,"White, London in the Eighteenth Century"
"Angelo, Henry","Angelo's Pic Nic; or, Table Talk ...",1834,"White, London in the Eighteenth Century"
Anon.,"The Defects of Police the Cause of Immorality, and the Continual Robberies Committed Particularly in and about the Metropolis ...",1751,"White, London in the Eighteenth Century"
Anon.,"Account of the Rise, Progress and State of the London Infirmary [?] ...",1742,"White, London in the Eighteenth Century"
Anon.,"A Computation of Police: the Causes of Immorality ..., Robberies Committed ...",1753,"White, London in the Eighteenth Century"
Anon.,"Memoirs of the Life and Correspondence of Mrs. Hannah More, 4 vols",1834,"White, London in the Eighteenth Century"
Anon.,History of the London Burkers ...,1832,"White, London in the Eighteenth Century"
Anon.,An Authentic Account of the Riot in St. George's Fields ...,1768,"White, London in the Eighteenth Century"
Anon.,"An Account of Several Work-Houses for Employing and Maintaining the Poor ..., 2nd edn",1732,"White, London in the Eighteenth Century"
Anon.,"A Narrative of the Life of Mrs. Charlotte Charke, the Youngest Daughter of Colley Cibber ...",1755,"White, London in the Eighteenth Century"
Anon.,"The History of the Remarkable Life of John Sheppard, Containing a ... Account of his Many Robberies and Escapes ...",1724,"White, London in the Eighteenth Century"
"Ashton, John","Social Life in the Reign of Queen Anne, Taken from Original Sources",1882,"White, London in the Eighteenth Century"
"Babington, Anthony","A House in Bow Street: Crime and the Magistracy, London 1740-1881",1969,"White, London in the Eighteenth Century"
"Baker, Sir Richard",A Chronicle of the Kings of England ...,1730,"White, London in the Eighteenth Century"
"Balderson, Katharine C. (ed.)","Thraliana: The Diary of Mrs. Hester Lynch Thrale (later Mrs. Piozzi) 1776-1809, 2 vols",1951,"White, London in the Eighteenth Century"
"Barfoot, Peter, and Wilkes, John",The Universal British Directory and Trade ...,1793,"White, London in the Eighteenth Century"
"Barker, T. C., and Robbins, M.","A History of London Transport, vol. I",1963,"White, London in the Eighteenth Century"
"Bayne-Powell, Rosamond",Eighteenth-Century London Life,1937,"White, London in the Eighteenth Century"
"Besant, Sir Walter",London in the Eighteenth Century,1902,"White, London in the Eighteenth Century"
"Black, Clementina (ed.)","The Cumberland Letters: Being the Correspondence of Richard Dennison Cumberland and George Cumberland ..., 1771-84",1912,"White, London in the Eighteenth Century"
"Blackmantle, Bernard (pseud.)","The English Spy ..., 2 vols",1826,"White, London in the Eighteenth Century"
"Bleackley, Horace",The Hangmen of England,1929,"White, London in the Eighteenth Century"
"Bloom, E. A., and L. D. (eds.)","The Piozzi Letters: Correspondence of Hester Lynch Piozzi, 1784-1821 ..., 6 vols",1989,"White, London in the Eighteenth Century"
"Blunt, Reginald","Mrs Montagu, 'Queen of the Blues': Her Letters and Friendships from 1762-1800, 2 vols",1923,"White, London in the Eighteenth Century"
"Boswell, James","Life of Johnson ..., edited by R. W. Chapman, corrected by J. D. Fleeman",1970,"White, London in the Eighteenth Century"
"Boswell, James","Boswell's London Journal, 1762-1763, edited by F. A. Pottle",1950,"White, London in the Eighteenth Century"
"Bradshaw, Penelope","The Family Jewel, and Compleat Housewife's Companion ..., 7th edn",1754,"White, London in the Eighteenth Century"
"Bramley, Edward W.","London and Middlesex: London, 4 vols",1834,"White, London in the Eighteenth Century"
"Briggs, Asa (ed.)",Recollections of R. J. S. Stevens: An Organist in Georgian London ...,1992,"White, London in the Eighteenth Century"
"Brooke, John","The Chatham Administration, 1766-1768",1956,"White, London in the Eighteenth Century"
"Brown, Tom","Amusements Serious and Comical, and Other Works, edited by Arthur L. Hayward",1927,"White, London in the Eighteenth Century"
"Burford, E. J.","Royal St James's: Being a Story of Kings, Clubmen, and Courtesans",1988,"White, London in the Eighteenth Century"
"Burke, Edmund",Reflections on the Revolution in France ...,1790,"White, London in the Eighteenth Century"
"Burke, Thomas",The Streets of London through the Centuries,1940,"White, London in the Eighteenth Century"
"Burney, Fanny","The Early Diary of Frances Burney 1768-1778, edited by Annie Raine Ellis, 2 vols",1889,"White, London in the Eighteenth Century"
"Burney, Fanny","Diary and Letters of Madame D'Arblay, author of Evelina, Cecilia, &c., edited by ... Charlotte Barrett, 4 vols",1842,"White, London in the Eighteenth Century"
"Burnett, John",A History of the Cost of Living,1969,"White, London in the Eighteenth Century"
"Burns, Arthur, and Innes, Joanna (eds.)",Rethinking the Age of Reform: Britain 1780-1850,2003,"White, London in the Eighteenth Century"
"Byng, John","The Torrington Diaries: Containing the Tours Through England and Wales of the Hon. John Byng ..., 4 vols, edited by C. Bruyn Andrews",1934,"White, London in the Eighteenth Century"
"Campbell, R.",The London Tradesman,1747,"White, London in the Eighteenth Century"
"Carter, Elizabeth","Letters from Mrs. Elizabeth Carter to Mrs. Montagu, Between the Years 1755 and 1800, 3 vols",1817,"White, London in the Eighteenth Century"
"Carter, Elizabeth","A Series of Letters between Mrs. Elizabeth Carter and Miss Catherine Talbot ..., 4 vols, edited by M. Pennington",1809,"White, London in the Eighteenth Century"
"Castle, Terry (ed.)",The Literature of Lesbianism: A Historical Anthology from Ariosto to Stonewall,2003,"White, London in the Eighteenth Century"
"Chamberlayne, John","Magnae Britanniae Notitia; or, The Present State of Great Britain ...",1710,"White, London in the Eighteenth Century"
"Chambers, John","A General History of the County of Norfolk ..., 2 vols",1829,"White, London in the Eighteenth Century"
"Chancellor, E. Beresford",The Annals of Covent Garden and its Neighbourhood,1930,"White, London in the Eighteenth Century"
"Chancellor, E. Beresford",The XVIIIth Century in London: An Account of its Social Life and Arts,1920,"White, London in the Eighteenth Century"
"Chancellor, E. Beresford",The Pleasure Haunts of London During Four Centuries,1925,"White, London in the Eighteenth Century"
"Clinch, George","Marylebone and St Pancras: Their History, Celebrities, Buildings, and Institutions",1890,"White, London in the Eighteenth Century"
"Cobbett, William","Rural Rides ..., with Economical and Political Observations ...",1830,"White, London in the Eighteenth Century"
"Cockayne, Emily","Hubbub: Filth, Noise, and Stench in England, 1600-1770",2007,"White, London in the Eighteenth Century"
"Colman, George, and Garrick, David",The Clandestine Marriage,1766,"White, London in the Eighteenth Century"
"Colquhoun, Patrick","A Treatise on the Police of the Metropolis ..., 7th edn",1806,"White, London in the Eighteenth Century"
"Colquhoun, Patrick",A Treatise on the Commerce and Police of the River Thames ...,1800,"White, London in the Eighteenth Century"
"Colquhoun, Patrick","A Treatise on Indigence ..., and the Stamps of the Casual Poor ...",1806,"White, London in the Eighteenth Century"
"Cooper, William M.","A History of the Rod, in All Countries from the Earliest Period to the Present ...",1868,"White, London in the Eighteenth Century"
"Corfield, Penelope J.",The Impact of English Towns 1700-1800,1982,"White, London in the Eighteenth Century"
"Cox, Montagu H., and Forrest, G. Topham (eds.)","Survey of London, Vol. XIII: The Parish of St Margaret, Westminster (Part II) ...",1930,"White, London in the Eighteenth Century"
"Crellin, John, and Scott, J. R.",Pharmaceutical History of Glass Bottles and Jars,1972,"White, London in the Eighteenth Century"
"Cunningham, Peter",The Story of Nell Gwynne: And the Sayings of Charles II. Related and Collected ...,1852,"White, London in the Eighteenth Century"
"Curtis, T. C., and Speck, W. A.",The Societies for the Reformation of Manners ...,1976,"White, London in the Eighteenth Century"
"Darlington, Ida, and Howgego, James","Printed Maps of London, circa 1553-1850",1964,"White, London in the Eighteenth Century"
"Davies, Thomas","Memoirs of the Life of David Garrick, Esq. ..., 2 vols",1780,"White, London in the Eighteenth Century"
"De Castro, J. P.",The Gordon Riots,1926,"White, London in the Eighteenth Century"
"De Veil, Sir Thomas",Observations on the Practice of a Justice of the Peace ...,1747,"White, London in the Eighteenth Century"
"Defoe, Daniel","A Tour Through the Whole Island of Great Britain ..., edited by P. N. Furbank ..., with notes ...",1724,"White, London in the Eighteenth Century"
"Defoe, Daniel","The Complete English Tradesman ..., 2 vols",1727,"White, London in the Eighteenth Century"
"Defoe, Daniel",The Fortunes and Misfortunes of the Famous Moll Flanders,1722,"White, London in the Eighteenth Century"
"Defoe, Daniel",The Fortunate Mistress (Roxana) ...,1724,"White, London in the Eighteenth Century"
"Defoe, Daniel",Some Considerations upon Street Walkers ...,1726,"White, London in the Eighteenth Century"
"Defoe, Daniel","Augusta Triumphans; or, the Way to Make London the Most Flourishing City ...",1728,"White, London in the Eighteenth Century"
"Defoe, Daniel",A Brief State of the Inland or Home Trade ...,1730,"White, London in the Eighteenth Century"
"Defoe, Daniel",A Plan of the English Commerce ...,1728,"White, London in the Eighteenth Century"
"Defoe, Daniel",The Great Law of Subordination Considered ...,1724,"White, London in the Eighteenth Century"
"Defoe, Daniel","Parochial Tyranny; or, the Housekeeper's Complaint ...",1727,"White, London in the Eighteenth Century"
"Defoe, Daniel",Everybody's Business Is Nobody's Business ...,1725,"White, London in the Eighteenth Century"
"Defoe, Daniel","Moll Flanders, edited by G. A. Starr",1971,"White, London in the Eighteenth Century"
"Defoe, Daniel","Conjugal Lewdness; or, Matrimonial Whoredom ...",1727,"White, London in the Eighteenth Century"
"Dickens, Charles",Sketches by Boz ...,1836,"White, London in the Eighteenth Century"
"Dickens, Charles",The Uncommercial Traveller ...,1861,"White, London in the Eighteenth Century"
"Disraeli, Isaac","Curiosities of Literature ..., 5 vols",1791,"White, London in the Eighteenth Century"
"Dixon, Hepworth",The London Prisons ...,1850,"White, London in the Eighteenth Century"
"Dobson, Austin","Eighteenth Century Vignettes ..., 3 series",1892,"White, London in the Eighteenth Century"
"Dodsley, Robert (publisher)","London and Its Environs Described ..., 6 vols",1761,"White, London in the Eighteenth Century"
"Dunton, John","The Life and Errors of John Dunton, Citizen of London ...",1705,"White, London in the Eighteenth Century"
"D'Urfey, Thomas","Wit and Mirth: or, Pills to Purge Melancholy, 6 vols",1719,"White, London in the Eighteenth Century"
"Earle, Peter","A City Full of People: Men and Women of London, 1650-1750",1994,"White, London in the Eighteenth Century"
"Eden, Sir Frederick Morton","The State of the Poor: A History of the Labouring Classes in England ..., 3 vols",1797,"White, London in the Eighteenth Century"
"Edgeworth, Richard Lovell, and Edgeworth, Maria","Memoirs of Richard Lovell Edgeworth, Esq., Begun by Himself, and Concluded by His Daughter, Maria Edgeworth, 2 vols",1820,"White, London in the Eighteenth Century"
"Edwards, Paul, and Dabydeen, David (eds.)",Black Writers in Britain 1760-1890,1991,"White, London in the Eighteenth Century"
"Edwards, Paul, and Walvin, James (eds.)",Black Personalities in the Era of the Slave Trade,1983,"White, London in the Eighteenth Century"
"Ellis, Sir Henry","The History and Antiquities of the Parish of Saint Leonard, Shoreditch, and Liberty of Norton Folgate, in the Suburbs of London",1798,"White, London in the Eighteenth Century"
"Ellis, John","A New and Accurate History and Survey of London, Westminster, and Southwark ..., 4 vols",1766,"White, London in the Eighteenth Century"
"Entick, John","A New and Accurate History and Survey of London, Westminster, Southwark and Places Adjacent ..., 4 vols",1766,"White, London in the Eighteenth Century"
"Equiano, Olaudah","The Interesting Narrative of the Life of Olaudah Equiano ..., Written by Himself",1789,"White, London in the Eighteenth Century"
"Evelyn, John","The Diary of John Evelyn ..., edited by E. S. de Beer, 6 vols",1955,"White, London in the Eighteenth Century"
"Feltham, John",The Picture of London for 1802 ...,1802,"White, London in the Eighteenth Century"
"Fielding, Henry","The History of Tom Jones, a Foundling ...",1749,"White, London in the Eighteenth Century"
"Fielding, Henry","An Enquiry into the Causes of the Late Increase of Robbers ..., with some Proposals for Remedying this Growing Evil",1751,"White, London in the Eighteenth Century"
"Fielding, Henry",A Plan for Preventing Robberies within Twenty Miles of London ...,1755,"White, London in the Eighteenth Century"
"Fielding, Henry",A Proposal for Making an Effectual Provision for the Poor ...,1753,"White, London in the Eighteenth Century"
"Fielding, Henry","Amelia, A Comedy",1751,"White, London in the Eighteenth Century"
"Fielding, John","A Brief Description of the Cities of London and Westminster ... to which is added Advice to Shoeblacks, Stable-Keepers ...",1776,"White, London in the Eighteenth Century"
"Fielding, [Sir] John","Extracts from Such of the Penal Laws, as Particularly Relate to the Peace and Good Order of the Metropolis ..., Considerably Enlarged ...",1768,"White, London in the Eighteenth Century"
"Fielding, [Sir] John","An Account of the Origin and Effects of a Police ... for the Cities of London and Westminster, Containing an Account of ... David Simple ...",1758,"White, London in the Eighteenth Century"
"Fielding, Sarah","The Adventures of David Simple ..., 2 vols",1744,"White, London in the Eighteenth Century"
"Fielding Smith, R. [?]",The Gentlemen's Guide in His Tour Through France ...,1770,"White, London in the Eighteenth Century"
"Foote, Samuel","Taste, A Comedy",1752,"White, London in the Eighteenth Century"
"Foote, Samuel",The Nabob,1778,"White, London in the Eighteenth Century"
"Foote, Samuel","The Minor, A Comedy",1760,"White, London in the Eighteenth Century"
"Foote, Samuel",The Mayor of Garratt,1764,"White, London in the Eighteenth Century"
"Foote, Samuel","The Author, A Comedy",1757,"White, London in the Eighteenth Century"
"Franklin, Benjamin","The Autobiography of Benjamin Franklin: Edited from his Manuscript, with Notes and an Introduction, by John Bigelow",1868,"White, London in the Eighteenth Century"
"Garrick, David","The Letters of David Garrick, edited by David M. Little and George M. Kahrl, 3 vols",1963,"White, London in the Eighteenth Century"
"Garrick, David","The Private Correspondence of David Garrick ..., 2 vols",1831,"White, London in the Eighteenth Century"
"Garrick, David",The Diary of David Garrick: Being a Record of His Memorable Trip to Paris in 1751,1928,"White, London in the Eighteenth Century"
"Gay, John","Trivia; or, The Art of Walking the Streets of London",1716,"White, London in the Eighteenth Century"
"Gay, John",The Beggar's Opera ...,1728,"White, London in the Eighteenth Century"
"George, M. Dorothy",London Life in the Eighteenth Century,1925,"White, London in the Eighteenth Century"
"Gibson, Edmund",London ... Descriptions of the Several Wards ... of the City of London ...,1708,"White, London in the Eighteenth Century"
"Gilmour, Ian","Riots, Risings and Revolution: Governance and Violence in Eighteenth-Century England",1992,"White, London in the Eighteenth Century"
"Goldsmith, Oliver","The Citizen of the World ..., 2 vols",1762,"White, London in the Eighteenth Century"
"Goldsmith, Oliver",The Vicar of Wakefield ...,1766,"White, London in the Eighteenth Century"
"Gomme, G. L. (ed.)","The Gentleman's Magazine Library: Being a Classified Collection of the Chief Contents ..., 3 vols",1884,"White, London in the Eighteenth Century"
"Gordon, Lord George",Innocence Vindicated [?] ...,1783,"White, London in the Eighteenth Century"
"Grant, James",Sketches in London,1838,"White, London in the Eighteenth Century"
"Green, David","Sarah, Duchess of Marlborough",1967,"White, London in the Eighteenth Century"
"Greene, Robert [?], and others (eds.)",The Children of the Poor: Representations of Childhood since the Seventeenth Century,1991,"White, London in the Eighteenth Century"
"Greville, Charles C. F.","The Greville Memoirs: A Journal of the Reigns of King George IV and King William IV ..., 3 vols, edited by Henry Reeve",1874,"White, London in the Eighteenth Century"
"Grosley, Pierre Jean","A Tour to London; or, New Observations on England and Its Inhabitants ..., translated by Thomas Nugent, 2 vols",1772,"White, London in the Eighteenth Century"
"Grose, Francis","A Classical Dictionary of the Vulgar Tongue ..., 3rd edn, edited by Eric Partridge",1963,"White, London in the Eighteenth Century"
"Grose, Francis","A Guide to Health, Beauty, Riches, and Honour ..., 2nd edn",1796,"White, London in the Eighteenth Century"
"Gwynn, John",London and Westminster Improved ...,1766,"White, London in the Eighteenth Century"
"Gwynn, John, and others",Thoughts on the Coronation of his Present Majesty King George the Third ...,1761,"White, London in the Eighteenth Century"
"Guthrie, James [?]","A Tour, Dublin ...",1789,"White, London in the Eighteenth Century"
"Gwatkin [?], Thomas [?]",A New Compendium of the Whole Art of Navigation ...,1760,"White, London in the Eighteenth Century"
"Hanway, Jonas",A Candid Historical Account of the Hospital for the Reception of Exposed and Deserted Young Children ...,1759,"White, London in the Eighteenth Century"
"Hanway, Jonas",The Defects of Police the Cause of Immorality and the Continual Robberies Committed ...,1775,"White, London in the Eighteenth Century"
"Hanway, Jonas","A Sentimental History of Chimney Sweepers, in London ...",1785,"White, London in the Eighteenth Century"
"Hanway, Jonas","Letters on the Importance of the Rising Generation ..., 2 vols",1767,"White, London in the Eighteenth Century"
"Hanway, Jonas","Observations on the Causes of the Dissoluteness ... among the People ..., 1772",1772,"White, London in the Eighteenth Century"
"Hanway, Jonas","An Account of the Marine Society ..., 6th edn",1759,"White, London in the Eighteenth Century"
"Hanway, Jonas",A Review of the Proposed Naturalisation of the Jews ...,1753,"White, London in the Eighteenth Century"
"Hardy, Thomas","Memoir of Thomas Hardy, Founder of, and Secretary to, the London Corresponding Society ...",1832,"White, London in the Eighteenth Century"
"Harris, Jack",Harris's List of Covent-Garden Ladies; or Man of Pleasure's Kalendar ...,1773,"White, London in the Eighteenth Century"
"Harris, Jack","Harris's List, exemplified in the Variety of [?] ...",1793,"White, London in the Eighteenth Century"
"Harris, Michael",London Newspapers in the Age of Walpole,1987,"White, London in the Eighteenth Century"
"Harrison, Walter","A New and Universal History, Description and Survey of the Cities of London and Westminster ...",1775,"White, London in the Eighteenth Century"
"Hartley, James","The Setting Sun ..., or, the Behaviour, Confessions and Dying Speeches of those who have been Executed at Tyburn ...",1797,"White, London in the Eighteenth Century"
"Harvey, A. D.",Sex in Georgian England ...,1994,"White, London in the Eighteenth Century"
"Hatton, Edward","A New View of London ..., 2 vols",1708,"White, London in the Eighteenth Century"
"Hawkins, Laetitia-Matilda","Anecdotes, Biographical Sketches and Memoirs ...",1822,"White, London in the Eighteenth Century"
"Hawkins, Sir John","The Life of Samuel Johnson, LL.D., An Ample and Opinions, 5 vols [?]",1787,"White, London in the Eighteenth Century"
"Hayley, William","Memoirs of the Life and Writings of William Hayley ..., edited by John Johnson, 2 vols",1823,"White, London in the Eighteenth Century"
"Haywood, Eliza","The History of Miss Betsy Thoughtless ..., 4 vols",1751,"White, London in the Eighteenth Century"
"Haywood, Eliza","The History of Jemmy and Jenny Jessamy, 3 vols",1753,"White, London in the Eighteenth Century"
"Guthrie, James, and Jansen [?], James",Observations on the Malefactors Committed at Tyburn ...,1755,"White, London in the Eighteenth Century"
Guthrie [?],Confession of the Six [?] ... at Tyburn ...,1753,"White, London in the Eighteenth Century"
"Gonson, Sir John",The Charges of Sir John Gonson ... to Several Grand Juries ...,1728,"White, London in the Eighteenth Century"
"Gibson, Patrick",Descriptions by Edmund Gibson of London ... the Day of ...,1786,"White, London in the Eighteenth Century"
"Gibbon, Edward","Memoirs of My Life and Writings ..., Edited by Lord Sheffield",1796,"White, London in the Eighteenth Century"
"Gibbon, Edward","The Letters of Edward Gibbon, edited by J. E. Norton, 3 vols",1956,"White, London in the Eighteenth Century"
"Gilbert, Thomas","A Plan of Police ..., Exhibiting the Causes of the Present Increase of the Poor ...",1786,"White, London in the Eighteenth Century"
Gilmore [?],Mortality and Revolution in the Eighteenth Century ...,1992,"White, London in the Eighteenth Century"
"Haygarth, John",A Sketch of a Plan to Exterminate the Casual Smallpox from Great Britain ...,1793,"White, London in the Eighteenth Century"
"Hartfort [?], Donald","A Most Circumstantial and Surprising Account of ... Escapes ..., and ...",1812,"White, London in the Eighteenth Century"
"Hazlitt, William","Sketches and Essays ..., and Winterslow ...",1839,"White, London in the Eighteenth Century"
"Hickey, William","Memoirs of William Hickey, edited by Alfred Spencer, 4 vols",1913,"White, London in the Eighteenth Century"
"Hogarth, William",The Analysis of Beauty,1753,"White, London in the Eighteenth Century"
"Holcroft, Thomas","Memoirs of the Late Thomas Holcroft, Written by Himself and Continued to the Time of his Death ..., 3 vols, edited by William Hazlitt",1816,"White, London in the Eighteenth Century"
"Holland, Lord Henry","The Journal of Elizabeth, Lady Holland 1791-1811 ..., edited by the Earl of Ilchester, 2 vols",1908,"White, London in the Eighteenth Century"
"Howgego, James","Printed Maps of London, circa 1553-1850 ..., 2nd edn",1978,"White, London in the Eighteenth Century"
HMC,"Report on the Manuscripts of the Marquess of Downshire ..., Vol. IV: His Grace the Duke of Portland ...",1937,"White, London in the Eighteenth Century"
HMC,"Report on Manuscripts in Various Collections, Vol. IV ...",1909,"White, London in the Eighteenth Century"
HMC,"Report Wellbeck Abbey ..., Vol. VI ...",1901,"White, London in the Eighteenth Century"
HMC,"Charlemont MSS, Vol. I",1891,"White, London in the Eighteenth Century"
HMC,"Appendix to the Ninth Report, Part III ...",1884,"White, London in the Eighteenth Century"
"Hone, William","The Every Day Book ..., 2 vols",1826,"White, London in the Eighteenth Century"
"Howard, John","The State of the Prisons in England and Wales, with Preliminary Observations, and an Account of Some Foreign Prisons and Hospitals",1777,"White, London in the Eighteenth Century"
"Howell, Thomas B.","A Complete Collection of State Trials ..., 21 vols",1816,"White, London in the Eighteenth Century"
"Hughes, Kathryn [?]",Observations on the More Ancient Statutes ...,1766,"White, London in the Eighteenth Century"
